0355002720141011,,355,27
,"Liberty wins toss, defers, App will receive, defend North endzone",,
1st Quarter Play-by-Play
Appalachian State at 15:00,,LIB,ASU
,"N/A on-side kick recovered by APPALACHIAN ST at the Liber 38 , Aaron Krah return for 2 yds to the Liber 38",0,0
1st and 10 at LIB 38,"Marcus Cox run for 38 yds for a TD, (Bentlee Critcher KICK)",0,7
"APP DRIVE TOTALS: 1 play, 38 yards, 0:08"
Liberty at 14:52,,LIB,ASU
,Bentlee Critcher kickoff for 65 yds for a touchback,0,7
1st and 10 at LIB 25,Josh Woodrum pass complete to Dante Shells for 9 yds to the Liber 34,,
2nd and 1 at LIB 34,"WOODRUM, J. sacked for loss of 6 yards to the LIBERTY28 (Blair, Ronald;Law, John), PENALTY APP face mask (Blair, Ronald) 15 yards to the LIBERTY49, 1ST DOWN LIBERTY, NO PLAY. for a 1ST down",,
1st and 10 at LIB 49,D.J. Abnar run for 3 yds to the AppSt 48,,
2nd and 7 at APP 48,Josh Woodrum pass complete to Gabe Henderson for 16 yds to the AppSt 32 for a 1ST down,,
1st and 10 at APP 32,Darrin Peterson pass incomplete to N/A,,
2nd and 10 at APP 32,"ABNAR, D.J. rush for 2 yards to the APP30 (Blair, Ronald;Howard, A.J.), PENALTY LIBERTY holding (HANSON, M.) 10 yards to the APP42, NO PLAY.",,
2nd and 20 at APP 42,Josh Woodrum pass complete to Darrin Peterson for 5 yds to the AppSt 37,,
3rd and 15 at APP 37,Josh Woodrum pass complete to Darrin Peterson for 22 yds to the AppSt 15 for a 1ST down,,
1st and 10 at APP 15,Stephon Masha run for 4 yds to the AppSt 11,,
2nd and 6 at APP 11,D.J. Abnar run for 5 yds to the AppSt 6,,
3rd and 1 at APP 6,"Nicky Fualaa,  run for 2 yds to the AppSt 4 for a 1ST down",,
1st and Goal at APP 4,Josh Woodrum pass complete to Darrin Peterson for 3 yds to the AppSt 1,,
2nd and Goal at APP 1,"D.J. Abnar run for 1 yd for a TD, (John Lunsford KICK)",7,7
"LIB DRIVE TOTALS: 11 plays, 75 yards, 6:29"
Appalachian State at 8:23,,LIB,ASU
,John Lunsford kickoff for 65 yds for a touchback,7,7
1st and 10 at APP 25,Marcus Cox run for 6 yds to the AppSt 31,,
2nd and 4 at APP 31,Taylor Lamb pass complete to Shaedon Meadors for 30 yds to the Liber 39 for a 1ST down,,
