0706057420141108,,706,574
1st Quarter Play-by-Play
Rice at 15:00,,UTSA,RICE
,"Sean Ianno kickoff for 62 yds , Darrion Pollard return for 17 yds to the Rice 20",0,0
1st and 10 at RICE 20,Driphus Jackson pass incomplete to Jordan Taylor,,
2nd and 10 at RICE 20,Driphus Jackson run for 9 yds to the Rice 29,,
3rd and 1 at RICE 29,Darik Dillard run for 2 yds to the Rice 31 for a 1ST down,,
1st and 10 at RICE 31,Darik Dillard run for 4 yds to the Rice 35,,
2nd and 6 at RICE 35,Jowan Davis run for 1 yd to the Rice 36,,
3rd and 5 at RICE 36,Driphus Jackson pass complete to Jordan Taylor for 11 yds to the Rice 47 for a 1ST down,,
1st and 10 at RICE 47,Driphus Jackson pass incomplete to Mario Hull,,
2nd and 10 at RICE 47,Driphus Jackson pass complete to Mario Hull for 34 yds to the TexSA 19 for a 1ST down,,
1st and 10 at UTSA 19,Driphus Jackson pass complete to Jordan Taylor for 6 yds to the TexSA 13,,
2nd and 4 at UTSA 13,Driphus Jackson pass complete to Jordan Taylor for 3 yds to the TexSA 10,,
3rd and 1 at UTSA 10,Darik Dillard run for 2 yds to the TexSA 8 for a 1ST down,,
1st and Goal at UTSA 8,Jowan Davis run for a loss of 1 yard to the TexSA 9,,
2nd and Goal at UTSA 9,"Driphus Jackson run for 9 yds for a TD, (James Farrimond KICK)",0,7
"RICE DRIVE TOTALS: 13 plays, 80 yards, 5:37"
Texas San Antonio at 9:23,,UTSA,RICE
,James Hairston kickoff for 65 yds for a touchback,0,7
1st and 10 at UTSA 25,David Glasco II run for 7 yds to the TexSA 32,,
2nd and 3 at UTSA 32,"RICE Penalty, Defensive offside (5 Yards) to the TexSA 37 for a 1ST down",,
1st and 10 at UTSA 37,Tucker Carter pass complete to David Morgan II for 7 yds to the TexSA 44,,
2nd and 3 at UTSA 44,Tucker Carter pass complete to Brady Jones for a loss of 3 yards to the TexSA 41,,
3rd and 6 at UTSA 41,Tucker Carter pass incomplete,,
4th and 6 at UTSA 41,"Kristian Stern punt for 35 yds, fair catch by Bryce Callahan at the Rice 24",,
"UTSA DRIVE TOTALS: 4 plays, 16 yards, 2:04"
Rice at 7:19,,UTSA,RICE
1st and 10 at RICE 24,Jowan Davis run for a loss of 1 yard to the Rice 23,0,7
2nd and 11 at RICE 23,Jowan Davis run for 54 yds to the TexSA 23 for a 1ST down,,
1st and 10 at UTSA 23,"RICE Penalty, Offensive offside (Nico Carlson) to the TexSA 28",,
1st and 15 at UTSA 28,Darik Dillard run for 2 yds to the TexSA 26,,
2nd and 13 at UTSA 26,Driphus Jackson sacked by Marcus Davenport for a loss of 3 yards to the TexSA 29,,
3rd and 16 at UTSA 29,Driphus Jackson pass intercepted Brian King return for 29 yds to the TexSA 40,,
"RICE DRIVE TOTALS: 5 plays, 47 yards, 2:51"
Texas San Antonio at 4:28,,UTSA,RICE
1st and 10 at UTSA 40,David Glasco II run for 6 yds to the TexSA 46,0,7
2nd and 4 at UTSA 46,David Glasco II run for 3 yds to the TexSA 49,,
3rd and 1 at UTSA 49,David Glasco II run for a loss of 1 yard to the TexSA 48,,
4th and 2 at UTSA 48,"Kristian Stern punt for 43 yds, fair catch by Bryce Callahan at the Rice 9",,
"UTSA DRIVE TOTALS: 3 plays, 8 yards, 1:50"
Rice at 2:38,,UTSA,RICE
1st and 10 at RICE 9,Jowan Davis run for 21 yds to the Rice 30 for a 1ST down,0,7
1st and 10 at RICE 30,Driphus Jackson run for 2 yds to the Rice 32,,
2nd and 8 at RICE 32,Driphus Jackson run for 2 yds to the Rice 34,,
3rd and 6 at RICE 34,Driphus Jackson run for 11 yds to the Rice 45 for a 1ST down,,
1st and 10 at RICE 45,Driphus Jackson pass incomplete,,
2nd and 10 at RICE 45,Driphus Jackson pass incomplete,,
3rd and 10 at RICE 45,"Driphus Jackson run for 4 yds to the TexSA 49 for a 1ST down TEXASSAN Penalty, face mask (15 yards) (Drew Douglas) to the TexSA 36 for a 1ST down",,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Rice at 15:00,,UTSA,RICE
1st and 10 at UTSA 36,Jowan Davis run for 1 yd to the TexSA 35,0,7
2nd and 9 at UTSA 35,Jowan Davis run for 2 yds to the TexSA 33,,
3rd and 7 at UTSA 33,Jowan Davis run for 7 yds to the TexSA 26 for a 1ST down,,
1st and 10 at UTSA 26,Nate German run for a loss of 1 yard to the TexSA 27,,
2nd and 11 at UTSA 27,Driphus Jackson pass complete to Mario Hull for 7 yds to the TexSA 20,,
3rd and 4 at UTSA 20,Driphus Jackson pass incomplete to Darik Dillard,,
4th and 4 at UTSA 20,James Farrimond 37 yd FG GOOD,0,10
"RICE DRIVE TOTALS: 14 plays, 71 yards, 5:52"
Texas San Antonio at 11:46,,UTSA,RICE
,James Hairston kickoff for 65 yds for a touchback,0,10
1st and 10 at UTSA 25,Tucker Carter pass complete to Josiah Monroe for 3 yds to the TexSA 28,,
2nd and 7 at UTSA 28,"Tucker Carter pass incomplete, broken up by Ross Winship",,
3rd and 7 at UTSA 28,Tucker Carter pass incomplete,,
4th and 7 at UTSA 28,"Kristian Stern punt for 42 yds, fair catch by Bryce Callahan at the Rice 30",,
"UTSA DRIVE TOTALS: 3 plays, 3 yards, 1:04"
Rice at 10:42,,UTSA,RICE
1st and 10 at RICE 30,Jowan Davis run for 1 yd to the Rice 31,0,10
2nd and 9 at RICE 31,Driphus Jackson pass complete to Temi Alaka for 13 yds to the Rice 44 for a 1ST down,,
1st and 10 at RICE 44,Jowan Davis run for 7 yds to the TexSA 49,,
2nd and 3 at UTSA 49,Driphus Jackson pass complete to Jowan Davis for no gain to the TexSA 49,,
,"Timeout RICE, clock 08:23",,
3rd and 3 at UTSA 49,Darik Dillard run for 5 yds to the TexSA 44 for a 1ST down,,
1st and 10 at UTSA 44,Darik Dillard run for 3 yds to the TexSA 41,,
2nd and 7 at UTSA 41,Driphus Jackson pass incomplete to Jordan Taylor,,
3rd and 7 at UTSA 41,Driphus Jackson pass complete to Jordan Taylor for 17 yds to the TexSA 24 for a 1ST down,,
1st and 10 at UTSA 24,Jowan Davis run for no gain to the TexSA 24,,
2nd and 10 at UTSA 24,Jowan Davis run for no gain to the TexSA 24,,
3rd and 10 at UTSA 24,"Driphus Jackson pass incomplete, broken up by Michael Egwuag",,
,"Timeout RICE, clock 05:31",,
4th and 10 at UTSA 24,James Farrimond 42 yd FG MISSED,,
"RICE DRIVE TOTALS: 12 plays, 46 yards, 5:17"
Texas San Antonio at 5:25,,UTSA,RICE
1st and 10 at UTSA 24,"Tucker Carter pass incomplete to Kenny Bias, broken up by Bryce Callahan",0,10
2nd and 10 at UTSA 24,Tucker Carter pass incomplete,,
3rd and 10 at UTSA 24,"Tucker Carter pass incomplete to David Morgan II, broken up by Jaylon Finner",,
4th and 10 at UTSA 24,"Kristian Stern punt for 46 yds, fair catch by Bryce Callahan at the Rice 30",,
"UTSA DRIVE TOTALS: 3 plays, 0 yards, 0:25"
Rice at 5:00,,UTSA,RICE
1st and 10 at RICE 30,Jowan Davis run for 5 yds to the Rice 35,0,10
2nd and 5 at RICE 35,Driphus Jackson pass complete to Jordan Taylor for 7 yds to the Rice 42 for a 1ST down,,
1st and 10 at RICE 42,Driphus Jackson run for 1 yd to the Rice 43,,
2nd and 9 at RICE 43,Driphus Jackson run for 1 yd to the Rice 44,,
3rd and 8 at RICE 44,Driphus Jackson sacked by Brian Price and Richard Burge for a loss of 1 yard to the Rice 43,,
,"Timeout TEXASSAN, clock 02:12",,
4th and 9 at RICE 43,"James Farrimond punt for 39 yds , Aaron Grubb returns for 2 yds to the TexSA 20",,
"RICE DRIVE TOTALS: 5 plays, 13 yards, 2:57"
Texas San Antonio at 2:03,,UTSA,RICE
1st and 10 at UTSA 20,Tucker Carter pass incomplete to Aaron Grubb,0,10
2nd and 10 at UTSA 20,Tucker Carter pass complete to Marcellus Mack for 9 yds to the TexSA 29,,
3rd and 1 at UTSA 29,Tucker Carter pass complete to Kenny Bias for 7 yds to the TexSA 36 for a 1ST down,,
1st and 10 at UTSA 36,Tucker Carter sacked by Zach Patt for a loss of 2 yards to the TexSA 34,,
2nd and 12 at UTSA 34,Tucker Carter pass complete to Aaron Grubb for 7 yds to the TexSA 41,,
3rd and 5 at UTSA 41,Tucker Carter pass complete to Aaron Grubb for 6 yds to the TexSA 47 for a 1ST down,,
1st and 10 at UTSA 47,Tucker Carter run for no gain to the TexSA 47,,
,"Timeout TEXASSAN, clock 00:58",,
2nd and 10 at UTSA 47,Tucker Carter pass complete to David Morgan II for 16 yds to the Rice 37 for a 1ST down,,
1st and 10 at RICE 37,Tucker Carter pass complete to David Glasco II for 5 yds to the Rice 32,,
2nd and 5 at RICE 32,"Carter pass incomplete to Jones, PENALTY RICE personal foul (HILL, Malcolm) 14 yards to the RICE18, 1ST DOWN UTSA, NO PLAY. for a 1ST down",,
1st and 10 at RICE 18,Austin Robinson pass incomplete to David Morgan II,,
2nd and 10 at RICE 18,Austin Robinson pass complete to Aaron Grubb for 12 yds to the Rice 6 for a 1ST down,,
1st and Goal at RICE 6,"RICE Penalty, Defensive offside (Ryan Pollard) to the Rice 3",,
1st and Goal at RICE 3,Austin Robinson run for 1 yd to the Rice 2,,
,End of 2nd Quarter,,
"UTSA DRIVE TOTALS: 12 plays, 78 yards, 2:03"
3rd Quarter Play-by-Play
Texas San Antonio at 14:55,,UTSA,RICE
,"James Hairston kickoff for 65 yds , Aaron Grubb return for 11 yds to the TexSA 11",0,10
1st and 10 at UTSA 11,David Glasco II run for 4 yds to the TexSA 15,,
2nd and 6 at UTSA 15,Austin Robinson pass incomplete to Brady Jones,,
3rd and 6 at UTSA 15,"Austin Robinson pass incomplete, broken up by Zach Patt",,
4th and 6 at UTSA 15,"Kristian Stern punt for 52 yds , Bryce Callahan returns for 25 yds to the TexSA 42",,
"UTSA DRIVE TOTALS: 3 plays, 4 yards, 0:59"
Rice at 13:56,,UTSA,RICE
1st and 10 at UTSA 42,Jowan Davis run for a loss of 1 yard to the TexSA 43,0,10
2nd and 11 at UTSA 43,Driphus Jackson pass complete to Cole Hunt for 8 yds to the TexSA 35,,
3rd and 3 at UTSA 35,Driphus Jackson pass complete to N/A for 14 yds to the TexSA 21 for a 1ST down,,
1st and 10 at UTSA 21,Driphus Jackson pass incomplete to Mario Hull,,
2nd and 10 at UTSA 21,Jowan Davis run for 7 yds to the TexSA 14,,
3rd and 3 at UTSA 14,Driphus Jackson run for 6 yds to the TexSA 8 for a 1ST down,,
1st and Goal at UTSA 8,Jowan Davis run for no gain to the TexSA 8,,
2nd and Goal at UTSA 8,"JACKSON, Driphu pass complete to POLLARD, D for 4 yards to the UTSA4 (Douglas;Wade), PENALTY RICE personal foul (CARLSON, Nico) 15 yards to the UTSA23, NO PLAY.",,
2nd and Goal at UTSA 23,Driphus Jackson run for 1 yd to the TexSA 22,,
3rd and Goal at UTSA 22,"Darik Dillard run for 9 yds to the TexSA 13 RICE Penalty, personal foul (Matt Simonette) to the TexSA 35",,
3rd and Goal at UTSA 35,Darik Dillard run for 4 yds to the TexSA 31,,
4th and Goal at UTSA 31,James Farrimond 48 yd FG MISSED,,
"RICE DRIVE TOTALS: 11 plays, 11 yards, 5:44"
Texas San Antonio at 8:12,,UTSA,RICE
1st and 10 at UTSA 31,Austin Robinson run for 1 yd to the TexSA 32,0,10
2nd and 9 at UTSA 32,"Glasco II rush for 39 yards to the RICE29 (BAKER, Gabe;POLLARD, Ryan), PENALTY UTSA personal foul (Inskeep) 15 yards to the UTSA17, NO PLAY.",,
2nd and 24 at UTSA 17,Austin Robinson pass complete to Kenny Bias for 13 yds to the TexSA 30,,
3rd and 11 at UTSA 30,"TEXASSAN Penalty, unsportsmanlike conduct (Scott Inskeep) to the TexSA 15",,
3rd and 26 at UTSA 15,Austin Robinson pass complete to Brandon Armstrong for 2 yds to the TexSA 17,,
4th and 24 at UTSA 17,"Kristian Stern punt for 46 yds , Bryce Callahan returns for a loss of 3 yards to the Rice 34",,
"UTSA DRIVE TOTALS: 3 plays, -14 yards, 2:37"
Rice at 5:35,,UTSA,RICE
1st and 10 at RICE 34,Jowan Davis run for 2 yds to the Rice 36,0,10
2nd and 8 at RICE 36,Driphus Jackson pass complete to Jowan Davis for 7 yds to the Rice 43,,
3rd and 1 at RICE 43,Driphus Jackson run for 1 yd to the Rice 44 for a 1ST down,,
1st and 10 at RICE 44,"Driphus Jackson pass complete to Robby Wells III for 36 yds to the RICE 20 for a 1ST down TEXASSAN Penalty, personal foul (Brian King) to the TexSA 10 for a 1ST down",,
1st and Goal at UTSA 10,Jowan Davis run for a loss of 6 yards to the TexSA 16,,
,"Timeout RICE, clock 03:00",,
2nd and Goal at UTSA 16,Driphus Jackson pass complete to Darik Dillard for 8 yds to the TexSA 8,,
3rd and Goal at UTSA 8,"Driphus Jackson pass complete to Mario Hull for 8 yds for a TD, (James Farrimond KICK)",0,17
"RICE DRIVE TOTALS: 7 plays, 66 yards, 3:07"
Texas San Antonio at 2:20,,UTSA,RICE
,"James Hairston kickoff for 65 yds , Brady Jones return for 36 yds to the TexSA 36",0,17
1st and 10 at UTSA 36,Brady Jones run for 10 yds to the TexSA 46 for a 1ST down,,
1st and 10 at UTSA 46,David Glasco II run for 2 yds to the TexSA 48,,
2nd and 8 at UTSA 48,"TEXASSAN Penalty, false start (Payton Rion) to the TexSA 43",,
2nd and 13 at UTSA 43,"Austin Robinson pass incomplete to Kenny Bias, broken up by V.J. Banks",,
3rd and 13 at UTSA 43,Austin Robinson sacked by Brian Nordstrom and Grant Peterson for a loss of 9 yards to the TexSA 34,,
4th and 22 at UTSA 34,"Kristian Stern punt for 42 yds, fair catch by Bryce Callahan at the Rice 24",,
"UTSA DRIVE TOTALS: 4 plays, -2 yards, 2:15"
Rice at 0:05,,UTSA,RICE
1st and 10 at RICE 24,Jowan Davis run for 5 yds to the Rice 29,0,17
,End of 3rd Quarter,,
4th Quarter Play-by-Play
Rice at 15:00,,UTSA,RICE
2nd and 5 at RICE 29,Jowan Davis run for 7 yds to the Rice 36 for a 1ST down,0,17
1st and 10 at RICE 36,Jowan Davis run for 5 yds to the Rice 41,,
2nd and 5 at RICE 41,Darik Dillard run for 2 yds to the Rice 43,,
3rd and 3 at RICE 43,Driphus Jackson pass incomplete to Darrion Pollard,,
4th and 3 at RICE 43,"James Farrimond punt for 40 yds , Kenny Harrison returns for a loss of 2 yards to the TexSA 15",,
"RICE DRIVE TOTALS: 5 plays, 19 yards, 2:07"
Texas San Antonio at 12:58,,UTSA,RICE
1st and 10 at UTSA 15,Austin Robinson run for 10 yds to the TexSA 25 for a 1ST down,0,17
1st and 10 at UTSA 25,Austin Robinson pass complete to David Glasco II for 4 yds to the TexSA 29,,
2nd and 6 at UTSA 29,David Glasco II run for 7 yds to the TexSA 36 for a 1ST down,,
1st and 10 at UTSA 36,Austin Robinson pass complete to Kerry Thomas Jr. for 13 yds to the TexSA 49 for a 1ST down,,
1st and 10 at UTSA 49,David Glasco II run for 10 yds to the Rice 41 for a 1ST down,,
1st and 10 at RICE 41,David Glasco II run for 11 yds to the Rice 30 for a 1ST down,,
1st and 10 at RICE 30,"Robinson pass incomplete to Jones, PENALTY RICE offside (PATT, Zach) 5 yards to the RICE25, NO PLAY.",,
1st and 5 at RICE 25,Brandon Armstrong run for 2 yds to the Rice 23,,
2nd and 3 at RICE 23,Austin Robinson sacked by Brian Nordstrom for a loss of 1 yard to the Rice 24,,
3rd and 4 at RICE 24,"Austin Robinson pass complete to Kenny Bias for 24 yds for a TD, (Sean Ianno KICK)",7,17
"UTSA DRIVE TOTALS: 9 plays, 85 yards, 3:22"
Rice at 9:36,,UTSA,RICE
,Sean Ianno kickoff for 65 yds for a touchback,7,17
1st and 10 at RICE 25,Driphus Jackson pass complete to N/A for 15 yds to the Rice 40 for a 1ST down,,
1st and 10 at RICE 40,Jowan Davis run for 1 yd to the Rice 41,,
2nd and 9 at RICE 41,Driphus Jackson pass complete to N/A for 11 yds to the TexSA 48 for a 1ST down,,
1st and 10 at UTSA 48,Darik Dillard run for 1 yd to the TexSA 47,,
2nd and 9 at UTSA 47,Driphus Jackson run for 7 yds to the TexSA 40,,
3rd and 2 at UTSA 40,Darik Dillard run for 5 yds to the TexSA 35 for a 1ST down,,
1st and 10 at UTSA 35,Jowan Davis run for a loss of 1 yard to the TexSA 36,,
