0768070320141108,,768,703
1st Quarter Play-by-Play
West Virginia at 15:00,,WVU,TEX
,"Nick Rose kickoff for 63 yds , Mario Alford return for 22 yds to the WVirg 24",0,0
1st and 10 at WVU 24,Clint Trickett pass complete to Kevin White for 14 yds to the WVirg 38 for a 1ST down,,
1st and 10 at WVU 38,Clint Trickett pass complete to Wendell Smallwood for 1 yd to the WVirg 39,,
2nd and 9 at WVU 39,Wendell Smallwood run for 3 yds to the WVirg 42,,
3rd and 6 at WVU 42,Clint Trickett pass complete to Kevin White for 21 yds to the Texas 37 for a 1ST down,,
1st and 10 at TEX 37,Wendell Smallwood run for a loss of 2 yards to the Texas 39,,
2nd and 12 at TEX 39,Wendell Smallwood run for a loss of 1 yard to the Texas 40,,
3rd and 13 at TEX 40,Clint Trickett pass incomplete,,
4th and 13 at TEX 40,"WEST VIRGINIA Penalty, Delay of Game (-5 Yards) to the Texas 45",,
4th and 18 at TEX 45,"u""Nick O'Toole"",  punt for 45 yds for a touchback TEXAS Penalty, Offensive Holding (Mykkele Thompson)",,
"WVU DRIVE TOTALS: 7 plays, 31 yards, 2:24"
Texas at 12:36,,WVU,TEX
1st and 10 at TEX 10,Malcolm Brown run for 14 yds to the Texas 24 for a 1ST down,0,0
1st and 10 at TEX 24,Malcolm Brown run for 5 yds to the Texas 29,,
2nd and 5 at TEX 29,"TEXAS Penalty, False Start (Sedrick Flowers) to the Texas 24",,
2nd and 10 at TEX 24,Tyrone Swoopes run for a loss of 5 yards to the Texas 19,,
3rd and 15 at TEX 19,Tyrone Swoopes pass complete to Jaxon Shipley for 15 yds to the Texas 34 for a 1ST down,,
1st and 10 at TEX 34,Malcolm Brown run for 12 yds to the Texas 46 for a 1ST down,,
1st and 10 at TEX 46,Tyrone Swoopes pass complete to Marcus Johnson for 7 yds to the WVirg 47,,
2nd and 3 at WVU 47,Tyrone Swoopes pass complete to John Harris for 29 yds to the WVirg 18 for a 1ST down,,
1st and 10 at WVU 18,Malcolm Brown run for 2 yds to the WVirg 16,,
2nd and 8 at WVU 16,"Swoopes, Tyrone pass incomplete to Harris, John (Chestnut, Terrell), PENALTY WESTVIR pass interference (Chestnut, Terrell) 14 yards to the WESTVIR2, NO PLAY, 1ST DOWN TEXAS. for a 1ST down",,
1st and Goal at WVU 2,Malcolm Brown run for no gain to the WVirg 2,,
2nd and Goal at WVU 2,Malcolm Brown run for no gain to the WVirg 2,,
3rd and Goal at WVU 2,"Tyrone Swoopes pass complete to Geoff Swaim for 2 yds for a TD, (Nick Rose KICK)",0,7
"TEX DRIVE TOTALS: 11 plays, 90 yards, 6:01"
