0718019320140920,,718,193
1st Quarter Play-by-Play
Duke at 15:00,,TU,DUKE
1st and 10 at DUKE 25,Anthony Boone run for 5 yds to the Duke 30,0,0
2nd and 5 at DUKE 30,"TULANE Penalty, offside defense (4 Yards) to the Duke 34",,
2nd and 1 at DUKE 34,Anthony Boone pass incomplete to Max McCaffrey,,
3rd and 1 at DUKE 34,Thomas Sirk run for 43 yds to the Tulan 23 for a 1ST down,,
1st and 10 at TULN 23,Anthony Boone run for 8 yds to the Tulan 15,,
2nd and 2 at TULN 15,Anthony Boone run for 3 yds to the Tulan 12 for a 1ST down,,
1st and 10 at TULN 12,Anthony Boone run for 11 yds to the Tulan 1 for a 1ST down,,
,Peter Picerelli kickoff for 35 yds for a touchback,,
1st and Goal at TULN 1,"Thomas Sirk run for 1 yd for a TD, (Ross Martin KICK)",0,7
"DUKE DRIVE TOTALS: 7 plays, 75 yards, 2:50"
Tulane at 11:58,,TU,DUKE
,"Jack Willoughby kickoff for 55 yds , Dontrell Hilliard return for 5 yds to the Tulan 15",0,7
1st and 10 at TULN 15,Sherman Badie run for 10 yds to the Tulan 25 for a 1ST down,,
1st and 10 at TULN 25,Tanner Lee pass complete to Terren Encalade for 5 yds to the Tulan 30,,
2nd and 5 at TULN 30,Lazedrick Thompson run for 13 yds to the Tulan 43 for a 1ST down,,
1st and 10 at TULN 43,Tanner Lee pass complete to Dant\xe9 Butler for 9 yds to the Duke 48,,
2nd and 1 at DUKE 48,Sherman Badie run for a loss of 4 yards to the Tulan 48,,
3rd and 5 at TULN 48,Tanner Lee pass complete to Teddy Veal for 7 yds to the Duke 45 for a 1ST down,,
1st and 10 at DUKE 45,Tanner Lee pass complete to Terren Encalade for 14 yds to the Duke 31 for a 1ST down,,
1st and 10 at DUKE 31,Lazedrick Thompson run for 6 yds to the Duke 25,,
2nd and 4 at DUKE 25,Tanner Lee pass incomplete to N/A,,
3rd and 4 at DUKE 25,Tanner Lee pass complete to Leondre James for 20 yds to the Duke 5 for a 1ST down,,
1st and Goal at DUKE 5,"Dontrell Hilliard run for 5 yds for a TD, (Andrew DiRocco KICK)",7,7
"TULN DRIVE TOTALS: 11 plays, 85 yards, 4:55"
Duke at 6:56,,TU,DUKE
,"Peter Picerelli kickoff for 63 yds , DeVon Edwards return for 27 yds to the DUKE 38 DUKE Penalty, Offensive holding (10 Yards) to the Duke 19",7,7
1st and 10 at DUKE 19,Anthony Boone pass complete to Max McCaffrey for 11 yds to the Duke 30 for a 1ST down,,
1st and 10 at DUKE 30,Anthony Boone pass incomplete to Jamison Crowder,,
2nd and 10 at DUKE 30,Anthony Boone pass complete to Jamison Crowder for 13 yds to the Duke 43 for a 1ST down,,
1st and 10 at DUKE 43,Anthony Boone pass complete to Issac Blakeney for 9 yds to the Tulan 48,,
2nd and 1 at TULN 48,Anthony Boone pass complete to Jamison Crowder for 8 yds to the Tulan 40 for a 1ST down,,
1st and 10 at TULN 40,"TULANE Penalty, Defensive offside (5 Yards) to the Tulan 35",,
1st and 5 at TULN 35,Anthony Boone pass incomplete to Jamison Crowder,,
2nd and 5 at TULN 35,Josh Snead run for 2 yds to the Tulan 33,,
3rd and 3 at TULN 33,Anthony Boone pass complete to Jamison Crowder for 32 yds to the Tulan 1 for a 1ST down,,
1st and Goal at TULN 1,Thomas Sirk run for a loss of 1 yard to the Tulan 2,,
2nd and Goal at TULN 2,"Josh Snead run for 2 yds for a TD, (Ross Martin KICK)",7,14
"DUKE DRIVE TOTALS: 10 plays, 81 yards, 2:45"
Tulane at 4:06,,TU,DUKE
,"Jack Willoughby kickoff for 55 yds , Dontrell Hilliard return for 12 yds to the Tulan 22",7,14
1st and 10 at TULN 22,Leondre James run for a loss of 3 yards to the Tulan 19,,
2nd and 13 at TULN 19,Tanner Lee pass incomplete to Leondre James,,
3rd and 13 at TULN 19,"Tanner Lee sacked by David Helton for a loss of 7 yards to the Tulan 12 TULANE Penalty, Offensive holding ( Yards) declined",,
4th and 20 at TULN 12,TEAM run for a loss of 12 yards for a SAFETY,7,16
"TULN DRIVE TOTALS: 4 plays, -22 yards, 1:08"
Duke at 2:50,,TU,DUKE
,"Peter Picerelli kickoff for 54 yds , Jamison Crowder return for 26 yds to the Tulan 48",7,16
1st and 10 at TULN 48,Anthony Boone pass complete to Max McCaffrey for 4 yds to the Tulan 44,,
2nd and 6 at TULN 44,Anthony Boone pass complete to David Reeves for 13 yds to the Tulan 31 for a 1ST down,,
1st and 10 at TULN 31,Shaun Wilson run for 3 yds to the Tulan 28,,
2nd and 7 at TULN 28,Shaun Wilson run for 5 yds to the Tulan 23,,
3rd and 2 at TULN 23,Anthony Boone run for a loss of 3 yards to the Tulan 26,,
4th and 5 at TULN 26,Anthony Boone run for 1 yd to the Tulan 25,,
"DUKE DRIVE TOTALS: 6 plays, 23 yards, 2:46"
