0196065120141011,,196,651
,"SOUTH FLORIDA wins the coin toss, and defers. EASTCRLINA to receive. SOUFLA defends.",,
1st Quarter Play-by-Play
East Carolina at 15:00,,ECU,USF
,Marvin Kloss kickoff for 65 yds for a touchback,0,0
1st and 10 at ECU 25,Shane Carden pass complete to Justin Hardy for 6 yds to the ECaro 31,,
2nd and 4 at ECU 31,Shane Carden pass complete to Isaiah Jones for 11 yds to the ECaro 42 for a 1ST down,,
1st and 10 at ECU 42,Shane Carden pass complete to Cam Worthy for 13 yds to the SFla 45 for a 1ST down,,
1st and 10 at USF 45,Shane Carden sacked by Elkino Watson for a loss of 6 yards to the ECaro 49,,
2nd and 16 at ECU 49,Justin Hardy pass incomplete,,
3rd and 16 at ECU 49,Breon Allen run for 4 yds to the SFla 47,,
4th and 12 at USF 47,"Worth Gregory punt for 33 yds, punt out-of-bounds at the SFla 14",,
"ECU DRIVE TOTALS: 6 plays, 28 yards, 2:19"
South Florida at 12:41,,ECU,USF
1st and 10 at USF 14,Marlon Mack run for 6 yds to the SFla 20,0,0
2nd and 4 at USF 20,Marlon Mack run for 6 yds to the SFla 26 for a 1ST down,,
1st and 10 at USF 26,Marlon Mack run for 2 yds to the SFla 28,,
2nd and 8 at USF 28,Mike White pass complete to Sean Price for 7 yds to the SFla 35,,
3rd and 1 at USF 35,Marlon Mack run for 3 yds to the SFla 38 for a 1ST down,,
1st and 10 at USF 38,Mike White pass incomplete,,
2nd and 10 at USF 38,Darius Tice run for 11 yds to the SFla 49 for a 1ST down,,
1st and 10 at USF 49,"Mike White pass complete to Andre Davis for 51 yds for a TD, (Marvin Kloss KICK)",0,7
"USF DRIVE TOTALS: 8 plays, 86 yards, 4:00"
East Carolina at 8:41,,ECU,USF
,Marvin Kloss kickoff for 65 yds for a touchback,0,7
1st and 10 at ECU 25,Shane Carden pass incomplete,,
2nd and 10 at ECU 25,Breon Allen run for 14 yds to the ECaro 39 for a 1ST down,,
1st and 10 at ECU 39,Breon Allen run for 17 yds to the SFla 44 for a 1ST down,,
1st and 10 at USF 44,Marquez Grayson run for 8 yds to the SFla 36,,
2nd and 2 at USF 36,"EAST CAROLINA Penalty, Personal Foul (-15 Yards) to the ECaro 49",,
2nd and 17 at ECU 49,Breon Allen run for 4 yds to the SFla 47,,
3rd and 13 at USF 47,Breon Allen run for 4 yds to the SFla 43,,
"ECU DRIVE TOTALS: 6 plays, 0 yards"
East Carolina at 6:00,,ECU,USF
4th and 9 at USF 43,Worth Gregory punt for 43 yds for a touchback,0,7
"ECU DRIVE TOTALS: 0 plays, 4 yards"
South Florida at 6:00,,ECU,USF
1st and 10 at USF 20,Kennard Swanson run for 5 yds to the SFla 25,0,7
2nd and 5 at USF 25,Marlon Mack run for 3 yds to the SFla 28,,
3rd and 2 at USF 28,Mike White pass complete to Kennard Swanson for 16 yds to the SFla 44 for a 1ST down,,
1st and 10 at USF 44,"EAST CAROLINA Penalty, Horse Collar Tackle (15 Yards) to the ECaro 41 for a 1ST down",,
1st and 10 at ECU 41,Mike White pass incomplete,,
2nd and 10 at ECU 41,Marlon Mack run for a loss of 1 yard to the ECaro 42,,
3rd and 11 at ECU 42,Mike White pass incomplete,,
