0529010720141024,,529,107
,"CALIFORNIA wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
California at 15:00,,ORE,CAL
,"Aidan Schneider kickoff for 65 yds , Bryce Treggs return for 25 yds to the Cal 25",0,0
1st and 10 at CAL 25,Daniel Lasco run for 6 yds to the Cal 31,,
2nd and 4 at CAL 31,Daniel Lasco run for 2 yds to the Cal 33,,
3rd and 2 at CAL 33,"Goff, Jared pass incomplete to Lawler, Kenny, PENALTY OREGON pass interference (Daniels, Reggie) 16 yards to the CALIFORNIA49, NO PLAY, 1ST DOWN CALIFORNIA. for a 1ST down",,
1st and 10 at CAL 49,Daniel Lasco run for 5 yds to the Oregn 46,,
2nd and 5 at ORE 46,Luke Rubenzer run for 3 yds to the Oregn 43,,
3rd and 2 at ORE 43,Luke Rubenzer run for 7 yds to the Oregn 36 for a 1ST down,,
1st and 10 at ORE 36,"CALIFORNIA Penalty, Substitution Infraction (NA) to the Oregn 41",,
1st and 15 at ORE 41,Vic Enwere run for 6 yds to the Oregn 35,,
2nd and 9 at ORE 35,Jared Goff pass complete to Bryce Treggs for 23 yds to the Oregn 12 for a 1ST down,,
1st and 10 at ORE 12,"Jared Goff pass incomplete to Kenny Lawler, broken up by Troy Hill",,
2nd and 10 at ORE 12,"Luke Rubenzer run for 12 yds for a TD, (James Langford KICK)",0,7
"CAL DRIVE TOTALS: 9 plays, 75 yards, 4:05"
Oregon at 10:55,,ORE,CAL
,"James Langford kickoff for 64 yds , Devon Allen return for 32 yds to the Oregn 33",0,7
1st and 10 at ORE 33,Marcus Mariota pass complete to Dwayne Stanford for 9 yds to the Oregn 42,,
2nd and 1 at ORE 42,Marcus Mariota pass complete to Byron Marshall for 25 yds to the Cal 33 for a 1ST down,,
1st and 10 at CAL 33,Royce Freeman run for 3 yds to the Cal 30,,
2nd and 7 at CAL 30,Royce Freeman run for 2 yds to the Cal 28,,
3rd and 5 at CAL 28,Marcus Mariota run for 6 yds to the Cal 22 for a 1ST down,,
1st and 10 at CAL 22,"Marcus Mariota pass complete to Dwayne Stanford for 22 yds for a TD, (Aidan Schneider KICK)",7,7
"ORE DRIVE TOTALS: 6 plays, 67 yards, 2:06"
California at 8:49,,ORE,CAL
,Aidan Schneider kickoff for 50 yds for a touchback,7,7
1st and 10 at CAL 25,Jared Goff pass complete to Kenny Lawler for 17 yds to the Cal 42 for a 1ST down,,
1st and 10 at CAL 42,Jared Goff pass complete to Daniel Lasco for 5 yds to the Cal 47,,
2nd and 5 at CAL 47,Luke Rubenzer run for 14 yds to the Oregn 39 for a 1ST down,,
1st and 10 at ORE 39,Jared Goff pass complete to Maurice Harris for 15 yds to the Oregn 24 for a 1ST down,,
1st and 10 at ORE 24,Daniel Lasco run for 5 yds to the Oregn 19,,
2nd and 5 at ORE 19,"Vic Enwere run for 19 yds for a TD, (James Langford KICK)",7,14
"CAL DRIVE TOTALS: 6 plays, 75 yards, 1:39"
Oregon at 7:10,,ORE,CAL
,"James Langford kickoff for 56 yds , Devon Allen return for 45 yds to the Cal 46",7,14
1st and 10 at CAL 46,Marcus Mariota pass complete to Devon Allen for 13 yds to the Cal 33 for a 1ST down,,
1st and 10 at CAL 33,Marcus Mariota run for 7 yds to the Cal 26,,
2nd and 3 at CAL 26,"Freeman, Royce rush for no gain to the CALIFORNIA26, PENALTY OREGON holding (Hunt, Cameron) 10 yards to the CALIFORNIA36, NO PLAY.",,
2nd and 13 at CAL 36,Royce Freeman run for 6 yds to the Cal 30,,
3rd and 7 at CAL 30,Marcus Mariota pass complete to Dwayne Stanford for 18 yds to the Cal 12 for a 1ST down,,
1st and 10 at CAL 12,Royce Freeman run for 4 yds to the Cal 8,,
2nd and 6 at CAL 8,Royce Freeman run for 4 yds to the Cal 4,,
3rd and 2 at CAL 4,"Royce Freeman run for 4 yds for a TD, (Aidan Schneider KICK)",14,14
"ORE DRIVE TOTALS: 7 plays, 46 yards, 2:41"
California at 4:29,,ORE,CAL
,"Aidan Schneider kickoff for 62 yds , Tre Watson return for 19 yds to the Cal 22",14,14
1st and 10 at CAL 22,Daniel Lasco run for 2 yds to the Cal 24,,
2nd and 8 at CAL 24,Jared Goff pass complete to Chris Harper for 27 yds to the Oregn 49 for a 1ST down,,
1st and 10 at ORE 49,Luke Rubenzer run for no gain to the Oregn 49,,
2nd and 10 at ORE 49,"Jared Goff pass incomplete to Stephen Anderson, broken up by Tony Washington",,
3rd and 10 at ORE 49,Jared Goff pass incomplete to Kenny Lawler,,
4th and 10 at ORE 49,"Cole Leininger punt for 46 yds, downed at the Oregn 3",,
"CAL DRIVE TOTALS: 5 plays, 29 yards, 1:50"
Oregon at 2:39,,ORE,CAL
