0071070920141119,,71,709
1st Quarter Play-by-Play
Toledo at 15:00,,BGSU,TOL
,"Anthony Farinella kickoff for 60 yds , Kishon Wilcher return for 21 yds to the Toled 26",0,0
1st and 10 at TOL 26,Kareem Hunt run for 4 yds to the Toled 30,,
2nd and 6 at TOL 30,Logan Woodside pass complete to Corey Jones for 4 yds to the Toled 34,,
3rd and 2 at TOL 34,"Dwight Macon run for 9 yds to the Toled 43 TOLEDO Penalty, Offensive Holding (Justin Olack) to the Toled 33",,
3rd and 3 at TOL 33,Logan Woodside pass complete to Alonzo Russell for 6 yds to the Toled 39 for a 1ST down,,
1st and 10 at TOL 39,"BOWLING GREEN Penalty, Defensive Pass Interference (Nick Johnson) to the BwGrn 46 for a 1ST down",,
1st and 10 at BGSU 46,Terry Swanson run for a loss of 2 yards to the BwGrn 48,,
2nd and 12 at BGSU 48,Terry Swanson run for 4 yds to the BwGrn 44,,
3rd and 8 at BGSU 44,Logan Woodside pass complete to Alonzo Russell for 13 yds to the BwGrn 31 for a 1ST down,,
1st and 10 at BGSU 31,Kareem Hunt run for a loss of 1 yard to the BwGrn 32,,
2nd and 11 at BGSU 32,Kareem Hunt run for 1 yd to the BwGrn 31,,
3rd and 10 at BGSU 31,"Logan Woodside pass incomplete to Kareem Hunt, broken up by Gus Schwieterman",,
,"Timeout TOLEDO, clock 09:51",,
4th and 10 at BGSU 31,Logan Woodside pass incomplete to Alonzo Russell,,
"TOL DRIVE TOTALS: 11 plays, 43 yards, 5:14"
Bowling Green at 9:46,,BGSU,TOL
1st and 10 at BGSU 31,Andre Givens run for 4 yds to the BwGrn 35,0,0
2nd and 6 at BGSU 35,James Knapke pass complete to Gehrig Dieter for 5 yds to the BwGrn 40,,
3rd and 1 at BGSU 40,Andre Givens run for 3 yds to the BwGrn 43 for a 1ST down,,
1st and 10 at BGSU 43,Andre Givens run for no gain to the BwGrn 43,,
2nd and 10 at BGSU 43,Andre Givens run for 1 yd to the BwGrn 44,,
3rd and 9 at BGSU 44,James Knapke pass incomplete to Ryan Burbrink,,
4th and 9 at BGSU 44,"Joe Davidson punt for 35 yds , Corey Jones returns for 8 yds to the Toled 29",,
"BGSU DRIVE TOTALS: 6 plays, 13 yards, 1:45"
Toledo at 8:01,,BGSU,TOL
1st and 10 at TOL 29,Kareem Hunt run for 4 yds to the Toled 33,0,0
2nd and 6 at TOL 33,Logan Woodside pass complete to Justin Olack for 9 yds to the Toled 42 for a 1ST down,,
1st and 10 at TOL 42,Kareem Hunt run for 5 yds to the Toled 47,,
2nd and 5 at TOL 47,Corey Jones run for 12 yds to the BwGrn 41 for a 1ST down,,
1st and 10 at BGSU 41,Logan Woodside pass complete to Kishon Wilcher for 8 yds to the BwGrn 33,,
2nd and 2 at BGSU 33,Logan Woodside pass complete to Cody Thompson for 8 yds to the BwGrn 25 for a 1ST down,,
1st and 10 at BGSU 25,Kareem Hunt run for 20 yds to the BwGrn 5 for a 1ST down,,
2nd and Goal at BGSU 8,"BOWLING GREEN Penalty, Substitution Infraction (3 Yards) to the BwGrn 2 for a 1ST down",,
1st and Goal at BGSU 2,Dwight Macon run for 1 yd to the BwGrn 1,,
2nd and Goal at BGSU 1,Kareem Hunt run for a loss of 1 yard to the BwGrn 2,,
3rd and Goal at BGSU 2,"Kareem Hunt run for 2 yds for a TD, (Jeremiah Detmer PAT BLOCKED)",0,6
"TOL DRIVE TOTALS: 10 plays, 71 yards, 4:04"
Bowling Green at 3:57,,BGSU,TOL
,"Jeremiah Detmer kickoff for 60 yds , Clint Stephens return for 27 yds to the BwGrn 32",0,6
