0193068820141108,,193,688
1st Quarter Play-by-Play
Syracuse at 15:00,,DUKE,SYR
,"Jack Willoughby kickoff for 64 yds , Prince-Tyson Gulley return for 15 yds to the Syrac 16",0,0
1st and 10 at SYR 16,Prince-Tyson Gulley run for a loss of 1 yard to the Syrac 15,,
2nd and 11 at SYR 15,Austin Wilson run for 2 yds to the Syrac 17,,
3rd and 9 at SYR 17,Austin Wilson pass incomplete to Jarrod West,,
4th and 9 at SYR 17,"Riley Dixon punt for 38 yds , Jamison Crowder returns for 14 yds to the Syrac 41 Jamison Crowder fumbled, recovered by Duke",,
"SYR DRIVE TOTALS: 3 plays, 1 yard, 1:43"
Duke at 13:17,,DUKE,SYR
1st and 10 at SYR 41,Shaquille Powell run for 7 yds to the Syrac 34,0,0
2nd and 3 at SYR 34,Shaquille Powell run for 5 yds to the Syrac 29 for a 1ST down,,
1st and 10 at SYR 29,Anthony Boone pass incomplete,,
2nd and 10 at SYR 29,Shaquille Powell run for 2 yds to the Syrac 27,,
3rd and 8 at SYR 27,"SYRACUSE Penalty, Defensive Offside (5 Yards) to the Syrac 22",,
3rd and 3 at SYR 22,Shaquille Powell run for 5 yds to the Syrac 17 for a 1ST down,,
1st and 10 at SYR 17,Anthony Boone run for 5 yds to the Syrac 12,,
2nd and 5 at SYR 12,Shaquille Powell run for 2 yds to the Syrac 10,,
3rd and 3 at SYR 10,Shaquille Powell run for 1 yd to the Syrac 9,,
4th and 2 at SYR 9,Ross Martin 27 yd FG GOOD,3,0
"DUKE DRIVE TOTALS: 9 plays, 32 yards, 3:57"
Syracuse at 9:20,,DUKE,SYR
,Jack Willoughby kickoff for 65 yds for a touchback,3,0
1st and 10 at SYR 25,Ervin Philips run for 9 yds to the Syrac 34,,
2nd and 1 at SYR 34,Prince-Tyson Gulley run for 3 yds to the Syrac 37 for a 1ST down,,
1st and 10 at SYR 37,Austin Wilson pass incomplete,,
2nd and 10 at SYR 37,Austin Wilson run for 1 yd to the Syrac 38,,
3rd and 9 at SYR 38,Austin Wilson pass complete to Ben Lewis for 14 yds to the Duke 48 for a 1ST down,,
1st and 10 at DUKE 48,Ervin Philips run for 3 yds to the Duke 45,,
2nd and 7 at DUKE 45,Austin Wilson pass complete to Jarrod West for 9 yds to the Duke 36 for a 1ST down,,
1st and 10 at DUKE 36,Prince-Tyson Gulley run for 20 yds to the Duke 16 for a 1ST down,,
1st and 10 at DUKE 16,Mitch Kimble run for 4 yds to the Duke 12,,
2nd and 6 at DUKE 12,Devante McFarlane run for 2 yds to the Duke 10,,
3rd and 4 at DUKE 10,Mitch Kimble pass incomplete to Jamal Custis,,
4th and 4 at DUKE 10,Cole Murphy 27 yd FG GOOD,3,3
"SYR DRIVE TOTALS: 12 plays, 65 yards, 4:59"
Duke at 4:21,,DUKE,SYR
,"Cole Murphy kickoff for 63 yds , DeVon Edwards return for 18 yds to the SYRACUSE 47 DUKE Penalty, Offensive Holding (10 Yards) to the Duke 10",3,3
1st and 10 at DUKE 10,Anthony Boone pass incomplete,,
2nd and 10 at DUKE 10,"DUKE Penalty, False Start (-5 Yards) to the Duke 5",,
2nd and 15 at DUKE 5,Anthony Boone pass complete to Jamison Crowder for 1 yd to the Duke 6,,
3rd and 14 at DUKE 6,Anthony Boone pass incomplete,,
4th and 14 at DUKE 6,"Will Monday punt for 49 yds, fair catch by Ritchy Desir at the Syrac 45",,
"DUKE DRIVE TOTALS: 3 plays, -4 yards, 1:11"
Syracuse at 3:10,,DUKE,SYR
1st and 10 at SYR 45,Austin Wilson pass complete to Ervin Philips for 3 yds to the Syrac 48,3,3
2nd and 7 at SYR 48,Austin Wilson run for a loss of 1 yard to the Syrac 47,,
3rd and 8 at SYR 47,Adonis Ameen-Moore run for 3 yds to the 50 yard line,,
4th and 5 at 50,"Riley Dixon punt for 36 yds, fair catch by Jamison Crowder at the Duke 14",,
"SYR DRIVE TOTALS: 3 plays, 5 yards, 1:51"
Duke at 1:19,,DUKE,SYR
1st and 10 at DUKE 14,Shaun Wilson run for 5 yds to the Duke 19,3,3
2nd and 5 at DUKE 19,Shaun Wilson run for 1 yd to the Duke 20,,
3rd and 4 at DUKE 20,Anthony Boone pass complete to Jamison Crowder for 1 yd to the Duke 21,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Duke at 15:00,,DUKE,SYR
4th and 3 at DUKE 21,"Will Monday punt for 47 yds, fair catch by Ritchy Desir at the Syrac 32",3,3
"DUKE DRIVE TOTALS: 3 plays, 7 yards, 1:26"
Syracuse at 14:53,,DUKE,SYR
1st and 10 at SYR 32,Austin Wilson pass complete to Ben Lewis for 1 yd to the Syrac 33,3,3
2nd and 9 at SYR 33,Austin Wilson pass complete to Jarrod West for 8 yds to the Syrac 41,,
3rd and 1 at SYR 41,Devante McFarlane run for 1 yd to the Syrac 42 for a 1ST down,,
1st and 10 at SYR 42,Adonis Ameen-Moore run for 1 yd to the Syrac 43,,
2nd and 9 at SYR 43,Austin Wilson pass complete to Ben Lewis for 7 yds to the 50 yard line,,
3rd and 2 at 50,"SYRACUSE Penalty, Offensive Holding (-10 Yards) to the Syrac 40",,
3rd and 12 at SYR 40,Austin Wilson run for 1 yd to the Syrac 41,,
4th and 11 at SYR 41,"Riley Dixon punt for 50 yds , Jamison Crowder returns for no gain to the Duke 9",,
"SYR DRIVE TOTALS: 6 plays, 9 yards, 4:04"
Duke at 10:49,,DUKE,SYR
1st and 10 at DUKE 9,Anthony Boone pass incomplete,3,3
