0254075620140920,,254,756
,"UW wins toss, defers; GSU to rec; UW to kick, def W goal",,
1st Quarter Play-by-Play
Georgia State at 15:00,,GSU,UW
,"Tristan Vizcaino kickoff for 64 yds , Glenn Smith return for 7 yds to the GeoSt 8",0,0
1st and 10 at GAST 8,Kyler Neal run for 3 yds to the GeoSt 11,,
2nd and 7 at GAST 11,Kyler Neal run for 8 yds to the GeoSt 19 for a 1ST down,,
1st and 10 at GAST 19,Kyler Neal run for 6 yds to the GeoSt 25,,
2nd and 4 at GAST 25,Kyler Neal run for 3 yds to the GeoSt 28,,
3rd and 1 at GAST 28,Nick Arbuckle run for 3 yds to the GeoSt 31 for a 1ST down,,
1st and 10 at GAST 31,Nick Arbuckle pass complete to Donovan Harden for 8 yds to the GeoSt 39,,
2nd and 2 at GAST 39,Duvall Smith run for a loss of 1 yard to the GeoSt 38,,
3rd and 3 at GAST 38,Nick Arbuckle pass intercepted Marcus Peters return for no gain to the GeoSt 44,,
"GAST DRIVE TOTALS: 8 plays, 30 yards, 3:27"
Washington at 11:33,,GSU,UW
1st and 10 at GAST 44,Cyler Miles pass complete to DiAndre Campbell for 8 yds to the GeoSt 36,0,0
2nd and 2 at GAST 36,Lavon Coleman run for 1 yd to the GeoSt 35,,
3rd and 1 at GAST 35,Lavon Coleman run for no gain to the GeoSt 35,,
4th and 1 at GAST 35,Cyler Miles run for 3 yds to the GeoSt 32 for a 1ST down,,
1st and 10 at GAST 32,Cyler Miles pass incomplete to N/A,,
2nd and 10 at GAST 32,Cyler Miles pass complete to Jaydon Mickens for 8 yds to the GeoSt 24,,
3rd and 2 at GAST 24,Lavon Coleman run for no gain to the GeoSt 24,,
4th and 2 at GAST 24,Cyler Miles pass incomplete to Jaydon Mickens,,
"WASH DRIVE TOTALS: 8 plays, 20 yards, 2:08"
Georgia State at 9:25,,GSU,UW
1st and 10 at GAST 25,Nick Arbuckle pass complete to Donovan Harden for 5 yds to the GeoSt 30,0,0
2nd and 5 at GAST 30,"WASHINGTON Penalty, offside defense (N/A) to the GeoSt 35 for a 1ST down",,
1st and 10 at GAST 35,Nick Arbuckle pass complete to Donovan Harden for 5 yds to the GeoSt 40,,
2nd and 5 at GAST 40,Kyler Neal run for 4 yds to the GeoSt 44,,
3rd and 1 at GAST 44,Kyler Neal run for no gain to the GeoSt 44,,
