0416055920141011,,416,559
1st Quarter Play-by-Play
Michigan State at 15:00,,MSU,PU
,Paul Griggs kickoff for 65 yds for a touchback,0,0
,"PURDUE wins the coin toss, and defers. MICHIGANST to receive. PURDUE defends.",,
1st Quarter Play-by-Play
1st and 10 at MSU 25,R.J. Shelton run for 6 yds to the MchSt 31,,
2nd and 4 at MSU 31,Connor Cook pass complete to Keith Mumphery for 6 yds to the MchSt 37 for a 1ST down,,
1st and 10 at MSU 37,Jeremy Langford run for 3 yds to the MchSt 40,,
2nd and 7 at MSU 40,Connor Cook pass incomplete to Keith Mumphery,,
,"Timeout MICHIGAN ST, clock 13:18",,
3rd and 7 at MSU 40,Connor Cook pass complete to Jeremy Langford for 8 yds to the MchSt 48 for a 1ST down,,
1st and 10 at MSU 48,Connor Cook run for 6 yds to the Prdue 46,,
2nd and 4 at PUR 46,R.J. Shelton run for 7 yds to the Prdue 39 for a 1ST down,,
1st and 10 at PUR 39,"Connor Cook pass complete to Tony Lippett for 39 yds for a TD, (Michael Geiger KICK)",7,0
"MSU DRIVE TOTALS: 8 plays, 75 yards, 3:16"
Purdue at 11:44,,MSU,PU
,"Kevin Cronin kickoff for 65 yds , Akeem Hunt return for 23 yds to the Prdue 23",7,0
1st and 10 at PUR 23,Austin Appleby pass complete to B.J. Knauf for 6 yds to the Prdue 29,,
2nd and 4 at PUR 29,Austin Appleby pass complete to Danny Anthrop for 13 yds to the Prdue 42 for a 1ST down,,
1st and 10 at PUR 42,Austin Appleby pass complete to Danny Anthrop for 36 yds to the MchSt 22 for a 1ST down,,
1st and 10 at MSU 22,Akeem Hunt run for 3 yds to the MchSt 19,,
2nd and 7 at MSU 19,Austin Appleby pass complete to B.J. Knauf for no gain to the MchSt 19,,
3rd and 7 at MSU 19,Akeem Hunt run for 5 yds to the MchSt 14,,
4th and 2 at MSU 14,"PURDUE Penalty, False Start (-5 Yards) to the MchSt 19",,
4th and 7 at MSU 19,Paul Griggs 36 yd FG GOOD,7,3
"PUR DRIVE TOTALS: 7 plays, 58 yards, 4:19"
Michigan State at 7:25,,MSU,PU
,Paul Griggs kickoff for 65 yds for a touchback,7,3
1st and 10 at MSU 25,Connor Cook pass complete to Tony Lippett for 16 yds to the MchSt 41 for a 1ST down,,
1st and 10 at MSU 41,Jeremy Langford run for 2 yds to the MchSt 43,,
2nd and 8 at MSU 43,Jeremy Langford run for 8 yds to the Prdue 49 for a 1ST down,,
1st and 10 at PUR 49,Connor Cook pass incomplete to Jeremy Langford,,
2nd and 10 at PUR 49,Jeremy Langford run for 3 yds to the Prdue 46,,
3rd and 7 at PUR 46,Connor Cook pass complete to Jamal Lyles for 21 yds to the Prdue 25 for a 1ST down,,
1st and 10 at PUR 25,Connor Cook pass incomplete to Monty Madaris,,
2nd and 10 at PUR 25,"MICHIGAN ST Penalty, Offensive Pass Interference (Josiah Price) to the Prdue 40",,
2nd and 25 at PUR 40,Connor Cook pass complete to Tony Lippett for 27 yds to the Prdue 13 for a 1ST down,,
1st and 10 at PUR 13,"PURDUE Penalty, Defensive Pass Interference (11 Yards) to the Prdue 2 for a 1ST down",,
1st and Goal at PUR 2,"Nick Hill run for 2 yds for a TD, (Michael Geiger KICK)",14,3
"MSU DRIVE TOTALS: 9 plays, 75 yards, 3:38"
Purdue at 3:47,,MSU,PU
,"Kevin Cronin kickoff for 58 yds , Raheem Mostert return for 22 yds to the Prdue 29",14,3
1st and 10 at PUR 29,Akeem Hunt run for 2 yds to the Prdue 31,,
2nd and 8 at PUR 31,Austin Appleby pass complete to Justin Sinz for 11 yds to the Prdue 42 for a 1ST down,,
1st and 10 at PUR 42,Austin Appleby pass incomplete to Danny Anthrop,,
2nd and 10 at PUR 42,Akeem Hunt run for 2 yds to the Prdue 44,,
3rd and 8 at PUR 44,Austin Appleby pass incomplete to Danny Anthrop,,
4th and 8 at PUR 44,"Thomas Meadows punt for 41 yds , Macgarrett Kings Jr. returns for 1 yd to the MchSt 16",,
"PUR DRIVE TOTALS: 5 plays, 15 yards, 2:11"
Michigan State at 1:36,,MSU,PU
1st and 10 at MSU 16,Nick Hill run for 9 yds to the MchSt 25,14,3
2nd and 1 at MSU 25,Nick Hill run for 2 yds to the MchSt 27 for a 1ST down,,
1st and 10 at MSU 27,Connor Cook pass complete to Tony Lippett for 13 yds to the MchSt 40 for a 1ST down,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Michigan State at 15:00,,MSU,PU
1st and 10 at MSU 40,Nick Hill run for 3 yds to the MchSt 43,14,3
2nd and 7 at MSU 43,Connor Cook pass complete to Keith Mumphery for 5 yds to the MchSt 48,,
3rd and 2 at MSU 48,Nick Hill run for 5 yds to the Prdue 47 for a 1ST down,,
1st and 10 at PUR 47,Connor Cook pass incomplete to Josiah Price,,
2nd and 10 at PUR 47,Connor Cook run for 13 yds to the Prdue 34 for a 1ST down,,
1st and 10 at PUR 34,Jeremy Langford run for 31 yds to the Prdue 3 for a 1ST down,,
1st and Goal at PUR 3,Connor Cook run for 1 yd to the Prdue 2,,
2nd and Goal at PUR 2,"Connor Cook pass complete to Josiah Price for 2 yds for a TD, (Michael Geiger KICK)",21,3
"MSU DRIVE TOTALS: 11 plays, 84 yards, 4:59"
Purdue at 11:37,,MSU,PU
,"Kevin Cronin kickoff for 65 yds , Raheem Mostert return for 19 yds to the Prdue 19",21,3
1st and 10 at PUR 19,Austin Appleby pass incomplete to Danny Anthrop,,
2nd and 10 at PUR 19,Austin Appleby pass complete to B.J. Knauf for 9 yds to the Prdue 28,,
3rd and 1 at PUR 28,Akeem Hunt run for 2 yds to the Prdue 30 for a 1ST down,,
1st and 10 at PUR 30,Akeem Hunt run for 18 yds to the Prdue 48 for a 1ST down,,
1st and 10 at PUR 48,Keyante Green run for 36 yds to the MchSt 16 for a 1ST down,,
1st and 10 at MSU 16,Austin Appleby pass complete to Danny Anthrop for 13 yds to the MchSt 3 for a 1ST down,,
1st and Goal at MSU 3,"Akeem Hunt run for 3 yds for a TD, (Paul Griggs KICK)",21,10
"PUR DRIVE TOTALS: 7 plays, 81 yards, 2:37"
Michigan State at 9:00,,MSU,PU
,"Paul Griggs kickoff for 56 yds , R.J. Shelton return for 16 yds to the MchSt 25",21,10
