0503020420141025,,503,204
,COIN TOSS: Won by NIU and differed; EMU to receive to the north,,
1st Quarter Play-by-Play
Eastern Michigan at 15:00,,NIU,EMU
,"Josh Orne kickoff for 64 yds , Juwan Lewis return for no gain to the EMich 3 Juwan Lewis fumbled, recovered by EMich Juwan Lewis  , return for 10 yds to the EMich 45 EASTRN MICHIGAN Penalty, IB (NA) to the EMich 3",0,0
1st and 10 at EMU 3,Reginald Bell Jr. pass complete to Ryan Brumfield for 12 yds to the EMich 15 for a 1ST down,,
1st and 10 at EMU 15,Reginald Bell Jr. run for 6 yds to the EMich 21,,
2nd and 4 at EMU 21,Ryan Brumfield run for 5 yds to the EMich 26 for a 1ST down,,
1st and 10 at EMU 26,Reginald Bell Jr. pass complete to Tyler Allen for 7 yds to the EMich 33,,
2nd and 3 at EMU 33,"Reginald Bell Jr. pass incomplete to Kris Strange, broken up by Paris Logan",,
3rd and 3 at EMU 33,Reginald Bell Jr. run for a loss of 2 yards to the EMich 31,,
4th and 5 at EMU 31,"Owen Dubiel punt for 52 yds, downed at the NoIll 17",,
"EMU DRIVE TOTALS: 6 plays, 28 yards, 2:56"
Northern Illinois at 12:04,,NIU,EMU
1st and 10 at NIU 17,Drew Hare pass incomplete to Joel Bouagnon,0,0
2nd and 10 at NIU 17,Ezra Saffold run for 5 yds to the NoIll 22,,
3rd and 5 at NIU 22,"Drew Hare run for 78 yds for a TD, (Tyler Wedel KICK)",7,0
"NIU DRIVE TOTALS: 3 plays, 83 yards, 0:43"
Eastern Michigan at 11:14,,NIU,EMU
,"Josh Orne kickoff for 52 yds , Tyler Allen return for 7 yds to the EMich 20",7,0
1st and 10 at EMU 20,Ryan Brumfield run for 2 yds to the EMich 22,,
2nd and 8 at EMU 22,Reginald Bell Jr. run for 3 yds to the EMich 25,,
3rd and 5 at EMU 25,Reginald Bell Jr. pass complete to Tyreese Russell for 6 yds to the EMich 31 for a 1ST down,,
1st and 10 at EMU 31,Reginald Bell Jr. pass complete to Tyler Allen for 13 yds to the EMich 44 for a 1ST down,,
1st and 10 at EMU 44,Ryan Brumfield run for 1 yd to the EMich 45,,
2nd and 9 at EMU 45,Ryan Brumfield run for 11 yds to the NoIll 44 for a 1ST down,,
,"Timeout EASTRN MICHIGAN, clock 08:37",,
1st and 10 at NIU 44,Reginald Bell Jr. run for 8 yds to the NoIll 36,,
2nd and 2 at NIU 36,Reginald Bell Jr. pass incomplete to Dustin Creel,,
