0147025520141115,,147,255
1st Quarter Play-by-Play
Clemson at 15:00,,CLEM,GT
,Harrison Butker kickoff for 65 yds for a touchback,0,0
1st and 10 at CLEM 25,Deshaun Watson run for no gain to the Clem 25,,
2nd and 10 at CLEM 25,Deshaun Watson pass incomplete to Artavis Scott,,
3rd and 10 at CLEM 25,Deshaun Watson pass complete to Wayne Gallman for no gain to the Clem 25,,
4th and 10 at CLEM 25,"Bradley Pinion punt for 37 yds , Jamal Golden returns for a loss of 2 yards to the GTech 36",,
"CLEM DRIVE TOTALS: 3 plays, 0 yards, 1:18"
Georgia Tech at 13:42,,CLEM,GT
1st and 10 at GT 36,Synjyn Days run for no gain to the GTech 36,0,0
2nd and 10 at GT 36,Justin Thomas pass incomplete to DeAndre Smelter,,
3rd and 10 at GT 36,Justin Thomas pass complete to DeAndre Smelter for 19 yds to the Clem 45 for a 1ST down,,
1st and 10 at CLEM 45,Deon Hill run for 6 yds to the Clem 39,,
2nd and 4 at CLEM 39,Synjyn Days run for no gain to the Clem 39,,
3rd and 4 at CLEM 39,"Tony Zenon run for a loss of 10 yards to the Clem 49 Tony Zenon fumbled, recovered by Clem B.J. Goodson",,
"GT DRIVE TOTALS: 6 plays, 15 yards, 2:39"
Clemson at 11:03,,CLEM,GT
1st and 10 at CLEM 49,Deshaun Watson run for 4 yds to the GTech 47,0,0
2nd and 6 at GT 47,Deshaun Watson run for 8 yds to the GTech 39 for a 1ST down,,
1st and 10 at GT 39,Wayne Gallman run for 1 yd to the GTech 38,,
2nd and 9 at GT 38,Deshaun Watson pass complete to Wayne Gallman for 6 yds to the GTech 32,,
3rd and 3 at GT 32,Deshaun Watson pass complete to Adam Humphries for 6 yds to the GTech 26 for a 1ST down,,
1st and 10 at GT 26,Deshaun Watson pass complete to Wayne Gallman for 4 yds to the GTech 22,,
2nd and 6 at GT 22,Deshaun Watson run for 12 yds to the GTech 10 for a 1ST down,,
1st and Goal at GT 10,Deshaun Watson pass incomplete to Mike Williams,,
2nd and Goal at GT 10,Deshaun Watson run for 4 yds to the GTech 6,,
3rd and Goal at GT 6,Wayne Gallman run for a loss of 4 yards to the GTech 10,,
4th and Goal at GT 10,Ammon Lakip 27 yd FG GOOD,3,0
"CLEM DRIVE TOTALS: 11 plays, 41 yards, 4:33"
Georgia Tech at 6:30,,CLEM,GT
,"Bradley Pinion kickoff for 65 yds , Jamal Golden return for 16 yds to the GTech 16",3,0
1st and 10 at GT 16,Justin Thomas sacked by Tony Steward for a loss of 1 yard to the GTech 15,,
2nd and 11 at GT 15,Justin Thomas run for 1 yd to the GTech 16,,
3rd and 10 at GT 16,Justin Thomas pass complete to Darren Waller for a loss of 5 yards to the GTech 11,,
4th and 15 at GT 11,"Ryan Rodwell punt for 45 yds , Adam Humphries returns for 6 yds to the 50 yard line",,
"GT DRIVE TOTALS: 3 plays, -5 yards, 2:18"
Clemson at 4:12,,CLEM,GT
1st and 10 at 50,Wayne Gallman run for 9 yds to the GTech 41,3,0
2nd and 1 at GT 41,Deshaun Watson pass complete to Charone Peake for 11 yds to the GTech 30 for a 1ST down,,
