0096046620141122,,96,466
1st Quarter Play-by-Play
Fresno State at 15:00,,FSU,UNR
,Brent Zuzo kickoff for 65 yds for a touchback,0,0
1st and 10 at FRES 25,Brian Burrell pass complete to Delvon Hardaway for 11 yds to the FrsSt 36 for a 1ST down,,
1st and 10 at FRES 36,Brian Burrell pass incomplete to Chad Olsen,,
2nd and 10 at FRES 36,Marteze Waller run for 11 yds to the FrsSt 47 for a 1ST down,,
1st and 10 at FRES 47,Brian Burrell run for 11 yds to the Nevad 42 for a 1ST down,,
1st and 10 at NEV 42,Marteze Waller run for 4 yds to the Nevad 38,,
2nd and 6 at NEV 38,Brian Burrell run for 1 yd to the Nevad 37,,
3rd and 5 at NEV 37,Marteze Waller run for 4 yds to the Nevad 33,,
4th and 1 at NEV 33,Marteze Waller run for 6 yds to the Nevad 27 for a 1ST down,,
1st and 10 at NEV 27,Marteze Waller run for no gain to the Nevad 27,,
2nd and 10 at NEV 27,Brian Burrell pass incomplete to Josh Harper,,
3rd and 10 at NEV 27,Brian Burrell pass incomplete to Greg Watson,,
4th and 10 at NEV 27,Kody Kroening 44 yd FG MISSED,,
"FRES DRIVE TOTALS: 12 plays, 48 yards, 3:17"
Nevada at 11:43,,FSU,UNR
1st and 10 at NEV 27,Don Jackson run for 3 yds to the Nevad 30,0,0
2nd and 7 at NEV 30,Don Jackson run for 1 yd to the Nevad 31,,
3rd and 6 at NEV 31,Cody Fajardo pass complete to Don Jackson for 18 yds to the Nevad 49 for a 1ST down,,
1st and 10 at NEV 49,Cody Fajardo run for no gain to the Nevad 49,,
2nd and 10 at NEV 49,Cody Fajardo pass complete to Jarred Gipson for 5 yds to the FrsSt 46,,
3rd and 5 at FRES 46,"Fajardo, Cody pass complete to Gipson, Jarred for no gain to the FRESNOST46, PENALTY NEVADA pass interference (Brock, Kendall) 15 yards to the NEVADA39, NO PLAY.",,
3rd and 20 at NEV 39,Cody Fajardo pass complete to Kendall Brock for no gain to the Nevad 39,,
4th and 20 at NEV 39,"Alex Boy punt for 52 yds, fair catch by Derron Smith at the FrsSt 9",,
"NEV DRIVE TOTALS: 6 plays, 12 yards, 3:44"
Fresno State at 7:59,,FSU,UNR
1st and 10 at FRES 9,Marteze Waller run for 21 yds to the FrsSt 30 for a 1ST down,0,0
1st and 10 at FRES 30,Josh Quezada run for 1 yd to the FrsSt 31,,
2nd and 9 at FRES 31,Brian Burrell pass incomplete to Chad Olsen,,
3rd and 9 at FRES 31,Brian Burrell sacked by Rykeem Yates and Ian Seau for a loss of 6 yards to the FrsSt 25,,
4th and 15 at FRES 25,"Garrett Swanson punt for 42 yds, fair catch by Richy Turner at the Nevad 33",,
"FRES DRIVE TOTALS: 4 plays, 16 yards, 1:45"
Nevada at 6:14,,FSU,UNR
1st and 10 at NEV 33,James Butler run for 6 yds to the Nevad 39,0,0
2nd and 4 at NEV 39,James Butler run for no gain to the Nevad 39,,
3rd and 4 at NEV 39,"Cody Fajardo sacked by Maurice Poyadue for a loss of 7 yards to the Nevad 32 Cody Fajardo fumbled, forced by Maurice Poyadue, recovered by FrsSt Tyeler Davison , return for 0 yards",,
"NEV DRIVE TOTALS: 3 plays, -1 yard, 1:15"
Fresno State at 4:59,,FSU,UNR
1st and 10 at NEV 32,Josh Harper run for 2 yds to the Nevad 30,0,0
2nd and 8 at NEV 30,Josh Quezada run for 8 yds to the Nevad 22 for a 1ST down,,
1st and 10 at NEV 22,Josh Quezada run for 3 yds to the Nevad 19,,
2nd and 7 at NEV 19,Josh Harper 19 Yd pass from Brian Burrell (Kody Kroening Kick),7,0
"FRES DRIVE TOTALS: 4 plays, 32 yards, 1:30"
Nevada at 3:29,,FSU,UNR
,Garrett Swanson kickoff for 65 yds for a touchback,7,0
1st and 10 at NEV 25,Don Jackson run for 20 yds to the Nevad 45 for a 1ST down,,
1st and 10 at NEV 45,Cody Fajardo 55 Yd Run (Brent Zuzo Kick),7,7
"NEV DRIVE TOTALS: 2 plays, 75 yards, 0:33"
Fresno State at 2:56,,FSU,UNR
,Brent Zuzo kickoff for 65 yds for a touchback,7,7
1st and 10 at FRES 25,Josh Quezada run for a loss of 1 yard to the FrsSt 24,,
2nd and 11 at FRES 24,Brian Burrell pass complete to Josh Harper for 8 yds to the FrsSt 32,,
3rd and 3 at FRES 32,Brian Burrell pass incomplete to Aaron Peck,,
4th and 3 at FRES 32,"Garrett Swanson punt for 50 yds, downed at the Nevad 18",,
"FRES DRIVE TOTALS: 3 plays, 7 yards, 1:14"
Nevada at 1:42,,FSU,UNR
1st and 10 at NEV 18,Cody Fajardo run for 7 yds to the Nevad 25,7,7
2nd and 3 at NEV 25,Cody Fajardo run for 2 yds to the Nevad 27,,
3rd and 1 at NEV 27,James Butler run for 1 yd to the Nevad 28 for a 1ST down,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Nevada at 15:00,,FSU,UNR
1st and 10 at NEV 28,Cody Fajardo run for 7 yds to the Nevad 35,7,7
2nd and 3 at NEV 35,James Butler run for 5 yds to the Nevad 40 for a 1ST down,,
1st and 10 at NEV 40,Cody Fajardo pass incomplete to Kendall Brock,,
2nd and 10 at NEV 40,Cody Fajardo 60 Yd Run (Brent Zuzo Kick),7,14
"NEV DRIVE TOTALS: 7 plays, 82 yards, 2:41"
Fresno State at 14:01,,FSU,UNR
,"Brent Zuzo kickoff for 60 yds , Dillon Root return for 14 yds to the FrsSt 19",7,14
1st and 10 at FRES 19,Josh Quezada run for 4 yds to the FrsSt 23,,
2nd and 6 at FRES 23,Brian Burrell pass complete to Greg Watson for a loss of 2 yards to the FrsSt 21,,
,"Timeout NEVADA, clock 13:03",,
3rd and 8 at FRES 21,Brian Burrell pass complete to Josh Quezada for 15 yds to the FrsSt 36 for a 1ST down,,
1st and 10 at FRES 36,Brian Burrell pass complete to Josh Harper for 5 yds to the FrsSt 41,,
2nd and 5 at FRES 41,Brian Burrell pass incomplete to Michael Lazarus,,
3rd and 5 at FRES 41,Brian Burrell pass complete to Greg Watson for 46 yds to the Nevad 13 for a 1ST down,,
1st and 10 at NEV 13,Aaron Peck 13 Yd pass from Brian Burrell (Kody Kroening Kick),14,14
"FRES DRIVE TOTALS: 7 plays, 81 yards, 1:38"
Nevada at 12:23,,FSU,UNR
,"Garrett Swanson kickoff for 65 yds , Kendall Brock return for 20 yds to the Nevad 20",14,14
1st and 10 at NEV 20,Cody Fajardo run for 2 yds to the Nevad 22,,
2nd and 8 at NEV 22,Cody Fajardo pass incomplete to Jerico Richardson,,
3rd and 8 at NEV 22,Cody Fajardo pass complete to Don Jackson for 3 yds to the Nevad 25,,
4th and 5 at NEV 25,"Brayden Sanchez punt for 26 yds, punt out-of-bounds at the FrsSt 49",,
"NEV DRIVE TOTALS: 3 plays, 5 yards, 1:29"
Fresno State at 10:54,,FSU,UNR
1st and 10 at FRES 49,Brian Burrell pass complete to Josh Quezada for 1 yd to the 50 yard line,14,14
2nd and 9 at 50,Brian Burrell pass complete to Josh Harper for 15 yds to the Nevad 35 for a 1ST down,,
1st and 10 at NEV 35,Brian Burrell pass incomplete to Michael Lazarus,,
2nd and 10 at NEV 35,Brian Burrell run for 5 yds to the Nevad 30,,
3rd and 5 at NEV 30,Greg Watson 30 Yd pass from Brian Burrell (Kody Kroening Kick),21,14
"FRES DRIVE TOTALS: 5 plays, 51 yards, 1:48"
Nevada at 9:06,,FSU,UNR
,Garrett Swanson kickoff for 65 yds for a touchback,21,14
1st and 10 at NEV 25,Cody Fajardo run for 2 yds to the Nevad 27,,
2nd and 8 at NEV 27,"Fajardo, Cody rush for 6 yards to the NEVADA33, PENALTY NEVADA holding (Evans, Taylor) 10 yards to the NEVADA17, NO PLAY.",,
,"Timeout NEVADA, clock 07:46",,
2nd and 18 at NEV 17,Cody Fajardo pass complete to Jerico Richardson for 9 yds to the Nevad 26,,
3rd and 9 at NEV 26,Cody Fajardo run for 9 yds to the Nevad 35 for a 1ST down,,
,"Timeout FRESNO ST, clock 06:48",,
1st and 10 at NEV 35,James Butler run for 7 yds to the Nevad 42,,
2nd and 3 at NEV 42,James Butler run for 6 yds to the Nevad 48 for a 1ST down,,
1st and 10 at NEV 48,Cody Fajardo run for 12 yds to the FrsSt 40 for a 1ST down,,
1st and 10 at FRES 40,James Butler run for 1 yd to the FrsSt 39,,
2nd and 9 at FRES 39,Cody Fajardo run for 2 yds to the FrsSt 37,,
3rd and 7 at FRES 37,Cody Fajardo pass incomplete to Matt Moen,,
