0497030620141004,,497,306
,"Indiana wins the toss, defers. North Texas defends the north goal.",,
1st Quarter Play-by-Play
North Texas at 15:00,,UNT,IU
,Griffin Oakes kickoff for 70 yds for a touchback,0,0
1st and 10 at UNT 25,Carlos Harris run for a loss of 5 yards to the NoTex 20,,
2nd and 15 at UNT 20,"Dajon Williams pass incomplete to Carlos Harris, broken up by Forisse Hardin",,
3rd and 15 at UNT 20,Dajon Williams pass intercepted Tegray Scales return for no gain to the NoTex 31,,
"UNT DRIVE TOTALS: 3 plays, -5 yards, 0:54"
Indiana at 14:06,,UNT,IU
1st and 10 at UNT 31,Nate Sudfeld pass complete to Tevin Coleman for 1 yd to the NoTex 30,0,0
2nd and 9 at UNT 30,Nate Sudfeld pass complete to J-Shun Harris II for 8 yds to the NoTex 22,,
3rd and 1 at UNT 22,Nate Sudfeld pass complete to Isaiah Roundtree for 8 yds to the NoTex 14 for a 1ST down,,
1st and 10 at UNT 14,Nate Sudfeld pass incomplete to N/A,,
2nd and 10 at UNT 14,Nate Sudfeld pass complete to Shane Wynn for 9 yds to the NoTex 5,,
3rd and 1 at UNT 5,"u""D'Angelo Roberts"",  run for 4 yds to the NoTex 1 for a 1ST down",,
1st and Goal at UNT 1,"Tevin Coleman run for 1 yd for a TD, (Griffin Oakes KICK)",0,7
"IND DRIVE TOTALS: 7 plays, 31 yards, 2:26"
Indiana at 11:39,,UNT,IU
,Griffin Oakes on-side kick recovered by INDIANA at the Ind 49,0,7
1st and 10 at IND 49,Nate Sudfeld run for 17 yds to the NoTex 34 for a 1ST down,,
1st and 10 at UNT 34,Nate Sudfeld pass complete to Isaiah Roundtree for 9 yds to the NoTex 25,,
2nd and 1 at UNT 25,Nate Sudfeld pass complete to Nick Stoner for a loss of 6 yards to the NoTex 31,,
3rd and 7 at UNT 31,"INDIANA Penalty, false start (-5 Yards) to the NoTex 36",,
3rd and 12 at UNT 36,Devine Redding run for 6 yds to the NoTex 30,,
4th and 6 at UNT 30,Nate Sudfeld pass complete to Anthony Corsaro for 10 yds to the NoTex 20 for a 1ST down,,
1st and 10 at UNT 20,Nate Sudfeld pass complete to Tevin Coleman for 7 yds to the NoTex 13,,
2nd and 3 at UNT 13,"INDIANA Penalty, Offensive holding (N/A) to the NoTex 23",,
,"Timeout INDIANA, clock 07:27",,
2nd and 13 at UNT 23,Tevin Coleman run for 2 yds to the NoTex 21,,
3rd and 11 at UNT 21,Nate Sudfeld pass complete to Tevin Coleman for 9 yds to the NoTex 12,,
4th and 2 at UNT 12,"Nate Sudfeld pass complete to Jordan Fuchs for 12 yds for a TD, (Griffin Oakes KICK)",0,14
"IND DRIVE TOTALS: 9 plays, 51 yards, 5:28"
North Texas at 6:11,,UNT,IU
,Griffin Oakes kickoff for 65 yds for a touchback,0,14
1st and 10 at UNT 25,Dajon Williams run for a loss of 2 yards to the NoTex 23,,
2nd and 12 at UNT 23,Reggie Pegram run for 2 yds to the NoTex 25,,
,"Timeout NORTH TEXAS, clock 04:54",,
3rd and 10 at UNT 25,Dajon Williams pass incomplete to Reggie Pegram,,
4th and 10 at UNT 25,"Eric Keena punt for 36 yds, punt out-of-bounds at the Ind 46 , Shane Wynn returns for 7 yds to the Ind 46",,
"UNT DRIVE TOTALS: 3 plays, 0 yards, 1:33"
Indiana at 4:38,,UNT,IU
1st and 10 at IND 46,Nate Sudfeld pass complete to Shane Wynn for a loss of 3 yards to the Ind 43,0,14
2nd and 13 at IND 43,Nate Sudfeld pass incomplete to N/A,,
3rd and 13 at IND 43,Nate Sudfeld pass incomplete to N/A,,
4th and 13 at IND 43,"Erich Toth punt for 42 yds , Darvin Kidsy returns for no gain to the NoTex 15",,
"IND DRIVE TOTALS: 3 plays, -3 yards, 0:50"
North Texas at 3:48,,UNT,IU
1st and 10 at UNT 15,Dajon Williams pass incomplete to N/A,0,14
2nd and 10 at UNT 15,Antoinne Jimmerson run for 10 yds to the NoTex 25 for a 1ST down,,
1st and 10 at UNT 25,Dajon Williams pass incomplete to Darvin Kidsy,,
2nd and 10 at UNT 25,Antoinne Jimmerson run for no gain to the NoTex 25,,
3rd and 10 at UNT 25,Dajon Williams pass incomplete to N/A,,
4th and 10 at UNT 25,"Eric Keena punt for 31 yds, punt out-of-bounds at the Ind 44",,
