0204041620140920,,204,416
,"EASTERN MICHIGAN wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Eastern Michigan at 15:00,,EMU,MSU
,Kevin Cronin kickoff for 65 yds for a touchback,0,0
1st and 10 at EMU 25,Bronson Hill run for 2 yds to the EMich 27,,
2nd and 8 at EMU 27,Rob Bolden pass incomplete to Bronson Hill,,
3rd and 8 at EMU 27,Rob Bolden pass incomplete to Tyreese Russell,,
4th and 8 at EMU 27,"Austin Barnes punt for 53 yds , Macgarrett Kings Jr. returns for 43 yds to the EMich 37",,
"EMU DRIVE TOTALS: 3 plays, 2 yards, 1:04"
Michigan State at 13:56,,EMU,MSU
1st and 10 at EMU 37,Connor Cook pass complete to Tony Lippett for 14 yds to the EMich 23 for a 1ST down,0,0
1st and 10 at EMU 23,Jeremy Langford run for 12 yds to the EMich 11 for a 1ST down,,
1st and 10 at EMU 11,Jeremy Langford run for 2 yds to the EMich 9,,
2nd and 8 at EMU 9,Connor Cook run for 5 yds to the EMich 4,,
3rd and 3 at EMU 4,"Connor Cook run for 4 yds for a TD, (Michael Geiger KICK)",0,7
"MSU DRIVE TOTALS: 5 plays, 37 yards, 2:15"
Eastern Michigan at 11:41,,EMU,MSU
,Kevin Cronin kickoff for 65 yds for a touchback,0,7
1st and 10 at EMU 25,Rob Bolden run for a loss of 2 yards to the EMich 23,,
2nd and 12 at EMU 23,"Rob Bolden pass incomplete to Tyreese Russell, broken up by RJ Williamson",,
3rd and 12 at EMU 23,Rob Bolden pass incomplete to Ryan Brumfield,,
4th and 12 at EMU 23,"Austin Barnes punt for 44 yds, punt out-of-bounds at the MchSt 33",,
"EMU DRIVE TOTALS: 3 plays, -2 yards, 0:47"
Michigan State at 10:54,,EMU,MSU
1st and 10 at MSU 33,Jeremy Langford run for 5 yds to the MchSt 38,0,7
2nd and 5 at MSU 38,Jeremy Langford run for 8 yds to the MchSt 46 for a 1ST down,,
1st and 10 at MSU 46,Connor Cook pass incomplete to Aaron Burbridge,,
2nd and 10 at MSU 46,Macgarrett Kings Jr. run for 13 yds to the EMich 41 for a 1ST down,,
1st and 10 at EMU 41,Jeremy Langford run for 2 yds to the EMich 39,,
2nd and 8 at EMU 39,Connor Cook pass complete to Macgarrett Kings Jr. for 18 yds to the EMich 21 for a 1ST down,,
1st and 10 at EMU 21,"Jeremy Langford run for 21 yds for a TD, (Michael Geiger KICK)",0,14
"MSU DRIVE TOTALS: 7 plays, 67 yards, 2:51"
Eastern Michigan at 8:03,,EMU,MSU
,Kevin Cronin kickoff for 65 yds for a touchback,0,14
1st and 10 at EMU 25,"Darius Jackson run for a loss of 2 yards to the EMich 23 Darius Jackson fumbled, recovered by MchSt Kurtis Drummond",,
"EMU DRIVE TOTALS: 1 play, -2 yards, 0:08"
Michigan State at 7:55,,EMU,MSU
1st and 10 at EMU 23,"Connor Cook pass complete to Tony Lippett for 23 yds for a TD, (Michael Geiger KICK)",0,21
"MSU DRIVE TOTALS: 1 play, 23 yards, 0:06"
Eastern Michigan at 7:49,,EMU,MSU
,Kevin Cronin kickoff for 65 yds for a touchback,0,21
1st and 10 at EMU 25,Bronson Hill run for a loss of 1 yard to the EMich 24,,
2nd and 11 at EMU 24,Rob Bolden pass complete to Tyler Allen for 10 yds to the EMich 34,,
3rd and 1 at EMU 34,Bronson Hill run for no gain to the EMich 34,,
4th and 1 at EMU 34,"Austin Barnes punt for 34 yds, punt out-of-bounds at the MchSt 32",,
"EMU DRIVE TOTALS: 3 plays, 9 yards, 1:41"
Michigan State at 6:08,,EMU,MSU
1st and 10 at MSU 32,Nick Hill run for 5 yds to the MchSt 37,0,21
2nd and 5 at MSU 37,Keith Mumphery run for 22 yds to the EMich 41 for a 1ST down,,
