0416053920141129,,416,539
1st Quarter Play-by-Play
Michigan State at 15:00,,MSU,PSU
,"Sam Ficken kickoff for 55 yds , R.J. Shelton return for 90 yds for a TD, (Michael Geiger KICK)",7,0
Penn State at 14:46,,MSU,PSU
,Kevin Cronin kickoff for 65 yds for a touchback,7,0
1st and 10 at PSU 25,Christian Hackenberg pass complete to DaeSean Hamilton for 17 yds to the PnSt 42 for a 1ST down,,
1st and 10 at PSU 42,Christian Hackenberg pass complete to Bill Belton for 12 yds to the MchSt 46 for a 1ST down,,
1st and 10 at MSU 46,Akeel Lynch run for 3 yds to the MchSt 43,,
2nd and 7 at MSU 43,Christian Hackenberg pass incomplete to Kyle Carter,,
3rd and 7 at MSU 43,Christian Hackenberg pass complete to Kyle Carter for 9 yds to the MchSt 34 for a 1ST down,,
1st and 10 at MSU 34,Chris Godwin run for no gain to the MchSt 34,,
2nd and 10 at MSU 34,Christian Hackenberg pass incomplete to Geno Lewis,,
3rd and 10 at MSU 34,Christian Hackenberg pass incomplete to Jesse James,,
4th and 10 at MSU 34,Sam Ficken 51 yd FG MISSED (short),,
"PSU DRIVE TOTALS: 9 plays, 41 yards, 3:02"
Michigan State at 11:44,,MSU,PSU
1st and 10 at MSU 34,Jeremy Langford run for 5 yds to the MchSt 39,7,0
2nd and 5 at MSU 39,"PENN ST Penalty, Personal Foul (Austin Johnson) to the PnSt 46 for a 1ST down",,
1st and 10 at PSU 46,Jeremy Langford run for 17 yds to the PnSt 29 for a 1ST down,,
1st and 10 at PSU 29,Jeremy Langford run for 7 yds to the PnSt 22,,
2nd and 3 at PSU 22,Jeremy Langford run for a loss of 1 yard to the PnSt 23,,
3rd and 4 at PSU 23,Connor Cook pass complete to Keith Mumphery for 4 yds to the PnSt 19 for a 1ST down,,
1st and 10 at PSU 19,Connor Cook pass incomplete to Tony Lippett,,
2nd and 10 at PSU 19,Connor Cook pass incomplete to Keith Mumphery,,
3rd and 10 at PSU 19,Connor Cook pass incomplete to Tony Lippett,,
4th and 10 at PSU 19,Michael Geiger 36 yd FG GOOD,10,0
"MSU DRIVE TOTALS: 9 plays, 47 yards, 3:03"
Penn State at 8:41,,MSU,PSU
,"Kevin Cronin kickoff for 59 yds , Grant Haley return for 15 yds to the PnSt 21",10,0
1st and 10 at PSU 21,Akeel Lynch run for 2 yds to the PnSt 23,,
2nd and 8 at PSU 23,Christian Hackenberg pass complete to Akeel Lynch for 3 yds to the PnSt 26,,
3rd and 5 at PSU 26,Christian Hackenberg pass complete to DaeSean Hamilton for 11 yds to the PnSt 37 for a 1ST down,,
1st and 10 at PSU 37,Christian Hackenberg pass incomplete to Geno Lewis,,
2nd and 10 at PSU 37,Christian Hackenberg pass complete to Kyle Carter for 3 yds to the PnSt 40,,
3rd and 7 at PSU 40,Christian Hackenberg pass incomplete to Jesse James,,
4th and 7 at PSU 40,"Daniel Pasquariello punt for 40 yds, fair catch by Macgarrett Kings Jr. at the MchSt 20",,
"PSU DRIVE TOTALS: 6 plays, 19 yards, 2:53"
Michigan State at 5:48,,MSU,PSU
1st and 10 at MSU 20,Jeremy Langford run for 13 yds to the MchSt 33 for a 1ST down,10,0
1st and 10 at MSU 33,Jeremy Langford run for 9 yds to the MchSt 42,,
2nd and 1 at MSU 42,Jeremy Langford run for 5 yds to the MchSt 47 for a 1ST down,,
1st and 10 at MSU 47,Connor Cook pass complete to Tony Lippett for 15 yds to the PnSt 38 for a 1ST down,,
1st and 10 at PSU 38,Jeremy Langford run for a loss of 1 yard to the PnSt 39,,
2nd and 11 at PSU 39,Connor Cook pass complete to Tony Lippett for 15 yds to the PnSt 24 for a 1ST down,,
1st and 10 at PSU 24,Connor Cook run for 3 yds to the PnSt 21,,
2nd and 7 at PSU 21,Macgarrett Kings Jr. run for 4 yds to the PnSt 17,,
3rd and 3 at PSU 17,"MICHIGAN ST Penalty, False Start (Kodi Kieler) to the PnSt 22",,
