0731027720141101,,731,277
1st Quarter Play-by-Play
Utah State at 15:00,,USU,HAW
,"Tyler Hadden kickoff for 63 yds , Hunter Sharp return for 36 yds to the UthSt 38",0,0
1st and 10 at USU 38,Joe Hill run for 15 yds to the Hawa 47 for a 1ST down,,
1st and 10 at HAW 47,Kent Myers run for 9 yds to the Hawa 38,,
2nd and 1 at HAW 38,LaJuan Hunt run for 1 yd to the Hawa 37 for a 1ST down,,
1st and 10 at HAW 37,Kent Myers pass complete to Hunter Sharp for 1 yd to the Hawa 36,,
2nd and 9 at HAW 36,Kent Myers pass complete to Wyatt Houston for 3 yds to the Hawa 33,,
3rd and 6 at HAW 33,Joe Hill run for 26 yds to the Hawa 7 for a 1ST down,,
1st and Goal at HAW 7,Joe Hill run for 4 yds to the Hawa 3,,
2nd and Goal at HAW 3,Joe Hill run for a loss of 3 yards to the Hawa 6,,
3rd and Goal at HAW 6,"Kent Myers pass complete to Hunter Sharp for 6 yds for a TD, (Nick Diaz KICK)",7,0
"USU DRIVE TOTALS: 9 plays, 62 yards, 4:05"
Hawaii at 10:51,,USU,HAW
,"Jake Thompson kickoff for 40 yds , Ryan Pasoquen return for 11 yds to the Hawa 36",7,0
1st and 10 at HAW 36,Ikaika Woolsey pass incomplete,,
2nd and 10 at HAW 36,Ikaika Woolsey pass complete to Quinton Pedroza for 6 yds to the Hawa 42,,
3rd and 4 at HAW 42,Ikaika Woolsey pass complete to Quinton Pedroza for 14 yds to the UthSt 44 for a 1ST down,,
1st and 10 at USU 44,Steven Lakalaka run for 2 yds to the UthSt 42,,
2nd and 8 at USU 42,Steven Lakalaka run for 2 yds to the UthSt 40,,
3rd and 6 at USU 40,Ikaika Woolsey pass complete to Quinton Pedroza for 6 yds to the UthSt 34 for a 1ST down,,
1st and 10 at USU 34,Ikaika Woolsey pass complete to Marcus Kemp for 4 yds to the UthSt 30,,
2nd and 6 at USU 30,Diocemy Saint Juste run for 13 yds to the UthSt 17 for a 1ST down,,
1st and 10 at USU 17,Steven Lakalaka run for 7 yds to the UthSt 10,,
2nd and 3 at USU 10,Diocemy Saint Juste run for 2 yds to the UthSt 8,,
3rd and 1 at USU 8,"Diocemy Saint Juste run for 8 yds for a TD, (Tyler Hadden KICK)",7,7
"HAW DRIVE TOTALS: 11 plays, 64 yards, 4:30"
Utah State at 6:21,,USU,HAW
,Tyler Hadden kickoff for 65 yds for a touchback,7,7
1st and 10 at USU 25,Joe Hill run for 5 yds to the UthSt 30,,
2nd and 5 at USU 30,"Kent Myers pass complete to Hunter Sharp for 70 yds for a TD, (Nick Diaz KICK)",14,7
"USU DRIVE TOTALS: 2 plays, 75 yards, 0:47"
Hawaii at 5:29,,USU,HAW
,"Jake Thompson kickoff for 65 yds , Keelan Ewaliko return for 18 yds to the Hawa 18",14,7
1st and 10 at HAW 18,Steven Lakalaka run for 4 yds to the Hawa 22,,
2nd and 6 at HAW 22,"HAWAII Penalty, false start (Leo Koloamatangi) to the Hawa 17",,
2nd and 11 at HAW 17,Ikaika Woolsey pass complete to Quinton Pedroza for 8 yds to the Hawa 25,,
3rd and 3 at HAW 25,Ikaika Woolsey pass complete to Steven Lakalaka for 20 yds to the Hawa 45 for a 1ST down,,
1st and 10 at HAW 45,Ikaika Woolsey pass complete to Keelan Ewaliko for 54 yds to the UthSt 1 for a 1ST down,,
1st and Goal at USU 1,Ikaika Woolsey run for no gain to the UthSt 1,,
2nd and Goal at USU 1,"Ikaika Woolsey pass complete to Justin Vele for 1 yd for a TD, (Tyler Hadden KICK)",14,14
"HAW DRIVE TOTALS: 6 plays, 82 yards, 2:35"
Utah State at 2:54,,USU,HAW
,Tyler Hadden kickoff for 65 yds for a touchback,14,14
1st and 10 at USU 25,Ronald Butler run for 5 yds to the UthSt 30,,
2nd and 5 at USU 30,LaJuan Hunt run for 10 yds to the UthSt 40 for a 1ST down,,
1st and 10 at USU 40,Kent Myers pass complete to Ronald Butler for 9 yds to the UthSt 49,,
