0418058720141004,,418,587
,"MICHIGAN wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Michigan at 15:00,,MICH,RU
,"Kyle Federico kickoff for 62 yds , Dennis Norfleet return for 18 yds to the Mich 21",0,0
1st and 10 at MICH 21,Devin Gardner pass incomplete to Jake Butt,,
2nd and 10 at MICH 21,Derrick Green run for 26 yds to the Mich 47 for a 1ST down,,
1st and 10 at MICH 47,Derrick Green run for no gain to the Mich 47,,
2nd and 10 at MICH 47,Derrick Green run for 1 yd to the Mich 48,,
3rd and 9 at MICH 48,Devin Gardner pass complete to Devin Funchess for 23 yds to the Rutgr 29 for a 1ST down,,
1st and 10 at RUTG 29,"u""De'Veon Smith"",  run for 2 yds to the Rutgr 27",,
2nd and 8 at RUTG 27,Devin Gardner pass complete to Amara Darboh for 6 yds to the Rutgr 21,,
3rd and 2 at RUTG 21,"u""De'Veon Smith"",  run for a loss of 1 yard to the Rutgr 22",,
4th and 3 at RUTG 22,Matt Wile 39 yd FG GOOD,3,0
"MICH DRIVE TOTALS: 9 plays, 57 yards, 4:51"
Rutgers at 10:09,,MICH,RU
,Matt Wile kickoff for 65 yds for a touchback,3,0
1st and 10 at RUTG 25,Desmon Peoples run for a loss of 1 yard to the Rutgr 24,,
2nd and 11 at RUTG 24,Gary Nova pass complete to Desmon Peoples for 6 yds to the Rutgr 30,,
,"Timeout RUTGERS, clock 08:47",,
3rd and 5 at RUTG 30,Gary Nova pass complete to Janarion Grant for 53 yds to the Mich 17 for a 1ST down,,
1st and 10 at MICH 17,Desmon Peoples run for no gain to the Mich 17,,
2nd and 10 at MICH 17,Gary Nova pass incomplete to Leonte Carroo,,
,"Timeout MICHIGAN, clock 07:37",,
3rd and 10 at MICH 17,Gary Nova pass incomplete to Janarion Grant,,
4th and 10 at MICH 17,Kyle Federico 35 yd FG GOOD,3,3
"RUTG DRIVE TOTALS: 7 plays, 58 yards, 2:40"
Michigan at 7:29,,MICH,RU
,Kyle Federico kickoff for 65 yds for a touchback,3,3
1st and 10 at MICH 25,Derrick Green run for 6 yds to the Mich 31,,
2nd and 4 at MICH 31,Derrick Green run for 1 yd to the Mich 32,,
3rd and 3 at MICH 32,Devin Gardner sacked by Kemoko Turay for a loss of 4 yards to the Mich 28,,
4th and 7 at MICH 28,"Will Hagerup punt for 46 yds, downed at the Rutgr 26",,
"MICH DRIVE TOTALS: 3 plays, 3 yards, 2:03"
Rutgers at 5:26,,MICH,RU
1st and 10 at RUTG 26,Janarion Grant run for 16 yds to the Rutgr 42 for a 1ST down,3,3
1st and 10 at RUTG 42,Justin Goodwin run for 2 yds to the Rutgr 44,,
2nd and 8 at RUTG 44,Gary Nova pass incomplete,,
3rd and 8 at RUTG 44,Gary Nova pass complete to Leonte Carroo for 24 yds to the Mich 32 for a 1ST down,,
1st and 10 at MICH 32,"RUTGERS Penalty, False Start (-5 Yards) to the Mich 37",,
1st and 15 at MICH 37,Justin Goodwin run for a loss of 1 yard to the Mich 38,,
