0559051320140913,,559,513
,"NOTRE DAME wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Notre Dame at 15:00,,PU,ND
,"Ian MacDougall kickoff for 57 yds , Amir Carlisle return for 47 yds to the Prdue 45",0,0
1st and 10 at PUR 45,Tarean Folston run for 12 yds to the Prdue 33 for a 1ST down,,
1st and 10 at PUR 33,Everett Golson pass complete to Tarean Folston for 16 yds to the Prdue 17 for a 1ST down,,
1st and 10 at PUR 17,Everett Golson pass complete to Amir Carlisle for 7 yds to the Prdue 10,,
2nd and 3 at PUR 10,Tarean Folston run for no gain to the Prdue 10,,
3rd and 3 at PUR 10,Tarean Folston run for 4 yds to the Prdue 6 for a 1ST down,,
1st and Goal at PUR 6,"Everett Golson pass complete to William Fuller for 6 yds for a TD, (Kyle Brindza KICK)",0,7
"ND DRIVE TOTALS: 6 plays, 45 yards, 2:37"
Purdue at 12:23,,PU,ND
,Kyle Brindza kickoff for 65 yds for a touchback,0,7
1st and 10 at PUR 25,Danny Etling pass complete to Raheem Mostert for 9 yds to the Prdue 34,,
2nd and 1 at PUR 34,Raheem Mostert run for no gain to the Prdue 34,,
3rd and 1 at PUR 34,"PURDUE Penalty, Offensive Holding (Robert Kugler) to the Prdue 24",,
3rd and 11 at PUR 24,Danny Etling pass complete to Cameron Posey for 7 yds to the Prdue 31,,
4th and 4 at PUR 31,"Thomas Meadows punt for 41 yds, fair catch by Cody Riggs at the NDame 28",,
"PUR DRIVE TOTALS: 3 plays, 6 yards, 2:10"
Notre Dame at 10:13,,PU,ND
1st and 10 at ND 28,Cam McDaniel run for 11 yds to the NDame 39 for a 1ST down,0,7
1st and 10 at ND 39,Everett Golson run for 7 yds to the NDame 46,,
2nd and 3 at ND 46,"Golson, Everett pass incomplete to Fuller, William, PENALTY PURDUE pass interference (Brown, Anthony) 8 yards to the PURDUE46, NO PLAY, 1ST DOWN NOTREDAME. for a 1ST down",,
1st and 10 at PUR 46,Everett Golson pass complete to William Fuller for 9 yds to the Prdue 37,,
2nd and 1 at PUR 37,Cam McDaniel run for 1 yd to the Prdue 36 for a 1ST down,,
1st and 10 at PUR 36,Everett Golson pass complete to Ben Koyack for 5 yds to the Prdue 31,,
2nd and 5 at PUR 31,Cam McDaniel run for 3 yds to the Prdue 28,,
3rd and 2 at PUR 28,Everett Golson pass complete to Amir Carlisle for a loss of 5 yards to the Prdue 33,,
4th and 7 at PUR 33,Kyle Brindza 50 yd FG MISSED,,
"ND DRIVE TOTALS: 8 plays, 39 yards, 3:23"
Purdue at 6:50,,PU,ND
1st and 10 at PUR 33,Danny Etling pass complete to Cameron Posey for 10 yds to the Prdue 43 for a 1ST down,0,7
1st and 10 at PUR 43,Danny Etling pass complete to Akeem Hunt for 6 yds to the Prdue 49,,
2nd and 4 at PUR 49,Danny Etling pass complete to Justin Sinz for 4 yds to the NDame 47 for a 1ST down,,
1st and 10 at ND 47,Raheem Mostert run for 3 yds to the NDame 44,,
2nd and 7 at ND 44,Raheem Mostert run for 5 yds to the NDame 39,,
3rd and 2 at ND 39,Danny Etling pass complete to Danny Anthrop for 28 yds to the NDame 11 for a 1ST down,,
1st and 10 at ND 11,Raheem Mostert run for 3 yds to the NDame 8,,
2nd and 7 at ND 8,Raheem Mostert run for 6 yds to the NDame 2,,
3rd and 1 at ND 2,"PURDUE Penalty, False Start (Jason King) to the NDame 7",,
3rd and 6 at ND 7,"Danny Etling pass complete to Brandon Cottom for 7 yds for a TD, (Paul Griggs KICK)",7,7
"PUR DRIVE TOTALS: 8 plays, 61 yards, 5:00"
Notre Dame at 1:50,,PU,ND
,"Ian MacDougall kickoff for 53 yds , Amir Carlisle return for 10 yds to the NDame 22",7,7
1st and 10 at ND 22,Everett Golson pass complete to C.J. Prosise for 6 yds to the NDame 28,,
2nd and 4 at ND 28,Everett Golson pass complete to Ben Koyack for 6 yds to the NDame 34 for a 1ST down,,
1st and 10 at ND 34,"NOTRE DAME Penalty, False Start (Greg Bryant) to the NDame 29",,
1st and 15 at ND 29,Everett Golson pass complete to Greg Bryant for 17 yds to the NDame 46 for a 1ST down,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Notre Dame at 15:00,,PU,ND
1st and 10 at ND 46,Greg Bryant run for 16 yds to the Prdue 38 for a 1ST down,7,7
1st and 10 at PUR 38,Everett Golson pass incomplete,,
2nd and 10 at PUR 38,Greg Bryant run for 7 yds to the Prdue 31,,
3rd and 3 at PUR 31,Everett Golson pass complete to William Fuller for 4 yds to the Prdue 27 for a 1ST down,,
1st and 10 at PUR 27,"Golson, Everett pass incomplete, PENALTY PURDUE personal foul 14 yards to the PURDUE14, NO PLAY, 1ST DOWN NOTREDAME. for a 1ST down",,
1st and 10 at PUR 14,Everett Golson run for 11 yds to the Prdue 3 for a 1ST down,,
1st and Goal at PUR 3,Greg Bryant run for 2 yds to the Prdue 1,,
2nd and Goal at PUR 1,Greg Bryant run for a loss of 1 yard to the Prdue 2,,
3rd and Goal at PUR 2,"Everett Golson pass incomplete to Chris Brown, broken up by Taylor Richards",,
4th and Goal at PUR 2,Kyle Brindza 19 yd FG GOOD,7,10
"ND DRIVE TOTALS: 12 plays, 77 yards, 4:53"
Purdue at 11:57,,PU,ND
,"Kyle Brindza kickoff for 65 yds , Raheem Mostert return for 33 yds to the Prdue 33",7,10
1st and 10 at PUR 33,Akeem Hunt run for 8 yds to the Prdue 41,,
2nd and 2 at PUR 41,Akeem Hunt run for no gain to the Prdue 41,,
3rd and 2 at PUR 41,Raheem Mostert run for 8 yds to the Prdue 49 for a 1ST down,,
1st and 10 at PUR 49,Danny Etling pass complete to Justin Sinz for 7 yds to the NDame 44,,
2nd and 3 at ND 44,"Danny Etling run for 5 yds to the NDame 39 for a 1ST down NOTRE DAME Penalty, Personal Foul (Max Redfield) to the NDame 24 for a 1ST down",,
1st and 10 at ND 24,Akeem Hunt run for 11 yds to the NDame 13 for a 1ST down,,
1st and 10 at ND 13,Danny Etling pass complete to Cameron Posey for 4 yds to the NDame 9,,
