0502046520140906,,502,465
,UNC WINS COIN TOSS AND RECEIVE KICK. UNLV WILL DEFEND SOUTH ENDZONE.,,
1st Quarter Play-by-Play
Northern Colorado at 15:00,,NCO,UNLV
,"Nicolai Bornand kickoff for 63 yds , Dimitri Stimphil return for 15 yds to the NoCol 17",0,0
1st and 10 at UNCO 17,Robert Holland run for 4 yds to the NoCol 21,,
2nd and 6 at UNCO 21,Robert Holland run for 4 yds to the NoCol 25,,
3rd and 2 at UNCO 25,Dimitri Stimphil run for a loss of 3 yards to the NoCol 22,,
4th and 5 at UNCO 22,"Bailey Landwehr punt for 42 yds , Keith Whitely returns for no gain to the UNLV 36",,
"UNCO DRIVE TOTALS: 3 plays, 5 yards, 2:23"
UNLV at 12:37,,NCO,UNLV
1st and 10 at UNCO 16,Blake Decker run for 2 yds to the NoCol 14,0,0
2nd and 8 at UNCO 14,"George Naufah,  run for 6 yds to the NoCol 8",,
3rd and 2 at UNCO 8,"George Naufah,  run for 2 yds to the NoCol 6 for a 1ST down",,
1st and Goal at UNCO 6,"Blake Decker pass complete to Marcus Sullivan for 6 yds for a TD, (Jonathan Leiva KICK)",0,7
"UNLV DRIVE TOTALS: 5 plays, 64 yards, 1:50"
Northern Colorado at 10:47,,NCO,UNLV
,Nicolai Bornand kickoff for 65 yds for a touchback,0,7
1st and 10 at UNCO 25,Sean Rubalcaba pass complete to Dimitri Stimphil for 16 yds to the NoCol 41 for a 1ST down,,
1st and 10 at UNCO 41,"Sean Rubalcaba run for 8 yds to the UNLV 49 for a 1ST down UNLV Penalty, personal foul (Peni Vea) to the UNLV 32 for a 1ST down",,
1st and 10 at UNLV 32,Sean Rubalcaba run for a loss of 5 yards to the UNLV 37,,
2nd and 15 at UNLV 37,Robert Holland run for no gain to the UNLV 37,,
3rd and 15 at UNLV 37,Sean Rubalcaba run for 5 yds to the UNLV 32,,
,"Timeout NORTHERN COLO, clock 07:49",,
4th and 10 at UNLV 32,Seth Czapenski 49 yd FG MISSED,,
"UNCO DRIVE TOTALS: 6 plays, 43 yards, 3:04"
UNLV at 7:43,,NCO,UNLV
1st and 10 at UNLV 32,Blake Decker sacked by Mikhail Dubose and Lexington Smith for a loss of 9 yards to the UNLV 23,0,7
2nd and 19 at UNLV 23,Keith Whitely run for 8 yds to the UNLV 31,,
3rd and 11 at UNLV 31,"DECKER, Blake pass incomplete to DAVIS, Devante, PENALTY UNCO offside (Dominick Sierra) 5 yards to the LV36, NO PLAY.",,
3rd and 6 at UNLV 36,Blake Decker pass complete to Devante Davis for 9 yds to the UNLV 45 for a 1ST down,,
1st and 10 at UNLV 45,Blake Decker pass complete to Marcus Sullivan for a loss of 5 yards to the UNLV 40,,
2nd and 15 at UNLV 40,Blake Decker run for 5 yds to the UNLV 45,,
3rd and 10 at UNLV 45,Blake Decker pass complete to Taylor Barnhill for 8 yds to the NoCol 47,,
