0522076820140920,,522,768
,"WEST VIRGINIA wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
West Virginia at 15:00,,OKLA,WVU
,Nick Hodgson kickoff for 65 yds for a touchback,0,0
1st and 10 at WVU 25,Rushel Shell run for 4 yds to the WVirg 29,,
2nd and 6 at WVU 29,Clint Trickett sacked by Eric Striker for a loss of 9 yards to the WVirg 20,,
3rd and 15 at WVU 20,Clint Trickett pass complete to Rushel Shell for 4 yds to the WVirg 24,,
4th and 11 at WVU 24,"u""Nick O'Toole"",  punt for 47 yds , Sterling Shepard returns for 5 yds to the Okla 34",,
"WVU DRIVE TOTALS: 3 plays, -1 yard, 1:39"
Oklahoma at 13:21,,OKLA,WVU
1st and 10 at OKLA 34,Trevor Knight pass complete to Durron Neal for 15 yds to the Okla 49 for a 1ST down,0,0
1st and 10 at OKLA 49,Sterling Shepard run for 3 yds to the WVirg 48,,
2nd and 7 at WVU 48,Alex Ross run for 2 yds to the WVirg 46,,
3rd and 5 at WVU 46,Trevor Knight pass incomplete to Sterling Shepard,,
4th and 5 at WVU 46,Jed Barnett punt for 46 yds for a touchback,,
"OKLA DRIVE TOTALS: 4 plays, 20 yards, 1:33"
West Virginia at 11:48,,OKLA,WVU
1st and 10 at WVU 20,Clint Trickett pass complete to Wendell Smallwood for 7 yds to the WVirg 27,0,0
2nd and 3 at WVU 27,Wendell Smallwood run for 7 yds to the WVirg 34 for a 1ST down,,
1st and 10 at WVU 34,Rushel Shell run for 1 yd to the WVirg 35,,
2nd and 9 at WVU 35,Clint Trickett pass incomplete to Daikiel Shorts,,
3rd and 9 at WVU 35,Clint Trickett pass complete to Kevin White for 8 yds to the WVirg 43,,
4th and 1 at WVU 43,"u""Nick O'Toole"",  punt for 52 yds, fair catch by Sterling Shepard at the Okla 5",,
"WVU DRIVE TOTALS: 5 plays, 23 yards, 2:13"
Oklahoma at 9:35,,OKLA,WVU
1st and 10 at OKLA 5,Samaje Perine run for 15 yds to the Okla 20 for a 1ST down,0,0
1st and 10 at OKLA 20,Samaje Perine run for 5 yds to the Okla 25,,
2nd and 5 at OKLA 25,Trevor Knight pass complete to Sterling Shepard for 15 yds to the Okla 40 for a 1ST down,,
1st and 10 at OKLA 40,Sterling Shepard run for no gain to the Okla 40,,
2nd and 10 at OKLA 40,Samaje Perine run for 2 yds to the Okla 42,,
