0290000520140828,,290,5
1st Quarter Play-by-Play
Howard at 15:00,,HOW,AKR
,Robert Stein kickoff for 65 yds for a touchback,0,0
1st and 10 at HOW 25,Greg McGhee pass incomplete to N/A,,
2nd and 10 at HOW 25,William Parker run for 4 yds to the Howrd 29,,
3rd and 6 at HOW 29,Greg McGhee pass incomplete to N/A,,
4th and 6 at HOW 29,"John Fleck punt for 34 yds, downed at the Akron 37",,
"HOW DRIVE TOTALS: 3 plays, 4 yards, 0:54"
Akron at 14:06,,HOW,AKR
1st and 10 at AKR 37,"Kyle Pohl pass complete to u""Zach D'Orazio"",  for 6 yds to the Akron 43",0,0
2nd and 4 at AKR 43,"Kyle Pohl pass complete to L.T. Smithu"" for 57 yds for a TD, (Tom O'Leary KICK)""",0,7
"AKR DRIVE TOTALS: 2 plays, 63 yards, 0:38"
Howard at 13:20,,HOW,AKR
,"Robert Stein kickoff for 64 yds , Robert Mercer return for 18 yds to the Howrd 19",0,7
1st and 10 at HOW 19,William Parker run for 2 yds to the Howrd 21,,
2nd and 8 at HOW 21,William Parker run for 5 yds to the Howrd 26,,
3rd and 3 at HOW 26,"FREEMAN,Aquaniu rush for 3 yards to the HOWARD29 (CAPI, Nordly), PENALTY HOWARD personal foul 13 yards to the HOWARD13, NO PLAY.",,
3rd and 16 at HOW 13,"Greg McGhee pass complete to William Parker for 7 yds William Parker fumbled, forced by Justin March, recovered by Akron C.J. Mizell  , return for 6 yds to the Howrd 9",,
"HOW DRIVE TOTALS: 3 plays, -4 yards, 1:47"
Akron at 11:33,,HOW,AKR
1st and Goal at HOW 9,Kyle Pohl pass incomplete to N/A,0,7
2nd and Goal at HOW 9,"Kyle Pohl pass complete to Imani Davisu"" for 9 yds for a TD, (Tom O'Leary KICK)""",0,14
"AKR DRIVE TOTALS: 2 plays, 9 yards, 0:09"
Howard at 11:19,,HOW,AKR
,"Robert Stein kickoff for 61 yds , Robert Mercer return for 14 yds to the Howrd 18",0,14
1st and 10 at HOW 18,Aquanius Freeman run for 2 yds to the Howrd 20,,
2nd and 8 at HOW 20,Greg McGhee pass complete to Matthew Colvin for 4 yds to the Howrd 24,,
3rd and 4 at HOW 24,"HOWARD Penalty, false start (-5 Yards) to the Howrd 19",,
3rd and 9 at HOW 19,Greg McGhee run for 6 yds to the Howrd 25,,
4th and 3 at HOW 25,"John Fleck punt for 52 yds , Imani Davis returns for 34 yds to the Howrd 43",,
"HOW DRIVE TOTALS: 3 plays, 7 yards, 1:34"
Akron at 9:45,,HOW,AKR
1st and 10 at HOW 43,"Kyle Pohl pass complete to Mykel Traylor-Bennettu"" for 43 yds for a TD, (Tom O'Leary KICK)""",0,21
"AKR DRIVE TOTALS: 1 play, 43 yards, 0:11"
Howard at 9:34,,HOW,AKR
,Robert Stein kickoff for 65 yds for a touchback,0,21
1st and 10 at HOW 25,Greg McGhee pass complete to William Parker for 4 yds to the Howrd 29,,
2nd and 6 at HOW 29,Greg McGhee pass complete to Travis Brown for 13 yds to the Howrd 42 for a 1ST down,,
1st and 10 at HOW 42,William Parker run for 4 yds to the Howrd 46,,
2nd and 6 at HOW 46,"Greg McGhee pass incomplete to Travis Brown, broken up by Justin March",,
3rd and 6 at HOW 46,Greg McGhee pass complete to Aquanius Freeman for 1 yd to the Howrd 47,,
4th and 5 at HOW 47,"John Fleck punt for 26 yds, downed at the Akron 27",,
"HOW DRIVE TOTALS: 5 plays, 22 yards, 2:16"
Akron at 7:18,,HOW,AKR
1st and 10 at AKR 27,Kyle Pohl pass complete to Keith Sconiers for 6 yds to the Akron 33,0,21
2nd and 4 at AKR 33,Jawon Chisholm run for no gain to the Akron 33,,
3rd and 4 at AKR 33,Kyle Pohl pass complete to Keith Sconiers for 15 yds to the Akron 48 for a 1ST down,,
1st and 10 at AKR 48,Jawon Chisholm run for 5 yds to the Howrd 47,,
2nd and 5 at HOW 47,Kyle Pohl pass complete to Mykel Traylor-Bennett for 9 yds to the Howrd 38 for a 1ST down,,
1st and 10 at HOW 38,"Kyle Pohl pass complete to u""Zach D'Orazio"",  for 11 yds to the Howrd 27 for a 1ST down",,
1st and 10 at HOW 27,"POHL, Kyle pass incomplete to SMITH, L.T., PENALTY HOWARD pass interference 15 yards to the HOWARD12, 1ST DOWN AKRON, NO PLAY. for a 1ST down",,
1st and 10 at HOW 12,Jawon Chisholm run for 2 yds to the Howrd 10,,
2nd and 8 at HOW 10,Jawon Chisholm run for 5 yds to the Howrd 5,,
3rd and 3 at HOW 5,Jawon Chisholm run for 2 yds to the Howrd 3,,
,"Timeout HOWARD, clock 02:48",,
4th and 1 at HOW 3,Kyle Pohl pass incomplete to N/A,,
"AKR DRIVE TOTALS: 10 plays, 70 yards, 4:36"
Howard at 2:42,,HOW,AKR
1st and 10 at HOW 3,William Parker run for 2 yds to the Howrd 5,0,21
2nd and 8 at HOW 5,Greg McGhee sacked by Dylan Evans for a loss of 2 yards to the Howrd 3,,
3rd and 10 at HOW 3,William Parker run for 3 yds to the Howrd 6,,
4th and 7 at HOW 6,"John Fleck punt for 34 yds, fair catch by Imani Davis at the Howrd 40",,
"HOW DRIVE TOTALS: 3 plays, 3 yards, 1:46"
Akron at 0:56,,HOW,AKR
1st and 10 at HOW 40,Kyle Pohl pass incomplete to Mykel Traylor-Bennett,0,21
2nd and 10 at HOW 40,Kyle Pohl pass incomplete to Imani Davis,,
3rd and 10 at HOW 40,Kyle Pohl run for 15 yds to the Howrd 25 for a 1ST down,,
1st and 10 at HOW 25,Kyle Pohl pass complete to Imani Davis for no gain to the Howrd 25,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Akron at 15:00,,HOW,AKR
2nd and 10 at HOW 25,Conor Hundley run for 10 yds to the Howrd 15 for a 1ST down,0,21
1st and 10 at HOW 15,"Kyle Pohl pass incomplete to u""Zach D'Orazio""",,
2nd and 10 at HOW 15,Conor Hundley run for 2 yds to the Howrd 13,,
3rd and 8 at HOW 13,Kyle Pohl run for 6 yds to the Howrd 7,,
4th and 2 at HOW 7,"u""Tom O'Leary"",  25 yd FG MISSED",,
"AKR DRIVE TOTALS: 9 plays, 33 yards, 3:04"
Howard at 12:52,,HOW,AKR
1st and 10 at HOW 20,Greg McGhee run for 5 yds to the Howrd 25,0,21
2nd and 5 at HOW 25,Greg McGhee run for 10 yds to the Howrd 35 for a 1ST down,,
1st and 10 at HOW 35,William Parker run for 13 yds to the Howrd 48 for a 1ST down,,
1st and 10 at HOW 48,"Greg McGhee pass incomplete to Travis Brown, broken up by DeAndre Scott",,
2nd and 10 at HOW 48,Aquanius Freeman run for 7 yds to the Akron 45,,
3rd and 3 at AKR 45,William Parker run for no gain to the Akron 45,,
4th and 3 at AKR 45,John Fleck punt for 45 yds for a touchback,,
"HOW DRIVE TOTALS: 6 plays, 35 yards, 2:27"
Akron at 10:25,,HOW,AKR
1st and 10 at AKR 20,Kyle Pohl run for 1 yd to the Akron 21,0,21
2nd and 9 at AKR 21,Kyle Pohl pass complete to L.T. Smith for 9 yds to the Akron 30 for a 1ST down,,
1st and 10 at AKR 30,Kyle Pohl run for 12 yds to the Akron 42 for a 1ST down,,
1st and 10 at AKR 42,Kyle Pohl pass complete to L.T. Smith for 4 yds to the Akron 46,,
2nd and 6 at AKR 46,Conor Hundley run for 7 yds to the Howrd 47 for a 1ST down,,
1st and 10 at HOW 47,"POHL, Kyle pass incomplete to HUNDLEY, Conor, PENALTY AKRON holding 10 yards to the AKRON43, NO PLAY.",,
1st and 20 at AKR 43,Kyle Pohl pass complete to Imani Davis for 5 yds to the Akron 48,,
2nd and 15 at AKR 48,Kyle Pohl pass complete to L.T. Smith for 12 yds to the Howrd 40,,
3rd and 3 at HOW 40,Kyle Pohl pass incomplete to L.T. Smith,,
4th and 3 at HOW 40,"Zach Paul punt for 21 yds, downed at the Howrd 19",,
"AKR DRIVE TOTALS: 8 plays, 40 yards, 3:59"
Howard at 6:26,,HOW,AKR
1st and 10 at HOW 19,Aquanius Freeman run for 3 yds to the Howrd 22,0,21
2nd and 7 at HOW 22,Aquanius Freeman run for a loss of 1 yard to the Howrd 21,,
3rd and 8 at HOW 21,Greg McGhee sacked by Cody Grice for a loss of 1 yard to the Howrd 20,,
4th and 9 at HOW 20,"John Fleck punt for 44 yds, fair catch by Imani Davis at the Akron 36",,
"HOW DRIVE TOTALS: 3 plays, 1 yard, 1:58"
Akron at 4:28,,HOW,AKR
