0194008620140830,,194,86
,Buffalo wins toss and will receive; Duquesne will defend South.,,
1st Quarter Play-by-Play
Buffalo at 15:00,,DUQ,BUF
,Austin Crimmins kickoff for 65 yds for a touchback,0,0
1st and 10 at BUFF 25,Anthone Taylor run for 1 yd to the Buff 26,,
2nd and 9 at BUFF 26,Anthone Taylor run for 6 yds to the Buff 32,,
,"Timeout DUQUESNE, clock 14:04",,
3rd and 3 at BUFF 32,Devin Campbell run for 11 yds to the Buff 43 for a 1ST down,,
1st and 10 at BUFF 43,Anthone Taylor run for 3 yds to the Buff 46,,
2nd and 7 at BUFF 46,Joe Licata pass incomplete to N/A,,
3rd and 7 at BUFF 46,Joe Licata pass complete to Devin Campbell for 10 yds to the Duqsn 44 for a 1ST down,,
1st and 10 at DUQ 44,Anthone Taylor run for 3 yds to the Duqsn 41,,
2nd and 7 at DUQ 41,"Joe Licata pass complete to Matt Weiser for 41 yds for a TD, (Patrick Clarke KICK)",0,7
"BUFF DRIVE TOTALS: 8 plays, 75 yards, 3:11"
Duquesne at 11:43,,DUQ,BUF
,"Patrick Clarke kickoff for 63 yds , Devin Rahming return for 16 yds to the Duqsn 18",0,7
1st and 10 at DUQ 18,Dillon Buechel pass incomplete to N/A,,
2nd and 10 at DUQ 18,Ryan Ho run for 3 yds to the Duqsn 21,,
3rd and 7 at DUQ 21,Dillon Buechel pass incomplete to N/A,,
4th and 7 at DUQ 21,"Patrick Dill punt for 56 yds, punt out-of-bounds at the Buff 23",,
"DUQ DRIVE TOTALS: 3 plays, 3 yards, 1:00"
Buffalo at 10:43,,DUQ,BUF
1st and 10 at BUFF 23,Anthone Taylor run for 6 yds to the Buff 29,0,7
2nd and 4 at BUFF 29,"TAYLOR, Anthone rush for loss of 1 yard to the UB28 (STONE, Nathan), PENALTY DUQ personal foul (WILLIAMS, A.) 15 yards to the UB44, 1ST DOWN UB, NO PLAY. for a 1ST down",,
1st and 10 at BUFF 44,Anthone Taylor run for 1 yd to the Buff 45,,
2nd and 9 at BUFF 45,Jordan Johnson run for 11 yds to the Duqsn 44 for a 1ST down,,
1st and 10 at DUQ 44,Joe Licata pass incomplete to Jordan Johnson,,
2nd and 10 at DUQ 44,Joe Licata pass complete to Ron Willoughby for 12 yds to the Duqsn 32 for a 1ST down,,
1st and 10 at DUQ 32,"LICATA, Joe pass incomplete to WILLOUGHBY, Ron, PENALTY DUQ pass interference (FLOYD, Nick) 15 yards to the DUQ17, 1ST DOWN UB, NO PLAY. for a 1ST down",,
1st and 10 at DUQ 17,Joe Licata pass complete to Anthone Taylor for 6 yds to the Duqsn 11,,
2nd and 4 at DUQ 11,"Anthone Taylor run for 11 yds for a TD, (Patrick Clarke KICK)",0,14
"BUFF DRIVE TOTALS: 7 plays, 77 yards, 3:13"
Duquesne at 7:23,,DUQ,BUF
,"Patrick Clarke kickoff for 65 yds , Devin Rahming return for 10 yds to the Duqsn 10",0,14
1st and 10 at DUQ 10,Dillon Buechel pass complete to Chris King for 14 yds to the Duqsn 24 for a 1ST down,,
1st and 10 at DUQ 24,Marcus Hughes run for 4 yds to the Duqsn 28,,
2nd and 6 at DUQ 28,Dillon Buechel pass incomplete to N/A,,
3rd and 6 at DUQ 28,"Dillon Buechel pass incomplete to Devin Rahming, broken up by Brandon Crawford",,
4th and 6 at DUQ 28,"Patrick Dill punt for 50 yds, downed at the Buff 22",,
"DUQ DRIVE TOTALS: 4 plays, 18 yards, 1:19"
Buffalo at 6:04,,DUQ,BUF
1st and 10 at BUFF 22,Devin Campbell run for 3 yds to the Buff 25,0,14
2nd and 7 at BUFF 25,Joe Licata pass complete to Jacob Martinez for no gain to the Buff 25,,
3rd and 7 at BUFF 25,Joe Licata pass incomplete to Ron Willoughby,,
4th and 7 at BUFF 25,Tyler Grassman punt for 44 yds,,
"BUFF DRIVE TOTALS: 3 plays, 3 yards, 1:02"
Duquesne at 5:02,,DUQ,BUF
1st and 10 at DUQ 31,Klartel Claridy run for 1 yd to the Duqsn 32,0,14
2nd and 9 at DUQ 32,Dillon Buechel pass complete to Noel Oduho for 6 yds to the Duqsn 38,,
3rd and 3 at DUQ 38,Klartel Claridy run for 4 yds to the Duqsn 42 for a 1ST down,,
1st and 10 at DUQ 42,Klartel Claridy run for 13 yds to the Buff 45 for a 1ST down,,
1st and 10 at BUFF 45,Klartel Claridy run for no gain to the Buff 45,,
2nd and 10 at BUFF 45,Dillon Buechel sacked by Tedroy Lynch and Kyril Threats for a loss of 5 yards to the 50 yard line,,
3rd and 15 at 50,Dillon Buechel sacked by Adam Redden for a loss of 6 yards to the Duqsn 44,,
4th and 21 at DUQ 44,"Patrick Dill punt for 38 yds, fair catch by Marcus McGill at the Buff 18",,
"DUQ DRIVE TOTALS: 7 plays, 13 yards, 3:46"
Buffalo at 1:16,,DUQ,BUF
1st and 10 at BUFF 18,"Anthone Taylor run for no gain to the Buff 18 Anthone Taylor fumbled, forced by Austin Whalen, recovered by Buff Jake Silas",0,14
2nd and 10 at BUFF 18,Joe Licata pass incomplete to Ron Willoughby,,
3rd and 10 at BUFF 18,Joe Licata pass complete to Marcus McGill for 6 yds to the Buff 24,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Buffalo at 15:00,,DUQ,BUF
4th and 4 at BUFF 24,"Tyler Grassman punt for 51 yds , Devin Rahming returns for 8 yds to the Duqsn 33",0,14
"BUFF DRIVE TOTALS: 3 plays, 6 yards, 1:28"
Duquesne at 14:48,,DUQ,BUF
1st and 10 at DUQ 33,Rafiq Douglas run for 2 yds to the Duqsn 35,0,14
2nd and 8 at DUQ 35,Dillon Buechel pass complete to Chris King for 7 yds to the Duqsn 42,,
3rd and 1 at DUQ 42,Rafiq Douglas run for 2 yds to the Duqsn 44 for a 1ST down,,
1st and 10 at DUQ 44,"Dillon Buechel sacked by Brandon Crawford for a loss of 6 yards to the Duqsn 40 Dillon Buechel fumbled, recovered by Buff Kendall Roberson , return for 0 yards",,
"DUQ DRIVE TOTALS: 4 plays, 7 yards, 1:51"
Buffalo at 12:57,,DUQ,BUF
1st and 10 at DUQ 40,Joe Licata pass incomplete to N/A,0,14
2nd and 10 at DUQ 40,Jordan Johnson run for 4 yds to the Duqsn 36,,
3rd and 6 at DUQ 36,Joe Licata pass complete to Boise Ross for 10 yds to the Duqsn 26 for a 1ST down,,
1st and 10 at DUQ 26,Jordan Johnson run for 4 yds to the Duqsn 22,,
2nd and 6 at DUQ 22,Joe Licata pass complete to Ron Willoughby for 7 yds to the Duqsn 15 for a 1ST down,,
1st and 10 at DUQ 15,Joe Licata pass intercepted Nick Floyd return for no gain to the Duqsn 1,,
"BUFF DRIVE TOTALS: 6 plays, 25 yards, 2:08"
Duquesne at 10:49,,DUQ,BUF
1st and 10 at DUQ 1,Randy Morris run for 2 yds to the Duqsn 3,0,14
2nd and 8 at DUQ 3,Klartel Claridy run for 1 yd to the Duqsn 4,,
,"Timeout DUQUESNE, clock 09:24",,
3rd and 7 at DUQ 4,"Dillon Buechel pass incomplete to Chris King, broken up by Cortney Lester",,
4th and 7 at DUQ 4,"Patrick Dill punt for 33 yds, punt out-of-bounds at the Duqsn 37",,
"DUQ DRIVE TOTALS: 3 plays, 3 yards, 1:40"
Buffalo at 9:09,,DUQ,BUF
1st and 10 at DUQ 37,Anthone Taylor run for no gain to the Duqsn 37,0,14
2nd and 10 at DUQ 37,Anthone Taylor run for 17 yds to the Duqsn 20 for a 1ST down,,
1st and 10 at DUQ 20,Anthone Taylor run for 3 yds to the Duqsn 17,,
2nd and 7 at DUQ 17,Boise Ross run for no gain to the Duqsn 17,,
3rd and 7 at DUQ 17,Joe Licata pass complete to Devin Campbell for 6 yds to the Duqsn 11,,
4th and 1 at DUQ 11,Anthone Taylor run for 4 yds to the Duqsn 7 for a 1ST down,,
1st and Goal at DUQ 7,Joe Licata pass incomplete to Ron Willoughby,,
2nd and Goal at DUQ 7,Anthone Taylor run for 2 yds to the Duqsn 5,,
3rd and Goal at DUQ 5,"Anthone Taylor run for 5 yds for a TD, (Patrick Clarke KICK)",0,21
"BUFF DRIVE TOTALS: 9 plays, 37 yards, 3:45"
Duquesne at 5:24,,DUQ,BUF
,Patrick Clarke kickoff for 65 yds for a touchback,0,21
1st and 10 at DUQ 25,Ryan Ho run for 6 yds to the Duqsn 31,,
2nd and 4 at DUQ 31,Ryan Ho run for 2 yds to the Duqsn 33,,
3rd and 2 at DUQ 33,Ryan Ho run for 5 yds to the Duqsn 38 for a 1ST down,,
