0270052320140830,,270,523
,"HAMPTON WINS TOSS, ELECTS TO RECEIVE OPENING KICKOFF",,
1st Quarter Play-by-Play
Hampton at 15:00,,HAMP,ODU
,"Ricky Segers kickoff for 65 yds , Jorrian Washington return for 14 yds to the Hampt 19",0,0
1st and 10 at HAMP 19,Jaylian Williamson pass complete to Twarn Mixson for 5 yds to the Hampt 24,,
2nd and 5 at HAMP 24,Jaylian Williamson pass complete to Jorrian Washington for 3 yds to the Hampt 27,,
3rd and 2 at HAMP 27,Jorrian Washington run for 10 yds to the Hampt 37 for a 1ST down,,
1st and 10 at HAMP 37,Jorrian Washington run for a loss of 2 yards to the Hampt 35,,
2nd and 12 at HAMP 35,Jaylian Williamson run for a loss of 1 yard to the Hampt 34,,
3rd and 13 at HAMP 34,Jaylian Williamson pass incomplete to N/A,,
4th and 13 at HAMP 34,"Christian Faber-Kinney punt for 32 yds, downed at the ODU 34",,
"HAMP DRIVE TOTALS: 6 plays, 15 yards, 3:18"
Old Dominion at 11:42,,HAMP,ODU
1st and 10 at ODU 34,Vincent Lowe run for 12 yds to the ODU 46 for a 1ST down,0,0
1st and 10 at ODU 46,Gerard Johnson run for no gain to the ODU 46,,
2nd and 10 at ODU 46,Taylor Heinicke sacked by Hayden Gregory for a loss of 8 yards to the ODU 38,,
3rd and 18 at ODU 38,Taylor Heinicke pass complete to Nick England for 19 yds to the Hampt 43 for a 1ST down,,
1st and 10 at HAMP 43,Taylor Heinicke pass complete to Nick England for 7 yds to the Hampt 36,,
2nd and 3 at HAMP 36,Taylor Heinicke pass incomplete to N/A,,
3rd and 3 at HAMP 36,Gerard Johnson run for 5 yds to the Hampt 31 for a 1ST down,,
1st and 10 at HAMP 31,Taylor Heinicke pass complete to Nick England for 10 yds to the Hampt 21 for a 1ST down,,
1st and 10 at HAMP 21,Gerard Johnson run for 4 yds to the Hampt 17,,
2nd and 6 at HAMP 17,Taylor Heinicke pass complete to Nick England for 3 yds to the Hampt 14,,
3rd and 3 at HAMP 14,"Cam Boyd run for 14 yds for a TD, (Ricky Segers KICK)",0,7
"ODU DRIVE TOTALS: 11 plays, 66 yards, 3:40"
Hampton at 8:02,,HAMP,ODU
,"Ricky Segers kickoff for 60 yds , Twarn Mixson return for 20 yds to the Hampt 25",0,7
1st and 10 at HAMP 25,Jorrian Washington run for 2 yds to the Hampt 27,,
2nd and 8 at HAMP 27,Jaylian Williamson pass complete to Rayshad Riddick for 10 yds to the Hampt 37 for a 1ST down,,
1st and 10 at HAMP 37,Jorrian Washington run for a loss of 1 yard to the Hampt 36,,
2nd and 11 at HAMP 36,Jaylian Williamson pass complete to Rashawn Proctor for 6 yds to the Hampt 42,,
3rd and 5 at HAMP 42,Jaylian Williamson pass complete to Rashawn Proctor for 9 yds to the ODU 49 for a 1ST down,,
1st and 10 at ODU 49,"MIXSON,Twarn rush for loss of 4 yards to the HAM47, out-of-bounds (MISHER, F.), PENALTY HAM holding (CAWTHON,Nigel) 10 yards to the HAM41, NO PLAY.",,
1st and 20 at HAMP 41,Jaylian Williamson pass complete to Twarn Mixson for 4 yds to the Hampt 45,,
2nd and 16 at HAMP 45,Jaylian Williamson pass complete to Rayshad Riddick for 1 yd to the Hampt 46,,
3rd and 15 at HAMP 46,Jaylian Williamson pass complete to Rayshad Riddick for 21 yds to the ODU 33 for a 1ST down,,
1st and 10 at ODU 33,Jaylian Williamson pass incomplete to N/A,,
