0688014720141025,,688,147
,"CLEMSON wins the coin toss, and defers. SYRACUSE to receive. CLEMSON defends.",,
1st Quarter Play-by-Play
Syracuse at 15:00,,SYR,CLEM
,"Bradley Pinion kickoff for 63 yds , Ervin Philips return for 17 yds to the Syrac 19",0,0
1st and 10 at SYR 19,AJ Long sacked by Stephone Anthony for a loss of 6 yards to the Syrac 13,,
2nd and 16 at SYR 13,Prince-Tyson Gulley run for 6 yds to the Syrac 19,,
3rd and 10 at SYR 19,AJ Long pass incomplete to Adrian Flemming,,
4th and 10 at SYR 19,"Riley Dixon punt for 49 yds, fair catch by Adam Humphries at the Clem 32",,
"SYR DRIVE TOTALS: 3 plays, 0 yards, 1:24"
Clemson at 13:36,,SYR,CLEM
1st and 10 at CLEM 32,Cole Stoudt pass complete to Artavis Scott for no gain to the Clem 32,0,0
2nd and 10 at CLEM 32,Wayne Gallman run for no gain to the Clem 32,,
3rd and 10 at CLEM 32,Cole Stoudt pass complete to Artavis Scott for 7 yds to the Clem 39,,
4th and 3 at CLEM 39,"Bradley Pinion punt for 48 yds, fair catch by Ritchy Desir at the Syrac 13",,
"CLEM DRIVE TOTALS: 3 plays, 7 yards, 1:46"
Syracuse at 11:50,,SYR,CLEM
1st and 10 at SYR 13,Prince-Tyson Gulley run for 6 yds to the Syrac 19,0,0
2nd and 4 at SYR 19,AJ Long pass complete to Ashton Broyld for 10 yds to the Syrac 29 for a 1ST down,,
1st and 10 at SYR 29,Prince-Tyson Gulley run for 3 yds to the Syrac 32,,
2nd and 7 at SYR 32,Prince-Tyson Gulley run for 1 yd to the Syrac 33,,
3rd and 6 at SYR 33,AJ Long pass incomplete to Ashton Broyld,,
4th and 6 at SYR 33,"Riley Dixon punt for 48 yds, fair catch by Adam Humphries at the Clem 19",,
"SYR DRIVE TOTALS: 5 plays, 20 yards, 2:12"
Clemson at 9:38,,SYR,CLEM
1st and 10 at CLEM 19,Wayne Gallman run for 3 yds to the Clem 22,0,0
2nd and 7 at CLEM 22,Cole Stoudt pass complete to Artavis Scott for 7 yds to the Clem 29 for a 1ST down,,
1st and 10 at CLEM 29,Wayne Gallman run for 3 yds to the Clem 32,,
2nd and 7 at CLEM 32,Cole Stoudt pass incomplete to Adam Humphries,,
3rd and 7 at CLEM 32,Cole Stoudt pass incomplete to Mike Williams,,
4th and 7 at CLEM 32,"Bradley Pinion punt for 52 yds, fair catch by Ritchy Desir at the Syrac 16",,
"CLEM DRIVE TOTALS: 5 plays, 13 yards, 2:01"
Syracuse at 7:37,,SYR,CLEM
1st and 10 at SYR 16,Ervin Philips run for a loss of 3 yards to the Syrac 13,0,0
2nd and 13 at SYR 13,Prince-Tyson Gulley run for 3 yds to the Syrac 16,,
3rd and 10 at SYR 16,AJ Long sacked by DeShawn Williams for a loss of 6 yards to the Syrac 10,,
4th and 16 at SYR 10,"Riley Dixon punt for 38 yds, fair catch by Adam Humphries at the Syrac 48",,
"SYR DRIVE TOTALS: 3 plays, -6 yards, 1:43"
Clemson at 5:54,,SYR,CLEM
1st and 10 at SYR 48,Cole Stoudt pass intercepted Brandon Reddish return for no gain to the Syrac 14,0,0
"CLEM DRIVE TOTALS: 1 play, 0 yards, 0:09"
Syracuse at 5:45,,SYR,CLEM
1st and 10 at SYR 14,AJ Long run for no gain to the Syrac 14,0,0
2nd and 10 at SYR 14,Prince-Tyson Gulley run for 3 yds to the Syrac 17,,
3rd and 7 at SYR 17,AJ Long pass complete to Ervin Philips for 8 yds to the Syrac 25 for a 1ST down,,
1st and 10 at SYR 25,AJ Long pass complete to Jarrod West for 8 yds to the Syrac 33,,
2nd and 2 at SYR 33,AJ Long pass complete to Ashton Broyld for 23 yds to the Clem 44 for a 1ST down,,
1st and 10 at CLEM 44,AJ Long run for a loss of 1 yard to the Clem 45,,
2nd and 11 at CLEM 45,AJ Long run for 7 yds to the Clem 38,,
3rd and 4 at CLEM 38,AJ Long pass complete to Adonis Ameen-Moore for 3 yds to the Clem 35,,
4th and 1 at CLEM 35,Ervin Philips run for 7 yds to the Clem 28 for a 1ST down,,
1st and 10 at CLEM 28,AJ Long pass incomplete to Steve Ishmael,,
2nd and 10 at CLEM 28,Adonis Ameen-Moore run for 3 yds to the Clem 25,,
3rd and 7 at CLEM 25,AJ Long pass incomplete to Ashton Broyld,,
4th and 7 at CLEM 25,Cole Murphy 43 Yd Field Goal,3,0
"SYR DRIVE TOTALS: 13 plays, 61 yards, 5:00"
Clemson at 0:45,,SYR,CLEM
,"Cole Murphy kickoff for 64 yds , T.J. Green return for 19 yds to the Clem 20",3,0
1st and 10 at CLEM 20,Wayne Gallman run for 3 yds to the Clem 23,,
2nd and 7 at CLEM 23,Wayne Gallman run for 6 yds to the Clem 29,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Clemson at 15:00,,SYR,CLEM
3rd and 1 at CLEM 29,Wayne Gallman run for 2 yds to the Clem 31 for a 1ST down,3,0
1st and 10 at CLEM 31,Cole Stoudt pass incomplete to Cameron Scott,,
2nd and 10 at CLEM 31,Cole Stoudt run for 6 yds to the Clem 37,,
3rd and 4 at CLEM 37,Cole Stoudt pass complete to Mike Williams for 25 yds to the Syrac 38 for a 1ST down,,
,"Timeout SYRACUSE, clock 14:05",,
1st and 10 at SYR 38,Cole Stoudt pass complete to Adam Humphries for 1 yd to the Syrac 37,,
2nd and 9 at SYR 37,Cole Stoudt sacked by Ron Thompson for a loss of 9 yards to the Syrac 46,,
3rd and 18 at SYR 46,Cole Stoudt run for 8 yds to the Syrac 38,,
4th and 10 at SYR 38,Bradley Pinion punt for 38 yds for a touchback,,
"CLEM DRIVE TOTALS: 9 plays, 42 yards, 3:43"
Syracuse at 12:02,,SYR,CLEM
1st and 10 at SYR 20,Ervin Philips run for a loss of 1 yard to the Syrac 19,3,0
2nd and 11 at SYR 19,AJ Long pass complete to Ashton Broyld for 10 yds to the Syrac 29,,
3rd and 1 at SYR 29,Prince-Tyson Gulley run for 2 yds to the Syrac 31 for a 1ST down,,
1st and 10 at SYR 31,AJ Long pass complete to Jarrod West for 6 yds to the Syrac 37,,
2nd and 4 at SYR 37,AJ Long run for a loss of 1 yard to the Syrac 36,,
3rd and 5 at SYR 36,AJ Long pass incomplete to Jarrod West,,
4th and 5 at SYR 36,"Riley Dixon punt for 53 yds , Adam Humphries returns for no gain to the Clem 11",,
"SYR DRIVE TOTALS: 6 plays, 16 yards, 2:48"
Clemson at 9:14,,SYR,CLEM
1st and 10 at CLEM 11,C.J. Davidson run for 9 yds to the Clem 20,3,0
2nd and 1 at CLEM 20,C.J. Davidson run for 7 yds to the Clem 27 for a 1ST down,,
1st and 10 at CLEM 27,Cole Stoudt pass complete to Germone Hopper for 13 yds to the Clem 40 for a 1ST down,,
1st and 10 at CLEM 40,C.J. Davidson run for 4 yds to the Clem 44,,
2nd and 6 at CLEM 44,C.J. Davidson run for 1 yd to the Clem 45,,
3rd and 5 at CLEM 45,Cole Stoudt pass complete to Jay Jay McCullough for 13 yds to the Syrac 42 for a 1ST down,,
1st and 10 at SYR 42,Cole Stoudt pass complete to Germone Hopper for 6 yds to the Syrac 36,,
2nd and 4 at SYR 36,Cole Stoudt pass complete to Mike Williams for 10 yds to the Syrac 26 for a 1ST down,,
,"Timeout SYRACUSE, clock 06:26",,
1st and 10 at SYR 26,Cole Stoudt pass complete to Adam Humphries for 4 yds to the Syrac 22,,
2nd and 6 at SYR 22,C.J. Davidson run for 5 yds to the Syrac 17,,
3rd and 1 at SYR 17,C.J. Davidson run for a loss of 3 yards to the Syrac 20,,
4th and 4 at SYR 20,Ammon Lakip 38 Yd Field Goal,3,3
"CLEM DRIVE TOTALS: 12 plays, 69 yards, 4:37"
Syracuse at 4:37,,SYR,CLEM
,Bradley Pinion kickoff for 65 yds for a touchback,3,3
1st and 10 at SYR 25,Prince-Tyson Gulley run for 3 yds to the Syrac 28,,
2nd and 7 at SYR 28,"AJ Long run for 8 yds to the Syrac 36 AJ Long fumbled, recovered by Syrac AJ Long for a 1ST down",,
1st and 10 at SYR 36,"SYRACUSE Penalty, False Start (NA) to the Syrac 31",,
1st and 15 at SYR 31,"AJ Long run for a loss of 1 yard to the Syrac 33 AJ Long fumbled, recovered by Syrac AJ Long  AJ Long pass intercepted Robert Smith return for no gain to the Syrac 33",,
"SYR DRIVE TOTALS: 3 plays, 5 yards, 1:16"
Clemson at 3:21,,SYR,CLEM
1st and 10 at SYR 33,Cole Stoudt pass complete to Artavis Scott for 10 yds to the Syrac 23 for a 1ST down,3,3
1st and 10 at SYR 23,C.J. Davidson run for 4 yds to the Syrac 19,,
2nd and 6 at SYR 19,C.J. Davidson run for 9 yds to the Syrac 10 for a 1ST down,,
1st and Goal at SYR 10,"C.J. Davidson run for 2 yds to the Syrac 8 C.J. Davidson fumbled, recovered by Syrac Robert Welsh",,
"CLEM DRIVE TOTALS: 4 plays, 25 yards, 1:13"
Syracuse at 2:08,,SYR,CLEM
1st and 10 at SYR 8,Prince-Tyson Gulley run for 16 yds to the Syrac 24 for a 1ST down,3,3
1st and 10 at SYR 24,Prince-Tyson Gulley run for 4 yds to the Syrac 28,,
,"Timeout CLEMSON, clock 01:45",,
2nd and 6 at SYR 28,Prince-Tyson Gulley run for 5 yds to the Syrac 33,,
,"Timeout CLEMSON, clock 01:39",,
3rd and 1 at SYR 33,AJ Long pass complete to Josh Parris for a loss of 2 yards to the Syrac 31,,
,"Timeout CLEMSON, clock 01:32",,
4th and 3 at SYR 31,"SYRACUSE Penalty, False Start (Devante McFarlane) to the Syrac 26",,
4th and 8 at SYR 26,"Riley Dixon punt for 50 yds, downed at the Clem 24",,
"SYR DRIVE TOTALS: 4 plays, 18 yards, 0:46"
Clemson at 1:22,,SYR,CLEM
1st and 10 at CLEM 24,"Cole Stoudt run for 1 yd to the Clem 25 Cole Stoudt fumbled, recovered by Syrac Dyshawn Davis",3,3
"CLEM DRIVE TOTALS: 1 play, 0 yards, 0:10"
Syracuse at 1:12,,SYR,CLEM
1st and 10 at CLEM 25,Jarrod West pass incomplete to Adrian Flemming,3,3
2nd and 10 at CLEM 25,Prince-Tyson Gulley run for 2 yds to the Clem 23,,
3rd and 8 at CLEM 23,"AJ Long sacked by Tavaris Barnes for a loss of 8 yards to the Clem 31 AJ Long fumbled, forced by Tavaris Barnes, recovered by Syrac Micah Robinson , return for 0 yards",,
4th and 16 at CLEM 31,Cole Murphy 50 Yd Field Goal,6,3
,End of 2nd Quarter,,
"SYR DRIVE TOTALS: 4 plays, -6 yards, 1:12"
3rd Quarter Play-by-Play
Clemson at 15:00,,SYR,CLEM
,"Cole Murphy kickoff for 63 yds , T.J. Green return for 25 yds to the Clem 27",6,3
1st and 10 at CLEM 27,"CLEMSON Penalty, False Start (Reid Webster) to the Clem 22",,
1st and 15 at CLEM 22,Wayne Gallman run for 3 yds to the Clem 25,,
2nd and 12 at CLEM 25,Cole Stoudt pass incomplete to Mike Williams,,
3rd and 12 at CLEM 25,Cole Stoudt pass complete to Wayne Gallman for 7 yds to the Clem 32,,
4th and 5 at CLEM 32,"Bradley Pinion punt for 42 yds, fair catch by Brisly Estime at the Syrac 26",,
"CLEM DRIVE TOTALS: 3 plays, 5 yards, 1:14"
Syracuse at 13:46,,SYR,CLEM
1st and 10 at SYR 26,AJ Long pass incomplete to Ashton Broyld,6,3
2nd and 10 at SYR 26,"Prince-Tyson Gulley run for 5 yds to the Syrac 31 Prince-Tyson Gulley fumbled, forced by Stephone Anthony, recovered by Clem MacKensie Alexander",,
"SYR DRIVE TOTALS: 2 plays, 5 yards, 0:09"
Clemson at 13:37,,SYR,CLEM
1st and 10 at SYR 31,Cole Stoudt pass incomplete to Mike Williams,6,3
2nd and 10 at SYR 31,Cole Stoudt pass complete to Germone Hopper for 4 yds to the Syrac 27,,
3rd and 6 at SYR 27,"TEAM run for a loss of 16 yards to the Syrac 43 TEAM fumbled, recovered by Clem",,
4th and 22 at SYR 43,"Bradley Pinion punt for 29 yds, fair catch by Brisly Estime at the Syrac 14",,
"CLEM DRIVE TOTALS: 3 plays, -12 yards, 1:21"
Syracuse at 12:16,,SYR,CLEM
1st and 10 at SYR 14,AJ Long pass incomplete to Darius Kelly,6,3
2nd and 10 at SYR 14,Devante McFarlane run for 3 yds to the Syrac 17,,
3rd and 7 at SYR 17,AJ Long pass incomplete to Jarrod West,,
4th and 7 at SYR 17,"Riley Dixon punt for 51 yds, fair catch by Adam Humphries at the Clem 32",,
"SYR DRIVE TOTALS: 3 plays, 3 yards, 0:56"
Clemson at 11:20,,SYR,CLEM
1st and 10 at CLEM 32,Cole Stoudt pass complete to Artavis Scott for 7 yds to the Clem 39,6,3
2nd and 3 at CLEM 39,Cole Stoudt pass incomplete to Wayne Gallman,,
3rd and 3 at CLEM 39,"SYRACUSE Penalty, Defensive Offside (John Raymon) to the Clem 44 for a 1ST down",,
1st and 10 at CLEM 44,Cole Stoudt pass intercepted Darius Kelly return for 20 yds to the Clem 42,,
"CLEM DRIVE TOTALS: 3 plays, 12 yards, 0:39"
Syracuse at 10:41,,SYR,CLEM
1st and 10 at CLEM 42,AJ Long pass intercepted Stephone Anthony return for 8 yds to the 50 yard line,6,3
"SYR DRIVE TOTALS: 1 play, 0 yards, 0:09"
Clemson at 10:32,,SYR,CLEM
1st and 10 at 50,Wayne Gallman run for 21 yds to the Syrac 29 for a 1ST down,6,3
1st and 10 at SYR 29,"Wayne Gallman run for 3 yds to the Syrac 26 CLEMSON Penalty, Offensive Holding (Tyrone Crowder) to the Syrac 36",,
1st and 17 at SYR 36,Wayne Gallman run for 9 yds to the Syrac 27,,
2nd and 8 at SYR 27,Cole Stoudt pass incomplete to Artavis Scott,,
3rd and 8 at SYR 27,Cole Stoudt pass complete to Mike Williams for 12 yds to the Syrac 15 for a 1ST down,,
1st and 10 at SYR 15,Cole Stoudt pass incomplete to Mike Williams,,
2nd and 10 at SYR 15,Wayne Gallman run for 6 yds to the Syrac 9,,
3rd and 4 at SYR 9,Cole Stoudt run for 7 yds to the Syrac 2 for a 1ST down,,
1st and Goal at SYR 2,Wayne Gallman run for a loss of 4 yards to the Syrac 6,,
,"Timeout SYRACUSE, clock 07:54",,
2nd and Goal at SYR 6,Cole Stoudt pass complete to Adam Humphries for 4 yds to the Syrac 2,,
3rd and Goal at SYR 2,Wayne Gallman run for 1 yd to the Syrac 1,,
4th and Goal at SYR 1,Ammon Lakip 18 Yd Field Goal,6,6
"CLEM DRIVE TOTALS: 12 plays, 49 yards, 3:56"
Syracuse at 6:36,,SYR,CLEM
,"Bradley Pinion kickoff for 61 yds , Ervin Philips return for 18 yds to the CLEMSON 47 SYRACUSE Penalty, Offensive Holding (NA) to the Syrac 12",6,6
1st and 10 at SYR 12,Prince-Tyson Gulley run for a loss of 2 yards to the Syrac 10,,
2nd and 12 at SYR 10,Prince-Tyson Gulley run for a loss of 1 yard to the Syrac 9,,
3rd and 13 at SYR 9,AJ Long pass incomplete to Jarrod West,,
4th and 13 at SYR 9,"Riley Dixon punt for 37 yds, fair catch by Adam Humphries at the Syrac 46",,
"SYR DRIVE TOTALS: 3 plays, -3 yards, 1:27"
Clemson at 5:09,,SYR,CLEM
1st and 10 at SYR 46,Wayne Gallman run for 16 yds to the Syrac 30 for a 1ST down,6,6
1st and 10 at SYR 30,Wayne Gallman run for a loss of 2 yards to the Syrac 32,,
2nd and 12 at SYR 32,Cole Stoudt pass incomplete to Artavis Scott,,
3rd and 12 at SYR 32,Cole Stoudt pass complete to Mike Williams for 8 yds to the Syrac 24,,
4th and 4 at SYR 24,Ammon Lakip 41 Yd Field Goal,6,9
"CLEM DRIVE TOTALS: 5 plays, 22 yards, 1:39"
Syracuse at 3:30,,SYR,CLEM
,"Bradley Pinion kickoff for 60 yds , Ervin Philips return for 23 yds to the Syrac 28",6,9
1st and 10 at SYR 28,Adonis Ameen-Moore run for 14 yds to the Syrac 42 for a 1ST down,,
1st and 10 at SYR 42,Adonis Ameen-Moore run for 2 yds to the Syrac 44,,
2nd and 8 at SYR 44,AJ Long pass incomplete to Steve Ishmael,,
3rd and 8 at SYR 44,AJ Long pass complete to Adonis Ameen-Moore for a loss of 4 yards to the Syrac 40,,
4th and 12 at SYR 40,"Riley Dixon punt for 33 yds, fair catch by Adam Humphries at the Clem 27",,
"SYR DRIVE TOTALS: 4 plays, 12 yards, 1:48"
Clemson at 1:42,,SYR,CLEM
1st and 10 at CLEM 27,Cole Stoudt run for 5 yds to the Clem 32,6,9
2nd and 5 at CLEM 32,Cole Stoudt pass complete to Wayne Gallman for 5 yds to the Clem 37 for a 1ST down,,
1st and 10 at CLEM 37,Cole Stoudt pass complete to Artavis Scott for 21 yds to the Syrac 42 for a 1ST down,,
1st and 10 at SYR 42,Wayne Gallman run for 2 yds to the Syrac 40,,
2nd and 8 at SYR 40,Cole Stoudt pass complete to Mike Williams for 17 yds to the Syrac 23 for a 1ST down,,
,End of 3rd Quarter,,
4th Quarter Play-by-Play
Clemson at 15:00,,SYR,CLEM
1st and 10 at SYR 23,Wayne Gallman run for 4 yds to the Syrac 19,6,9
2nd and 6 at SYR 19,Stanton Seckinger 19 Yd pass from Cole Stoudt (Ammon Lakip Kick),6,16
"CLEM DRIVE TOTALS: 7 plays, 73 yards, 2:14"
Syracuse at 14:28,,SYR,CLEM
,"Bradley Pinion kickoff for 65 yds , Ervin Philips return for 31 yds to the Syrac 31",6,16
1st and 10 at SYR 31,AJ Long pass complete to Jarrod West for 14 yds to the Syrac 45 for a 1ST down,,
1st and 10 at SYR 45,AJ Long run for no gain to the Syrac 45,,
2nd and 10 at SYR 45,AJ Long pass complete to Jarrod West for no gain to the Syrac 45,,
3rd and 10 at SYR 45,AJ Long sacked by Jayron Kearse for a loss of 7 yards to the Syrac 38,,
