0415046320140920,,415,463
,"MIAMI FLORIDA wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Miami (FL) at 15:00,,MIA,NEB
,Drew Brown kickoff for 65 yds for a touchback,0,0
1st and 10 at MIA 25,Brad Kaaya pass complete to Malcolm Lewis for 15 yds to the MiaFl 40 for a 1ST down,,
1st and 10 at MIA 40,Duke Johnson run for 17 yds to the Neb 43 for a 1ST down,,
1st and 10 at NEB 43,Brad Kaaya pass complete to Stacy Coley for 17 yds to the Neb 26 for a 1ST down,,
1st and 10 at NEB 26,Brad Kaaya pass complete to Malcolm Lewis for 9 yds to the Neb 17,,
2nd and 1 at NEB 17,Brad Kaaya pass incomplete to Braxton Berrios,,
3rd and 1 at NEB 17,Duke Johnson run for 2 yds to the Neb 15 for a 1ST down,,
1st and 10 at NEB 15,Brad Kaaya pass complete to Clive Walford for 5 yds to the Neb 10,,
,"Timeout MIAMI FL, clock 11:08",,
2nd and 5 at NEB 10,Brad Kaaya pass complete to Clive Walford for 8 yds to the Neb 2 for a 1ST down,,
1st and Goal at NEB 2,"Duke Johnson run for 2 yds for a TD, (Michael Badgley KICK)",7,0
"MIA DRIVE TOTALS: 9 plays, 75 yards, 4:34"
Nebraska at 10:26,,MIA,NEB
,"Michael Badgley kickoff for 52 yds , Ameer Abdullah return for 6 yds to the Neb 19",7,0
1st and 10 at NEB 19,Tommy Armstrong Jr. pass incomplete to Cethan Carter,,
2nd and 10 at NEB 19,Ameer Abdullah run for 17 yds to the Neb 36 for a 1ST down,,
1st and 10 at NEB 36,"NEBRASKA Penalty, False Start (Alex Lewis) to the Neb 31",,
1st and 15 at NEB 31,Tommy Armstrong Jr. pass complete to Kenny Bell for 6 yds to the Neb 37,,
2nd and 9 at NEB 37,Ameer Abdullah run for 6 yds to the Neb 43,,
3rd and 3 at NEB 43,Tommy Armstrong Jr. run for 17 yds to the MiaFl 40 for a 1ST down,,
1st and 10 at MIA 40,"Tommy Armstrong Jr. pass complete to Kenny Bell for 40 yds for a TD, (Drew Brown KICK)",7,7
"NEB DRIVE TOTALS: 6 plays, 81 yards, 2:14"
Miami (FL) at 8:12,,MIA,NEB
,Drew Brown kickoff for 65 yds for a touchback,7,7
1st and 10 at MIA 25,"MIAMI FL Penalty, Delay of Game (-5 Yards) to the MiaFl 20",,
1st and 15 at MIA 20,Brad Kaaya pass complete to Duke Johnson for 26 yds to the MiaFl 46 for a 1ST down,,
1st and 10 at MIA 46,Duke Johnson run for 3 yds to the MiaFl 49,,
2nd and 7 at MIA 49,Brad Kaaya pass incomplete to Braxton Berrios,,
3rd and 7 at MIA 49,Brad Kaaya pass complete to Braxton Berrios for 23 yds to the Neb 28 for a 1ST down,,
1st and 10 at NEB 28,Brad Kaaya pass intercepted David Santos return for no gain to the Neb 5,,
