0626047320141010,,626,473
,"SAN DIEGO STATE wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
San Diego State at 15:00,,SDSU,UNM
,"Jason Sanders kickoff for 43 yds , u""Kenny Galea'i"",  return for no gain to the SDSt 22",0,0
1st and 10 at SDSU 22,Donnel Pumphrey run for 4 yds to the SDSt 26,,
2nd and 6 at SDSU 26,"Pumphrey, Donnel rush for 7 yards to the SANDIEGOST33, PENALTY SANDIEGOST holding 10 yards to the SANDIEGOST16, NO PLAY.",,
2nd and 16 at SDSU 16,Donnel Pumphrey run for 4 yds to the SDSt 20,,
3rd and 12 at SDSU 20,Nick Bawden run for 15 yds to the SDSt 35 for a 1ST down,,
1st and 10 at SDSU 35,Donnel Pumphrey run for 2 yds to the SDSt 37,,
2nd and 8 at SDSU 37,Donnel Pumphrey run for 8 yds to the SDSt 45 for a 1ST down,,
1st and 10 at SDSU 45,Nick Bawden pass incomplete,,
2nd and 10 at SDSU 45,"SAN DIEGO ST Penalty, False Start (Daniel Brunskill) to the SDSt 40",,
2nd and 15 at SDSU 40,Nick Bawden pass incomplete,,
3rd and 15 at SDSU 40,Nick Bawden pass complete to Eric Judge for 43 yds to the NMex 17 for a 1ST down,,
1st and 10 at UNM 17,Chase Price run for 9 yds to the NMex 8,,
2nd and 1 at UNM 8,Chase Price run for 1 yd to the NMex 7 for a 1ST down,,
1st and Goal at UNM 7,Chase Price run for 3 yds to the NMex 4,,
2nd and Goal at UNM 4,Chase Price run for 1 yd to the NMex 3,,
3rd and Goal at UNM 3,Donnel Pumphrey run for a loss of 5 yards to the NMex 8,,
4th and Goal at UNM 8,Donny Hageman 25 yd FG GOOD,3,0
"SDSU DRIVE TOTALS: 14 plays, 70 yards, 6:24"
New Mexico at 8:36,,SDSU,UNM
,"Seamus McMorrow kickoff for 63 yds , David Anaya return for 19 yds to the NMex 21",3,0
1st and 10 at UNM 21,Jhurell Pressley run for 1 yd to the NMex 22,,
2nd and 9 at UNM 22,"NEW MEXICO Penalty, False Start (-5 Yards) to the NMex 17",,
2nd and 14 at UNM 17,David Anaya run for 31 yds to the NMex 48 for a 1ST down,,
1st and 10 at UNM 48,Cole Gautsche run for no gain to the NMex 48,,
2nd and 10 at UNM 48,Teriyon Gipson run for a loss of 1 yard to the NMex 47,,
3rd and 11 at UNM 47,Cole Gautsche pass complete to Teriyon Gipson for a loss of 1 yard to the NMex 46,,
4th and 12 at UNM 46,"Zack Rogers punt for 42 yds, fair catch by Lloyd Mills at the SDSt 12",,
"UNM DRIVE TOTALS: 5 plays, 25 yards, 3:30"
San Diego State at 5:06,,SDSU,UNM
1st and 10 at SDSU 12,Donnel Pumphrey run for no gain to the SDSt 12,3,0
2nd and 10 at SDSU 12,Nick Bawden pass complete to Eric Judge for 7 yds to the SDSt 19,,
3rd and 3 at SDSU 19,"Bawden, Nick pass incomplete, PENALTY NEWMEXICO offside 5 yards to the SANDIEGOST24, NO PLAY, 1ST DOWN SANDIEGOST. for a 1ST down",,
1st and 10 at SDSU 24,Donnel Pumphrey run for 3 yds to the SDSt 27,,
2nd and 7 at SDSU 27,Nick Bawden run for no gain to the SDSt 27,,
3rd and 7 at SDSU 27,Nick Bawden sacked by Chris Lee for a loss of 8 yards to the SDSt 19,,
