0254064620141018,,254,646
,"USA wins the toss, elects to receive. GSU will defend the south goal.",,
1st Quarter Play-by-Play
South Alabama at 15:00,,GSU,SOAL
,"Wil Lutz kickoff for 60 yds , T.J. Glover return for 19 yds to the SAlab 24",0,0
1st and 10 at USA 24,Brandon Bridge pass complete to Braedon Bowman for 6 yds to the SAlab 30,,
2nd and 4 at USA 30,Brandon Bridge run for 10 yds to the SAlab 40 for a 1ST down,,
1st and 10 at USA 40,Jay Jones run for 2 yds to the SAlab 42,,
2nd and 8 at USA 42,Jay Jones run for 8 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Brandon Bridge pass incomplete,,
2nd and 10 at 50,Brandon Bridge run for 4 yds to the GeoSt 46,,
3rd and 6 at GAST 46,Brandon Bridge pass complete to Wes Saxton for 6 yds to the GeoSt 40 for a 1ST down,,
1st and 10 at GAST 40,Jay Jones run for 8 yds to the GeoSt 32,,
2nd and 2 at GAST 32,Jay Jones run for 1 yd to the GeoSt 31,,
3rd and 1 at GAST 31,Kendall Houston run for 3 yds to the GeoSt 28 for a 1ST down,,
1st and 10 at GAST 28,Brandon Bridge pass incomplete,,
2nd and 10 at GAST 28,Brandon Bridge run for 7 yds to the GeoSt 21,,
3rd and 3 at GAST 21,Xavier Johnson run for 3 yds to the GeoSt 18 for a 1ST down,,
1st and 10 at GAST 18,Brandon Bridge pass incomplete to Wes Saxton,,
2nd and 10 at GAST 18,Xavier Johnson run for 13 yds to the GeoSt 5 for a 1ST down,,
1st and Goal at GAST 5,"Brandon Bridge run for 5 yds for a TD, (Aleem Sunanon KICK)",0,7
"USA DRIVE TOTALS: 16 plays, 76 yards, 5:41"
Georgia State at 9:19,,GSU,SOAL
,"Aleem Sunanon kickoff for 47 yds , Keith Rucker return for 16 yds to the GeoSt 34",0,7
1st and 10 at GAST 34,Gerald Howse run for 9 yds to the GeoSt 43,,
2nd and 1 at GAST 43,Gerald Howse run for 2 yds to the GeoSt 45 for a 1ST down,,
1st and 10 at GAST 45,Nick Arbuckle pass complete to Donovan Harden for 7 yds to the SAlab 48,,
2nd and 3 at USA 48,Gerald Howse run for 4 yds to the SAlab 44 for a 1ST down,,
1st and 10 at USA 44,"Nick Arbuckle pass complete to Donovan Harden for 44 yds for a TD, (Wil Lutz KICK)",7,7
"GAST DRIVE TOTALS: 5 plays, 66 yards, 1:36"
South Alabama at 7:43,,GSU,SOAL
,Wil Lutz kickoff for 65 yds for a touchback,7,7
1st and 10 at USA 25,Brandon Bridge run for a loss of 5 yards to the SAlab 20,,
2nd and 15 at USA 20,"Brandon Bridge pass incomplete to Wes Saxton, broken up by Joseph Peterson",,
3rd and 15 at USA 20,Terrance Timmons run for 1 yd to the SAlab 21,,
4th and 14 at USA 21,"Brandon McKee punt for 56 yds, fair catch by Donovan Harden at the GeoSt 23",,
"USA DRIVE TOTALS: 3 plays, -4 yards, 1:19"
Georgia State at 6:24,,GSU,SOAL
1st and 10 at GAST 23,Gerald Howse run for 2 yds to the GeoSt 25,7,7
2nd and 8 at GAST 25,Nick Arbuckle pass complete to Robert Davis for 7 yds to the GeoSt 32,,
3rd and 1 at GAST 32,Nick Arbuckle run for 9 yds to the GeoSt 41 for a 1ST down,,
1st and 10 at GAST 41,Nick Arbuckle pass incomplete,,
2nd and 10 at GAST 41,"Nick Arbuckle pass complete to Donovan Harden for no gain Donovan Harden fumbled, forced by Roman Buchanan, recovered by SAlab Davin Hawkins",,
"GAST DRIVE TOTALS: 5 plays, 22 yards, 1:33"
South Alabama at 4:51,,GSU,SOAL
1st and 10 at GAST 45,Brandon Bridge pass complete to Xavier Johnson for 7 yds to the GeoSt 38,7,7
2nd and 3 at GAST 38,Xavier Johnson run for 11 yds to the GeoSt 27 for a 1ST down,,
1st and 10 at GAST 27,Brandon Bridge run for 1 yd to the GeoSt 26,,
2nd and 9 at GAST 26,Brandon Bridge pass incomplete,,
3rd and 9 at GAST 26,Brandon Bridge pass incomplete to Shavarez Smith,,
4th and 9 at GAST 26,Aleem Sunanon 43 yd FG GOOD,7,10
"USA DRIVE TOTALS: 6 plays, 19 yards, 1:34"
