0709033120141104,,709,331
1st Quarter Play-by-Play
Toledo at 15:00,,TOL,KSU
,Anthony Melchiori kickoff for 65 yds for a touchback,0,0
1st and 10 at TOL 25,Kareem Hunt run for 5 yds to the Toled 30,,
2nd and 5 at TOL 30,Kareem Hunt run for 18 yds to the Toled 48 for a 1ST down,,
1st and 10 at TOL 48,Kareem Hunt run for 8 yds to the KntSt 44,,
2nd and 2 at KENT 44,Terry Swanson run for 16 yds to the KntSt 28 for a 1ST down,,
1st and 10 at KENT 28,Terry Swanson run for 7 yds to the KntSt 21,,
2nd and 3 at KENT 21,Kareem Hunt run for a loss of 2 yards to the KntSt 23,,
3rd and 5 at KENT 23,Logan Woodside pass complete to Kareem Hunt for 7 yds to the KntSt 16 for a 1ST down,,
1st and 10 at KENT 16,Logan Woodside pass complete to Alonzo Russell for 5 yds to the KntSt 11,,
2nd and 5 at KENT 11,Kareem Hunt run for 2 yds to the KntSt 9,,
3rd and 3 at KENT 9,Logan Woodside pass incomplete to Alonzo Russell,,
4th and 3 at KENT 9,Jeremiah Detmer 26 yd FG GOOD,3,0
"TOL DRIVE TOTALS: 11 plays, 66 yards, 5:06"
Kent State at 9:54,,TOL,KSU
,"Jeremiah Detmer kickoff for 58 yds , Ernest Calhoun return for 22 yds to the KntSt 29",3,0
1st and 10 at KENT 29,Nick Holley run for 12 yds to the KntSt 41 for a 1ST down,,
1st and 10 at KENT 41,Colin Reardon pass incomplete,,
2nd and 10 at KENT 41,Colin Reardon pass incomplete to Kris White,,
3rd and 10 at KENT 41,"Reardon, Colin pass incomplete to Humphrey, Chris, PENALTY TOLEDO pass interference (Dukes, Chris) 13 yards to the TOLEDO46, NO PLAY, 1ST DOWN KENTST. for a 1ST down",,
1st and 10 at TOL 46,Colin Reardon pass complete to Casey Pierce for 12 yds to the Toled 34 for a 1ST down,,
1st and 10 at TOL 34,"KENT ST Penalty, False Start (Kris White) to the Toled 39",,
1st and 15 at TOL 39,"KENT ST Penalty, Illegal Formation (-5 Yards) to the Toled 44",,
1st and 20 at TOL 44,Colin Reardon pass complete to James Brooks for 6 yds to the Toled 38,,
2nd and 14 at TOL 38,Colin Reardon pass incomplete,,
3rd and 14 at TOL 38,Colin Reardon pass incomplete,,
4th and 14 at TOL 38,Anthony Melchiori punt for 38 yds for a touchback,,
"KENT DRIVE TOTALS: 7 plays, 33 yards, 2:23"
Toledo at 7:31,,TOL,KSU
