0473047220140920,,473,472
1st Quarter Play-by-Play
New Mexico at 15:00,,UNM,NMSU
,Alex Louthan kickoff for 65 yds for a touchback,0,0
1st and 10 at UNM 25,Teriyon Gipson run for 6 yds to the NMex 31,,
2nd and 4 at UNM 31,Teriyon Gipson run for 12 yds to the NMex 43 for a 1ST down,,
1st and 10 at UNM 43,Teriyon Gipson run for 6 yds to the NMex 49,,
2nd and 4 at UNM 49,Cole Gautsche pass incomplete to N/A,,
3rd and 4 at UNM 49,Cole Gautsche run for 1 yd to the 50 yard line,,
4th and 3 at 50,"Zack Rogers punt for 35 yds, punt out-of-bounds at the NMxSt 15",,
"UNM DRIVE TOTALS: 5 plays, 25 yards, 2:27"
New Mexico State at 12:33,,UNM,NMSU
1st and 10 at NMSU 15,Tyler Rogers pass complete to Adam Shapiro for 2 yds to the NMxSt 17,0,0
2nd and 8 at NMSU 17,Larry Rose III run for a loss of 2 yards to the NMxSt 15,,
3rd and 10 at NMSU 15,Tyler Rogers pass complete to Adam Shapiro for 23 yds to the NMxSt 38 for a 1ST down,,
1st and 10 at NMSU 38,Tyler Rogers pass complete to Joseph Matthews for 3 yds to the NMxSt 41,,
2nd and 7 at NMSU 41,Tyler Rogers pass complete to Teldrick Morgan for 3 yds to the NMxSt 44,,
3rd and 4 at NMSU 44,Tyler Rogers pass complete to Larry Rose III for 13 yds to the NMex 43 for a 1ST down,,
1st and 10 at UNM 43,Larry Rose III run for a loss of 2 yards to the NMex 45,,
2nd and 12 at UNM 45,Tyler Rogers run for 9 yds to the NMex 36,,
3rd and 3 at UNM 36,Brandon Betancourt run for 1 yd to the NMex 35,,
4th and 2 at UNM 35,Tyler Rogers pass complete to Joshua Bowen for 5 yds to the NMex 30 for a 1ST down,,
1st and 10 at UNM 30,Tyler Rogers pass complete to Joseph Matthews for 5 yds to the NMex 25,,
2nd and 5 at UNM 25,Tyler Rogers pass complete to Joseph Matthews for 4 yds to the NMex 21,,
3rd and 1 at UNM 21,Larry Rose III run for 8 yds to the NMex 13 for a 1ST down,,
1st and 10 at UNM 13,Larry Rose III run for 1 yd to the NMex 12,,
2nd and 9 at UNM 12,Tyler Rogers pass incomplete to Brandon Betancourt,,
3rd and 9 at UNM 12,Tyler Rogers pass intercepted Dakota Cox return for 16 yds to the NMex 26,,
"NMSU DRIVE TOTALS: 16 plays, 73 yards, 5:20"
New Mexico at 7:13,,UNM,NMSU
1st and 10 at UNM 26,Teriyon Gipson run for 6 yds to the NMex 32,0,0
2nd and 4 at UNM 32,Crusoe Gongbay run for 37 yds to the NMxSt 31 for a 1ST down,,
1st and 10 at NMSU 31,Cole Gautsche run for 11 yds to the NMxSt 20 for a 1ST down,,
1st and 10 at NMSU 20,"NEW MEXICO Penalty, false start (Teriyon Gipson) to the NMxSt 25",,
1st and 15 at NMSU 25,"Cole Gautsche run for a loss of 1 yard to the NMxSt 26 Cole Gautsche fumbled, recovered by NMex Cole Gautsche",,
2nd and 16 at NMSU 26,Carlos Wiggins run for a loss of 3 yards to the NMxSt 29,,
3rd and 19 at NMSU 29,Cole Gautsche pass complete to Marquis Bundy for 6 yds to the NMxSt 23,,
4th and 13 at NMSU 23,Zack Rogers 40 yd FG MISSED,,
"UNM DRIVE TOTALS: 7 plays, 51 yards, 4:03"
New Mexico State at 3:10,,UNM,NMSU
1st and 10 at NMSU 23,Larry Rose III run for 2 yds to the NMxSt 25,0,0
2nd and 8 at NMSU 25,Larry Rose III run for 1 yd to the NMxSt 26,,
3rd and 7 at NMSU 26,"NEW MEXICO ST Penalty, false start (Andy Cunningham) to the NMxSt 20",,
