0697000820141018,,697,8
,"ALABAMA wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Alabama at 15:00,,TA&M,ALA
1st and 10 at ALA 25,Blake Sims pass complete to DeAndrew White for 17 yds to the Alab 42 for a 1ST down,0,0
1st and 10 at ALA 42,Blake Sims pass complete to Amari Cooper for 8 yds to the 50 yard line,,
2nd and 2 at 50,Blake Sims pass complete to Amari Cooper for 22 yds to the TexAM 28 for a 1ST down,,
1st and 10 at TA&M 28,Blake Sims pass complete to DeAndrew White for 4 yds to the TexAM 24,,
2nd and 6 at TA&M 24,T.J. Yeldon run for 5 yds to the TexAM 19,,
3rd and 1 at TA&M 19,"T.J. Yeldon run for 7 yds to the TexAM 12 for a 1ST down TEXAS A&M Penalty, Illegal Use of Hands (Alonzo Williams) to the TexAM 6 for a 1ST down",,
1st and Goal at TA&M 6,Blake Sims pass incomplete to O.J. Howard,,
2nd and Goal at TA&M 6,T.J. Yeldon run for 2 yds to the TexAM 4,,
3rd and Goal at TA&M 4,"Blake Sims pass incomplete to Amari Cooper, broken up by Deshazor Everett",,
4th and Goal at TA&M 4,Adam Griffith 21 yd FG GOOD,0,3
"ALA DRIVE TOTALS: 10 plays, 71 yards, 3:53"
Texas A&M at 11:07,,TA&M,ALA
,Adam Griffith kickoff for 65 yds for a touchback,0,3
1st and 10 at TA&M 25,Kenny Hill pass complete to Malcome Kennedy for 3 yds to the TexAM 28,,
2nd and 7 at TA&M 28,Kenny Hill pass complete to Malcome Kennedy for 3 yds to the TexAM 31,,
3rd and 4 at TA&M 31,Kenny Hill sacked by Xzavier Dickson and Jonathan Allen for a loss of 3 yards to the TexAM 28,,
4th and 7 at TA&M 28,"Drew Kaser punt for 45 yds, fair catch by Christion Jones at the Alab 27",,
"TAMU DRIVE TOTALS: 3 plays, 3 yards, 1:37"
Alabama at 9:30,,TA&M,ALA
1st and 10 at ALA 28,T.J. Yeldon run for 4 yds to the Alab 32,0,3
2nd and 6 at ALA 32,Blake Sims run for 1 yd to the Alab 33,,
3rd and 5 at ALA 33,Blake Sims pass complete to Amari Cooper for 8 yds to the Alab 41 for a 1ST down,,
1st and 10 at ALA 41,Blake Sims pass incomplete to DeAndrew White,,
2nd and 10 at ALA 41,T.J. Yeldon run for 5 yds to the Alab 46,,
3rd and 5 at ALA 46,Blake Sims pass complete to Amari Cooper for 7 yds to the TexAM 47 for a 1ST down,,
1st and 10 at TA&M 47,Blake Sims pass complete to T.J. Yeldon for 17 yds to the TexAM 30 for a 1ST down,,
1st and 10 at TA&M 30,Blake Sims pass incomplete to Amari Cooper,,
2nd and 10 at TA&M 30,T.J. Yeldon run for 9 yds to the TexAM 21,,
3rd and 1 at TA&M 21,Blake Sims pass complete to Jalston Fowler for 12 yds to the TexAM 9 for a 1ST down,,
1st and Goal at TA&M 9,"T.J. Yeldon run for 9 yds for a TD, (Adam Griffith KICK)",0,10
"ALA DRIVE TOTALS: 11 plays, 72 yards, 4:52"
Texas A&M at 4:38,,TA&M,ALA
,Adam Griffith kickoff for 65 yds for a touchback,0,10
1st and 10 at TA&M 25,Tra Carson run for a loss of 1 yard to the TexAM 24,,
2nd and 11 at TA&M 24,Kenny Hill pass complete to Speedy Noil for 6 yds to the TexAM 30,,
3rd and 5 at TA&M 30,"Kenny Hill pass incomplete to Tra Carson, broken up by Trey DePriest",,
4th and 5 at TA&M 30,"Drew Kaser punt for 55 yds , Christion Jones returns for 1 yd to the Alab 16",,
"TAMU DRIVE TOTALS: 3 plays, 5 yards, 1:19"
Alabama at 3:19,,TA&M,ALA
1st and 10 at ALA 16,Blake Sims run for 9 yds to the Alab 25,0,10
2nd and 1 at ALA 25,Derrick Henry run for 5 yds to the Alab 30 for a 1ST down,,
1st and 10 at ALA 30,Blake Sims pass complete to T.J. Yeldon for 17 yds to the Alab 47 for a 1ST down,,
1st and 10 at ALA 47,Derrick Henry run for 11 yds to the TexAM 42 for a 1ST down,,
1st and 10 at TA&M 42,Derrick Henry run for 7 yds to the TexAM 35,,
2nd and 3 at TA&M 35,T.J. Yeldon run for 31 yds to the TexAM 4 for a 1ST down,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Alabama at 15:00,,TA&M,ALA
1st and Goal at TA&M 4,T.J. Yeldon run for 2 yds to the TexAM 2,0,10
2nd and Goal at TA&M 2,Blake Sims run for 1 yd to the TexAM 1,,
3rd and Goal at TA&M 1,"Blake Sims pass incomplete to Amari Cooper, broken up by Deshazor Everett",,
4th and Goal at TA&M 1,"T.J. Yeldon run for 1 yd for a TD, (Adam Griffith KICK)",0,17
