0726064620141128,,726,646
1st Quarter Play-by-Play
South Alabama at 15:00,,NAVY,SOAL
,"Austin Grebe kickoff for 61 yds , T.J. Glover return for 23 yds to the SAlab 27",0,0
1st and 10 at USA 27,Terrance Timmons run for 3 yds to the SAlab 30,,
2nd and 7 at USA 30,Brandon Bridge pass complete to Jereme Jones for a loss of 2 yards to the SAlab 28,,
3rd and 9 at USA 28,"Brandon Bridge pass complete to Danny Woodson for 13 yds to the Navy 41 for a 1ST down NAVY Penalty, personal foul (15 Yards) to the Navy 44 for a 1ST down",,
1st and 10 at NAVY 44,Brandon Bridge pass complete to Danny Woodson for 14 yds to the Navy 30 for a 1ST down,,
1st and 10 at NAVY 30,Xavier Johnson run for 18 yds to the Navy 12 for a 1ST down,,
1st and 10 at NAVY 12,"Xavier Johnson run for 4 yds to the Navy 7 Xavier Johnson fumbled, forced by Jordan Drake,",,
2nd and 5 at NAVY 7,Kendall Houston run for 3 yds to the Navy 4,,
3rd and 2 at NAVY 4,"Terrance Timmons run for 4 yds for a TD, (Aleem Sunanon KICK)",0,7
"USA DRIVE TOTALS: 8 plays, 73 yards, 4:04"
Navy at 10:56,,NAVY,SOAL
,"Aleem Sunanon kickoff for 64 yds , Demond Brown return for 18 yds to the Navy 19",0,7
1st and 10 at NAVY 19,Noah Copeland run for 2 yds to the Navy 21,,
2nd and 8 at NAVY 21,Noah Copeland run for 4 yds to the Navy 25,,
3rd and 4 at NAVY 25,"DeBrandon Sanders run for 54 yds to the Navy 25 DeBrandon Sanders fumbled, recovered by SAlab Maleki Harris",,
"NAVY DRIVE TOTALS: 3 plays, 6 yards, 1:23"
South Alabama at 9:33,,NAVY,SOAL
1st and 10 at NAVY 25,Kendall Houston run for 3 yds to the Navy 22,0,7
2nd and 7 at NAVY 22,Brandon Bridge pass incomplete,,
3rd and 7 at NAVY 22,Brandon Bridge pass complete to Shavarez Smith for 5 yds to the Navy 17,,
4th and 2 at NAVY 17,Aleem Sunanon 34 yd FG GOOD,0,10
"USA DRIVE TOTALS: 4 plays, 8 yards, 1:23"
Navy at 8:10,,NAVY,SOAL
,"Aleem Sunanon kickoff for 50 yds , Toneo Gulley return for 21 yds to the Navy 36",0,10
1st and 10 at NAVY 36,Noah Copeland run for 2 yds to the Navy 38,,
2nd and 8 at NAVY 38,Ryan Williams-Jenkins run for 6 yds to the Navy 44,,
3rd and 2 at NAVY 44,Keenan Reynolds run for 1 yd to the Navy 45,,
4th and 1 at NAVY 45,Keenan Reynolds run for no gain to the Navy 45,,
"NAVY DRIVE TOTALS: 4 plays, 9 yards, 1:50"
South Alabama at 6:20,,NAVY,SOAL
1st and 10 at NAVY 45,Xavier Johnson run for a loss of 1 yard to the Navy 46,0,10
2nd and 11 at NAVY 46,"Brandon Bridge pass intercepted for a 1ST down Myer Krah return for 31 yds to the SAlab 15 for a 1ST down NAVY Penalty, illegal block (15 Yards) to the SAlab 14 for a 1ST down",,
"USA DRIVE TOTALS: 2 plays, -1 yard, 0:48"
Navy at 5:32,,NAVY,SOAL
1st and 10 at USA 14,Noah Copeland run for 1 yd to the SAlab 13,0,10
2nd and 9 at USA 13,"Noah Copeland run for 13 yds for a TD, (Austin Grebe KICK)",7,10
"NAVY DRIVE TOTALS: 2 plays, 14 yards, 0:36"
South Alabama at 4:56,,NAVY,SOAL
,"Austin Grebe kickoff for 65 yds , T.J. Glover return for 26 yds to the SAlab 26",7,10
1st and 10 at USA 26,Kendall Houston run for 5 yds to the SAlab 31,,
2nd and 5 at USA 31,Kendall Houston run for 7 yds to the SAlab 38 for a 1ST down,,
1st and 10 at USA 38,Brandon Bridge run for a loss of 2 yards to the SAlab 36,,
2nd and 12 at USA 36,Terrance Timmons run for 44 yds to the Navy 20 for a 1ST down,,
1st and 10 at NAVY 20,Kendall Houston run for 4 yds to the Navy 16,,
2nd and 6 at NAVY 16,Brandon Bridge pass incomplete to Shavarez Smith,,
3rd and 6 at NAVY 16,Brandon Bridge pass complete to Danny Woodson for 8 yds to the Navy 8 for a 1ST down,,
1st and Goal at NAVY 8,Kendall Houston run for 5 yds to the Navy 3,,
2nd and Goal at NAVY 3,"Brandon Bridge pass complete to Shavarez Smith for 3 yds for a TD, (Aleem Sunanon KICK)",7,17
"USA DRIVE TOTALS: 9 plays, 74 yards, 4:21"
Navy at 0:35,,NAVY,SOAL
,"Aleem Sunanon kickoff for 63 yds , Demond Brown return for 42 yds to the Navy 44",7,17
1st and 10 at NAVY 44,Keenan Reynolds sacked by Theo Rich for a loss of 5 yards to the Navy 39,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Navy at 15:00,,NAVY,SOAL
2nd and 15 at NAVY 39,Ryan Williams-Jenkins run for 8 yds to the Navy 47,7,17
3rd and 7 at NAVY 47,Keenan Reynolds run for 15 yds to the SAlab 38 for a 1ST down,,
1st and 10 at USA 38,Chris Swain run for 1 yd to the SAlab 37,,
2nd and 9 at USA 37,Demond Brown run for 6 yds to the SAlab 31,,
3rd and 3 at USA 31,Geoffrey Whiteside run for a loss of 2 yards to the SAlab 33,,
,"Timeout NAVY, clock 12:18",,
4th and 5 at USA 33,Jamir Tillman run for 3 yds to the SAlab 30,,
"NAVY DRIVE TOTALS: 7 plays, 26 yards, 3:27"
South Alabama at 12:08,,NAVY,SOAL
1st and 10 at USA 30,Terrance Timmons run for 2 yds to the SAlab 32,7,17
2nd and 8 at USA 32,Brandon Bridge pass complete to Wes Saxton for 1 yd to the SAlab 33,,
3rd and 7 at USA 33,Brandon Bridge pass complete to Jereme Jones for 13 yds to the SAlab 46 for a 1ST down,,
1st and 10 at USA 46,Brandon Bridge pass complete to Shavarez Smith for 4 yds to the 50 yard line,,
2nd and 6 at 50,Kendall Houston run for 7 yds to the Navy 43 for a 1ST down,,
1st and 10 at NAVY 43,Brandon Bridge pass incomplete to Jake Howton,,
2nd and 10 at NAVY 43,Brandon Bridge pass complete to Terrance Timmons for 6 yds to the Navy 37,,
3rd and 4 at NAVY 37,Brandon Bridge pass intercepted George Jamison return for 13 yds to the Navy 26,,
"USA DRIVE TOTALS: 8 plays, 33 yards, 3:23"
Navy at 8:45,,NAVY,SOAL
1st and 10 at NAVY 26,Noah Copeland run for 5 yds to the Navy 31,7,17
2nd and 5 at NAVY 31,Noah Copeland run for 2 yds to the Navy 33,,
3rd and 3 at NAVY 33,"Keenan Reynolds run for 67 yds for a TD, (Austin Grebe KICK)",14,17
"NAVY DRIVE TOTALS: 3 plays, 74 yards, 1:13"
South Alabama at 7:32,,NAVY,SOAL
,"Austin Grebe kickoff for 60 yds , T.J. Glover return for 19 yds to the SAlab 24",14,17
1st and 10 at USA 24,Kendall Houston run for 15 yds to the SAlab 39 for a 1ST down,,
