0257003120141018,,257,31
,"ARKANSAS wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Arkansas at 15:00,,GA,ARK
,Marshall Morgan kickoff for 65 yds for a touchback,0,0
1st and 10 at ARK 25,Jonathan Williams run for 7 yds to the Ark 32,,
2nd and 3 at ARK 32,Jonathan Williams run for no gain to the Ark 32,,
3rd and 3 at ARK 32,Brandon Allen run for 3 yds to the Ark 35 for a 1ST down,,
1st and 10 at ARK 35,Alex Collins run for 3 yds to the Ark 38,,
2nd and 7 at ARK 38,Alex Collins run for 6 yds to the Ark 44,,
3rd and 1 at ARK 44,Jonathan Williams run for 3 yds to the Ark 47 for a 1ST down,,
1st and 10 at ARK 47,Brandon Allen pass complete to Cody Hollister for 17 yds to the Geo 36 for a 1ST down,,
1st and 10 at UGA 36,Jonathan Williams run for 5 yds to the Geo 31,,
2nd and 5 at UGA 31,Alex Collins run for 6 yds to the Geo 25 for a 1ST down,,
1st and 10 at UGA 25,Brandon Allen run for 4 yds to the Geo 21,,
2nd and 6 at UGA 21,Jonathan Williams run for 11 yds to the Geo 10 for a 1ST down,,
1st and Goal at UGA 10,Jonathan Williams run for 9 yds to the Geo 1,,
2nd and Goal at UGA 1,"Alex Collins run for 1 yd for a TD, (John Henson BLOCKED)",0,6
"ARK DRIVE TOTALS: 13 plays, 75 yards, 7:51"
Georgia at 7:09,,GA,ARK
,"Adam McFain kickoff for 60 yds , Isaiah McKenzie return for 21 yds to the Geo 26",0,6
1st and 10 at UGA 26,Hutson Mason pass complete to Chris Conley for 48 yds to the Ark 26 for a 1ST down,,
1st and 10 at ARK 26,Hutson Mason pass complete to Michael Bennett for 18 yds to the Ark 8 for a 1ST down,,
1st and Goal at ARK 8,Nick Chubb run for 5 yds to the Ark 3,,
2nd and Goal at ARK 3,Nick Chubb run for 2 yds to the Ark 1,,
3rd and Goal at ARK 1,"Hutson Mason run for 1 yd for a TD, (Marshall Morgan KICK)",7,6
"UGA DRIVE TOTALS: 5 plays, 74 yards, 1:28"
Arkansas at 5:41,,GA,ARK
,Marshall Morgan on-side kick recovered by ARKANSAS at the Geo 45,7,6
1st and 10 at UGA 45,"Brandon Allen sacked by Damian Swann for a loss of 10 yards to the Ark 45 Brandon Allen fumbled, recovered by Ark Hunter Henry , return for 0 yards",,
2nd and 20 at ARK 45,Brandon Allen sacked by Leonard Floyd for a loss of 13 yards to the Ark 32,,
3rd and 33 at ARK 32,Jonathan Williams run for 11 yds to the Ark 43,,
4th and 22 at ARK 43,"Sam Irwin-Hill punt for 28 yds, downed at the Geo 29",,
"ARK DRIVE TOTALS: 3 plays, -12 yards, 2:22"
Georgia at 3:19,,GA,ARK
1st and 10 at UGA 29,Hutson Mason pass incomplete,7,6
2nd and 10 at UGA 29,Nick Chubb run for 18 yds to the Geo 47 for a 1ST down,,
1st and 10 at UGA 47,Hutson Mason sacked by Braylon Mitchell for a loss of 1 yard to the Geo 46,,
2nd and 11 at UGA 46,Hutson Mason pass incomplete to Reggie Davis,,
,"Timeout GEORGIA, clock 02:05",,
3rd and 11 at UGA 46,Hutson Mason pass complete to Chris Conley for 26 yds to the Ark 28 for a 1ST down,,
1st and 10 at ARK 28,Hutson Mason pass complete to Chris Conley for 14 yds to the Ark 14 for a 1ST down,,
1st and 10 at ARK 14,Nick Chubb run for a loss of 3 yards to the Ark 17,,
2nd and 13 at ARK 17,"Hutson Masonu"" sacked by Henre' Toliver for a loss of 4 yards to the Ark 21""",,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Georgia at 15:00,,GA,ARK
3rd and 17 at ARK 21,Hutson Mason run for 1 yd to the Ark 20,7,6
4th and 16 at ARK 20,Marshall Morgan 37 yd FG GOOD,10,6
"UGA DRIVE TOTALS: 10 plays, 51 yards, 3:58"
Arkansas at 14:21,,GA,ARK
,Marshall Morgan kickoff for 65 yds for a touchback,10,6
1st and 10 at ARK 25,Jonathan Williams run for 4 yds to the Ark 29,,
2nd and 6 at ARK 29,"Jonathan Williams run for no gain to the Ark 29 Jonathan Williams fumbled, forced by Damian Swann, recovered by Ark",,
3rd and 6 at ARK 29,Brandon Allen pass complete to AJ Derby for 14 yds to the Ark 43 for a 1ST down,,
1st and 10 at ARK 43,Brandon Allen pass incomplete to Hunter Henry,,
2nd and 10 at ARK 43,Alex Collins run for a loss of 1 yard to the Ark 42,,
3rd and 11 at ARK 42,Brandon Allen pass incomplete,,
,"Timeout GEORGIA, clock 11:26",,
4th and 11 at ARK 42,"Sam Irwin-Hill punt for 34 yds, fair catch by Isaiah McKenzie at the Geo 24",,
"ARK DRIVE TOTALS: 6 plays, 17 yards, 3:02"
Georgia at 11:19,,GA,ARK
1st and 10 at UGA 24,Nick Chubb run for 6 yds to the Geo 30,10,6
2nd and 4 at UGA 30,Nick Chubb run for 8 yds to the Geo 38 for a 1ST down,,
1st and 10 at UGA 38,Hutson Mason pass incomplete,,
2nd and 10 at UGA 38,Nick Chubb run for 3 yds to the Geo 41,,
3rd and 7 at UGA 41,"Hutson Mason pass incomplete to Malcolm Mitchell for a 1ST down ARKANSAS Penalty, Unsportsmanlike Conduct (Tevin Mitchel) to the Ark 43 for a 1ST down",,
1st and 10 at ARK 43,Hutson Mason pass incomplete to Michael Bennett,,
2nd and 10 at ARK 43,"Nick Chubb run for 43 yds for a TD, (Marshall Morgan KICK)",17,6
"UGA DRIVE TOTALS: 7 plays, 76 yards, 2:14"
Arkansas at 9:05,,GA,ARK
,"Marshall Morgan kickoff for 65 yds , Eric Hawkins return for 18 yds to the Ark 18",17,6
1st and 10 at ARK 18,Alex Collins run for 4 yds to the Ark 22,,
2nd and 6 at ARK 22,Alex Collins run for 3 yds to the Ark 25,,
,"Timeout ARKANSAS, clock 07:49",,
3rd and 3 at ARK 25,Brandon Allen pass incomplete,,
4th and 3 at ARK 25,"Sam Irwin-Hill punt for 37 yds, fair catch by Reggie Davis at the Geo 38",,
"ARK DRIVE TOTALS: 3 plays, 7 yards, 1:29"
Georgia at 7:36,,GA,ARK
1st and 10 at UGA 38,Hutson Mason pass complete to Nick Chubb for 8 yds to the Geo 46,17,6
2nd and 2 at UGA 46,Nick Chubb run for 5 yds to the Ark 49 for a 1ST down,,
1st and 10 at ARK 49,Nick Chubb run for 33 yds to the Ark 16 for a 1ST down,,
1st and 10 at ARK 16,Nick Chubb run for 4 yds to the Ark 12,,
2nd and 6 at ARK 12,"Hutson Mason pass complete to Michael Bennett for 6 yds to the Ark 6 for a 1ST down ARKANSAS Penalty, Personal Foul (Braylon Mitchell) to the Ark 3 for a 1ST down",,
1st and Goal at ARK 3,"Nick Chubb run for 3 yds for a TD, (Marshall Morgan KICK)",24,6
"UGA DRIVE TOTALS: 6 plays, 62 yards, 2:01"
Arkansas at 5:35,,GA,ARK
,"Marshall Morgan kickoff for 65 yds , Eric Hawkins return for 20 yds to the ARKANSAS 45 ARKANSAS Penalty, Offensive Holding (NA) to the Ark 10",24,6
1st and 10 at ARK 10,"Alex Collins run for a loss of 3 yards to the Ark 7 Alex Collins fumbled, recovered by Geo Leonard Floyd",,
"ARK DRIVE TOTALS: 1 play, -3 yards, 0:14"
Georgia at 5:21,,GA,ARK
1st and Goal at ARK 7,"Hutson Mason pass complete to Michael Bennett for 7 yds for a TD, (Marshall Morgan KICK)",31,6
"UGA DRIVE TOTALS: 1 play, 7 yards, 0:04"
Arkansas at 5:17,,GA,ARK
,Marshall Morgan kickoff for 65 yds for a touchback,31,6
1st and 10 at ARK 25,Jonathan Williams run for 24 yds to the Ark 49 for a 1ST down,,
1st and 10 at ARK 49,Jonathan Williams run for no gain to the Ark 49,,
2nd and 10 at ARK 49,Brandon Allen pass complete to AJ Derby for 8 yds to the Geo 43,,
3rd and 2 at UGA 43,Kody Walker run for 5 yds to the Geo 38 for a 1ST down,,
,"Timeout ARKANSAS, clock 03:16",,
1st and 10 at UGA 38,Brandon Allen pass incomplete,,
2nd and 10 at UGA 38,Kody Walker run for 4 yds to the Geo 34,,
3rd and 6 at UGA 34,Brandon Allen pass incomplete to Keon Hatcher,,
4th and 6 at UGA 34,"Brandon Allen sacked by Jordan Jenkins for a loss of 12 yards Brandon Allen fumbled, forced by Jordan Jenkins, recovered by Geo Dominick Sanders , return for 0 yards , return for 54 yds, (Marshall Morgan KICK)",38,6
"ARK DRIVE TOTALS: 8 plays, 29 yards, 3:09"
Arkansas at 2:08,,GA,ARK
,"Marshall Morgan kickoff for 65 yds , Eric Hawkins return for 27 yds to the Ark 27",38,6
1st and 10 at ARK 27,Kody Walker run for 6 yds to the Ark 33,,
2nd and 4 at ARK 33,Brandon Allen pass complete to Keon Hatcher for 10 yds to the Ark 43 for a 1ST down,,
1st and 10 at ARK 43,Brandon Allen pass complete to Jared Cornelius for 13 yds to the Geo 44 for a 1ST down,,
1st and 10 at UGA 44,Brandon Allen pass complete to Hunter Henry for 5 yds to the Geo 39,,
2nd and 5 at UGA 39,"GEORGIA Penalty, Defensive Offside (Leonard Floyd) to the Geo 34 for a 1ST down",,
1st and 10 at UGA 34,Brandon Allen pass complete to Jared Cornelius for 14 yds to the Geo 20 for a 1ST down,,
1st and 10 at UGA 20,Brandon Allen pass incomplete,,
2nd and 10 at UGA 20,Brandon Allen pass incomplete to Jared Cornelius,,
3rd and 10 at UGA 20,"Brandon Allen pass intercepted, touchback. Damian Swann return for no gain",,
"ARK DRIVE TOTALS: 8 plays, 53 yards, 1:36"
Georgia at 0:32,,GA,ARK
1st and 10 at UGA 20,TEAM run for a loss of 1 yard to the Geo 19,38,6
,End of 2nd Quarter,,
"UGA DRIVE TOTALS: 1 play, -1 yard, 0:32"
3rd Quarter Play-by-Play
Georgia at 15:00,,GA,ARK
,"Adam McFain kickoff for 65 yds , Isaiah McKenzie return for 48 yds to the Geo 48",38,6
1st and 10 at UGA 48,Nick Chubb run for 13 yds to the Ark 39 for a 1ST down,,
1st and 10 at ARK 39,Nick Chubb run for 4 yds to the Ark 35,,
2nd and 6 at ARK 35,Nick Chubb run for 3 yds to the Ark 32,,
3rd and 3 at ARK 32,Nick Chubb run for a loss of 2 yards to the Ark 34,,
,"Timeout GEORGIA, clock 12:20",,
4th and 5 at ARK 34,Nick Chubb run for 4 yds to the Ark 30,,
"UGA DRIVE TOTALS: 5 plays, 22 yards, 2:45"
Arkansas at 12:15,,GA,ARK
1st and 10 at ARK 29,Jonathan Williams run for no gain to the Ark 29,38,6
2nd and 10 at ARK 29,Brandon Allen pass complete to Demetrius Wilson for 9 yds to the Ark 38,,
3rd and 1 at ARK 38,Jonathan Williams run for 6 yds to the Ark 44 for a 1ST down,,
1st and 10 at ARK 44,Brandon Allen pass complete to Demetrius Wilson for 16 yds to the Geo 40 for a 1ST down,,
1st and 10 at UGA 40,Brandon Allen pass complete to Alex Collins for 1 yd to the Geo 39,,
2nd and 9 at UGA 39,Alex Collins run for 4 yds to the Geo 35,,
3rd and 5 at UGA 35,Jonathan Williams run for 5 yds to the Geo 30 for a 1ST down,,
1st and 10 at UGA 30,"ARKANSAS Penalty, Unsportsmanlike Conduct (Demetrius Wilson) to the Geo 45",,
1st and 10 at UGA 45,"Brandon Allen pass complete to Jonathan Williams for 6 yds to the Geo 39 for a 1ST down GEORGIA Penalty, Personal Foul (NA) to the Geo 24 for a 1ST down",,
1st and 10 at UGA 24,Brandon Allen pass incomplete to Cody Hollister,,
2nd and 10 at UGA 24,Jonathan Williams run for 13 yds to the Geo 11 for a 1ST down,,
1st and 10 at UGA 11,Jonathan Williams run for 3 yds to the Geo 8,,
2nd and 7 at UGA 8,Keon Hatcher 8 Yd pass from Brandon Allen (Two-Point Run Conversion Failed),38,12
"ARK DRIVE TOTALS: 12 plays, 71 yards, 5:45"
Georgia at 6:30,,GA,ARK
,Adam McFain kickoff for 65 yds for a touchback,38,12
1st and 10 at UGA 25,Nick Chubb run for a loss of 5 yards to the Geo 20,,
2nd and 15 at UGA 20,Hutson Mason pass complete to Malcolm Mitchell for 12 yds to the Geo 32,,
3rd and 3 at UGA 32,Hutson Mason pass incomplete,,
4th and 3 at UGA 32,"Collin Barber punt for 30 yds, downed at the ARKANSAS 38 GEORGIA Penalty, Illegal Formation (NA) to the Ark 43",,
"UGA DRIVE TOTALS: 3 plays, 7 yards, 1:21"
Arkansas at 5:09,,GA,ARK
1st and 10 at ARK 43,"Brandon Allen pass complete to Demetrius Wilson for 4 yds to the Geo 47 for a 1ST down GEORGIA Penalty, Personal Foul (NA) to the Geo 38 for a 1ST down",38,12
1st and 10 at UGA 38,Brandon Allen pass complete to Hunter Henry for 28 yds to the Geo 10 for a 1ST down,,
1st and Goal at UGA 10,"Alex Collins run for 2 yds to the Geo 8 ARKANSAS Penalty, Personal Foul (NA) to the Geo 23",,
1st and Goal at UGA 23,Brandon Allen pass complete to Hunter Henry for 17 yds to the Geo 6,,
2nd and Goal at UGA 6,Brandon Allen pass incomplete,,
3rd and Goal at UGA 6,Brandon Allen pass complete to Jonathan Williams for 2 yds to the Geo 4,,
4th and Goal at UGA 4,"Brandon Allen pass complete to Hunter Henry for 4 yds for a TD, (John Henson KICK), (Adam McFain KICK)",38,19
"ARK DRIVE TOTALS: 7 plays, 57 yards, 3:04"
Georgia at 2:05,,GA,ARK
,"Adam McFain kickoff for 65 yds , Isaiah McKenzie return for 24 yds to the Geo 24 ARKANSAS Penalty, Personal Foul (NA) to the Geo 39",38,19
1st and 10 at UGA 39,Nick Chubb run for 1 yd to the Geo 40,,
2nd and 9 at UGA 40,Hutson Mason pass complete to Chris Conley for 4 yds to the Geo 44,,
3rd and 5 at UGA 44,Hutson Mason pass incomplete to Chris Conley,,
4th and 5 at UGA 44,"Collin Barber punt for 41 yds, downed at the Ark 15",,
"UGA DRIVE TOTALS: 3 plays, 5 yards, 1:48"
Arkansas at 0:17,,GA,ARK
1st and 10 at ARK 15,Jonathan Williams run for 3 yds to the Ark 18,38,19
,End of 3rd Quarter,,
4th Quarter Play-by-Play
Arkansas at 15:00,,GA,ARK
2nd and 7 at ARK 18,"GEORGIA Penalty, Defensive Pass Interference (NA) to the Ark 34 for a 1ST down",38,19
1st and 10 at ARK 34,Brandon Allen pass incomplete,,
2nd and 10 at ARK 34,Brandon Allen pass incomplete,,
3rd and 10 at ARK 34,Brandon Allen pass intercepted Quincy Mauger return for 8 yds to the Ark 42,,
"ARK DRIVE TOTALS: 4 plays, 19 yards, 0:43"
Georgia at 14:34,,GA,ARK
1st and 10 at ARK 42,Nick Chubb run for 7 yds to the Ark 35,38,19
2nd and 3 at ARK 35,Nick Chubb run for a loss of 1 yard to the Ark 36,,
3rd and 4 at ARK 36,"Hutson Mason pass complete to Chris Conley for 36 yds for a TD, (Marshall Morgan KICK)",45,19
"UGA DRIVE TOTALS: 3 plays, 42 yards, 1:26"
Arkansas at 13:08,,GA,ARK
,Marshall Morgan kickoff for 65 yds for a touchback,45,19
1st and 10 at ARK 25,Jonathan Williams run for 4 yds to the Ark 29,,
2nd and 6 at ARK 29,Brandon Allen pass incomplete,,
3rd and 6 at ARK 29,Brandon Allen pass complete to Hunter Henry for 38 yds to the Geo 33 for a 1ST down,,
1st and 10 at UGA 33,"ARKANSAS Penalty, False Start (Mitch Smothers) to the Geo 38",,
1st and 15 at UGA 38,Brandon Allen pass complete to Keon Hatcher for 5 yds to the Geo 33,,
2nd and 10 at UGA 33,Brandon Allen pass complete to Cody Hollister for 4 yds to the Geo 29,,
3rd and 6 at UGA 29,Brandon Allen pass complete to Jared Cornelius for 7 yds to the Geo 22 for a 1ST down,,
1st and 10 at UGA 22,Brandon Allen pass complete to Drew Morgan for 18 yds to the Geo 4 for a 1ST down,,
1st and Goal at UGA 4,"Brandon Allen pass complete to Kendrick Edwards for 4 yds for a TD, (Adam McFain KICK)",45,26
"ARK DRIVE TOTALS: 8 plays, 75 yards, 3:08"
Georgia at 10:00,,GA,ARK
,Adam McFain on-side kick recovered by GEORGIA at the Ark 47,45,26
1st and 10 at ARK 47,Nick Chubb run for 1 yd to the Ark 46,,
2nd and 9 at ARK 46,Nick Chubb run for 5 yds to the Ark 41,,
3rd and 4 at ARK 41,Nick Chubb run for 2 yds to the Ark 39,,
4th and 2 at ARK 39,"GEORGIA Penalty, Delay of Game (NA) to the Ark 44",,
4th and 7 at ARK 44,"Adam Erickson punt for 34 yds, fair catch by D.J. Dean at the Ark 10",,
"UGA DRIVE TOTALS: 3 plays, 3 yards, 2:24"
Arkansas at 7:36,,GA,ARK
1st and 10 at ARK 10,"GEORGIA Penalty, Defensive Pass Interference (NA) to the Ark 25 for a 1ST down",45,26
1st and 10 at ARK 25,Brandon Allen pass incomplete,,
2nd and 10 at ARK 25,Brandon Allen pass complete to Keon Hatcher for 6 yds to the Ark 31,,
3rd and 4 at ARK 31,"GEORGIA Penalty, Personal Foul (Leonard Floyd) to the Ark 46 for a 1ST down",,
1st and 10 at ARK 46,Brandon Allen pass complete to Jonathan Williams for 4 yds to the 50 yard line,,
2nd and 6 at 50,Brandon Allen pass complete to Keon Hatcher for 7 yds to the Geo 43 for a 1ST down,,
1st and 10 at UGA 43,Brandon Allen pass incomplete,,
2nd and 10 at UGA 43,Brandon Allen pass complete to AJ Derby for 23 yds to the Geo 20 for a 1ST down,,
1st and 10 at UGA 20,Brandon Allen pass incomplete,,
2nd and 10 at UGA 20,"GEORGIA Penalty, Defensive Holding (NA) to the Geo 10 for a 1ST down",,
1st and Goal at UGA 10,Brandon Allen pass complete to Jared Cornelius for 4 yds to the Geo 6,,
2nd and Goal at UGA 6,Alex Collins 6 Yd Run (Two-Point Run Conversion Failed),45,32
"ARK DRIVE TOTALS: 9 plays, 90 yards, 2:31"
Georgia at 5:05,,GA,ARK
,John Henson kickoff for 29 yds,45,32
1st and 10 at UGA 36,Nick Chubb run for 11 yds to the Geo 47 for a 1ST down,,
1st and 10 at UGA 47,Nick Chubb run for 5 yds to the Ark 48,,
,"Timeout ARKANSAS, clock 04:16",,
2nd and 5 at ARK 48,Nick Chubb run for 8 yds to the Ark 40 for a 1ST down,,
1st and 10 at ARK 40,Nick Chubb run for 3 yds to the Ark 37,,
,"Timeout ARKANSAS, clock 03:26",,
3rd and 5 at ARK 35,Nick Chubb run for 14 yds to the Ark 21 for a 1ST down,,
1st and 10 at ARK 21,Brendan Douglas run for 2 yds to the Ark 19,,
2nd and 8 at ARK 19,Brendan Douglas run for 7 yds to the Ark 12,,
3rd and 1 at ARK 12,Brendan Douglas run for 1 yd to the Ark 11 for a 1ST down,,
1st and 10 at ARK 11,TEAM run for a loss of 1 yard to the Ark 12,,
,End of 4th Quarter,,
"UGA DRIVE TOTALS: 10 plays, 52 yards, 5:05"
