0110075620141108,,110,756
1st Quarter Play-by-Play
UCLA at 15:00,,UCLA,UW
,"Cameron Van Winkle kickoff for 37 yds , Myles Jack return for 6 yds to the UCLA 34",0,0
1st and 10 at UCLA 34,Brett Hundley pass complete to Jordan Payton for 9 yds to the UCLA 43,,
2nd and 1 at UCLA 43,Brett Hundley pass incomplete to Thomas Duarte,,
3rd and 1 at UCLA 43,Paul Perkins run for 4 yds to the UCLA 47 for a 1ST down,,
1st and 10 at UCLA 47,"Brett Hundley pass incomplete, broken up by John Tim",,
2nd and 10 at UCLA 47,Brett Hundley pass complete to Paul Perkins for 2 yds to the UCLA 49,,
3rd and 8 at UCLA 49,"Brett Hundley sacked by u""Haoli Kikaha"",  for a loss of 4 yards to the UCLA 45",,
4th and 12 at UCLA 45,"Matt Mengel punt for 52 yds , Dante Pettis returns for 5 yds to the Wash 8",,
"UCLA DRIVE TOTALS: 6 plays, 11 yards, 2:07"
Washington at 12:53,,UCLA,UW
1st and 10 at WASH 8,Shaq Thompson run for 2 yds to the Wash 10,0,0
2nd and 8 at WASH 10,Cyler Miles pass complete to Joshua Perkins for 5 yds to the Wash 15,,
3rd and 3 at WASH 15,Cyler Miles pass incomplete to Dante Pettis,,
4th and 3 at WASH 15,"Korey Durkee punt for 53 yds , Ishmael Adams returns for 13 yds to the UCLA 45",,
"WASH DRIVE TOTALS: 3 plays, 7 yards, 1:16"
UCLA at 11:37,,UCLA,UW
1st and 10 at UCLA 45,Paul Perkins run for 7 yds to the Wash 48,0,0
2nd and 3 at WASH 48,Brett Hundley pass complete to Jordan Payton for 17 yds to the Wash 31 for a 1ST down,,
1st and 10 at WASH 31,Paul Perkins run for 13 yds to the Wash 18 for a 1ST down,,
1st and 10 at WASH 18,Paul Perkins run for 3 yds to the Wash 15,,
2nd and 7 at WASH 15,"Brett Hundley pass complete to Paul Perkins for 5 yds Paul Perkins fumbled, recovered by UCLA",,
3rd and 2 at WASH 10,Brett Hundley pass complete to Devin Fuller for 6 yds to the Wash 4 for a 1ST down,,
1st and Goal at WASH 4,"u""Brett Hundley 4 Yd Run (Ka'imi Fairbairn Kick)""",7,0
"UCLA DRIVE TOTALS: 7 plays, 55 yards, 2:10"
Washington at 9:27,,UCLA,UW
,"u""Ka'imi Fairbairn"",  kickoff for 60 yds , John Ross return for 19 yds to the Wash 24",7,0
1st and 10 at WASH 24,"WASHINGTON Penalty, Delay of Game (Cyler Miles) to the Wash 19",,
1st and 15 at WASH 19,Cyler Miles run for 1 yd to the Wash 20,,
2nd and 14 at WASH 20,Cyler Miles pass incomplete to Jaydon Mickens,,
3rd and 14 at WASH 20,Cyler Miles run for no gain to the Wash 20,,
4th and 14 at WASH 20,"Korey Durkee punt for 47 yds , Ishmael Adams returns for 10 yds to the UCLA 43",,
"WASH DRIVE TOTALS: 3 plays, -4 yards, 1:34"
UCLA at 7:53,,UCLA,UW
1st and 10 at UCLA 43,"u""Kenneth Walker 57 Yd pass from Brett Hundley (Ka'imi Fairbairn Kick)""",14,0
"UCLA DRIVE TOTALS: 1 play, 57 yards, 0:09"
Washington at 7:44,,UCLA,UW
,"u""Ka'imi Fairbairn"",  kickoff for 63 yds , John Ross return for 18 yds to the Wash 20",14,0
1st and 10 at WASH 20,Shaq Thompson run for 9 yds to the Wash 29,,
2nd and 1 at WASH 29,Shaq Thompson run for 4 yds to the Wash 33 for a 1ST down,,
1st and 10 at WASH 33,Shaq Thompson run for 4 yds to the Wash 37,,
2nd and 6 at WASH 37,"Thompson, Shaq rush for 1 yard to the WASHINGTON38, PENALTY WASHINGTON personal foul (Tanigawa, Colin) 15 yards to the WASHINGTON22, NO PLAY.",,
2nd and 21 at UCLA 22,"Cyler Miles pass complete to Deontae Cooper for 36 yds to the WASHINGTON 42 for a 1ST down WASHINGTON Penalty, Offensive Holding (Jaydon Mickens) to the Wash 48 for a 1ST down",,
1st and 10 at WASH 48,Dwayne Washington run for 3 yds to the UCLA 49,,
2nd and 7 at UCLA 49,Cyler Miles pass complete to Brayden Lenius for 28 yds to the UCLA 21 for a 1ST down,,
1st and 10 at UCLA 21,Jaydon Mickens run for a loss of 10 yards to the UCLA 31,,
2nd and 20 at UCLA 31,Cyler Miles pass complete to DiAndre Campbell for 13 yds to the UCLA 18,,
3rd and 7 at UCLA 18,Cyler Miles pass complete to Kendyl Taylor for 8 yds to the UCLA 10 for a 1ST down,,
1st and Goal at UCLA 10,Cyler Miles run for 7 yds to the UCLA 3,,
2nd and Goal at UCLA 3,Cyler Miles pass incomplete to Joshua Perkins,,
3rd and Goal at UCLA 3,Cyler Miles pass incomplete,,
4th and Goal at UCLA 3,Cameron Van Winkle 20 Yd Field Goal,14,3
"WASH DRIVE TOTALS: 13 plays, 77 yards, 5:14"
UCLA at 2:30,,UCLA,UW
,"Tristan Vizcaino kickoff for 50 yds , Mossi Johnson return for 11 yds to the UCLA 26",14,3
1st and 10 at UCLA 26,Paul Perkins run for 1 yd to the UCLA 27,,
2nd and 9 at UCLA 27,Jordon James run for a loss of 5 yards to the UCLA 22,,
3rd and 14 at UCLA 22,Brett Hundley pass incomplete to Paul Perkins,,
4th and 14 at UCLA 22,"Matt Mengel punt for 28 yds, fair catch by Dante Pettis at the 50 yard line",,
"UCLA DRIVE TOTALS: 3 plays, -4 yards, 1:25"
Washington at 1:05,,UCLA,UW
1st and 10 at 50,Cyler Miles run for 19 yds to the UCLA 31 for a 1ST down,14,3
1st and 10 at UCLA 31,Shaq Thompson run for 7 yds to the UCLA 24,,
2nd and 3 at UCLA 24,Shaq Thompson run for 8 yds to the UCLA 16 for a 1ST down,,
1st and 10 at UCLA 16,Shaq Thompson run for 7 yds to the UCLA 9,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Washington at 15:00,,UCLA,UW
2nd and 3 at UCLA 9,Shaq Thompson run for 3 yds to the UCLA 6 for a 1ST down,14,3
1st and Goal at UCLA 6,Cyler Miles 6 Yd Run (Cameron Van Winkle Kick),14,10
"WASH DRIVE TOTALS: 6 plays, 50 yards, 1:43"
UCLA at 14:22,,UCLA,UW
,"Cameron Van Winkle kickoff for 42 yds , Mossi Johnson return for 12 yds to the UCLA 35",14,10
1st and 10 at UCLA 35,Brett Hundley pass complete to Jordan Payton for 10 yds to the UCLA 45 for a 1ST down,,
1st and 10 at UCLA 45,Paul Perkins run for 4 yds to the UCLA 49,,
2nd and 6 at UCLA 49,Brett Hundley pass complete to Devin Fuller for 6 yds to the Wash 45 for a 1ST down,,
1st and 10 at WASH 45,Brett Hundley pass complete to Thomas Duarte for 17 yds to the Wash 28 for a 1ST down,,
1st and 10 at WASH 28,Myles Jack run for 6 yds to the Wash 22,,
2nd and 4 at WASH 22,Myles Jack run for 1 yd to the Wash 21,,
3rd and 3 at WASH 21,Brett Hundley pass complete to Paul Perkins for 4 yds to the Wash 17 for a 1ST down,,
1st and 10 at WASH 17,Brett Hundley run for 12 yds to the Wash 5 for a 1ST down,,
1st and Goal at WASH 5,"TEAM run for a loss of 1 yard to the Wash 6 TEAM fumbled, recovered by UCLA Scott Quessenberry",,
2nd and Goal at WASH 6,"u""Brett Hundley 6 Yd Run (Ka'imi Fairbairn Kick)""",21,10
"UCLA DRIVE TOTALS: 10 plays, 65 yards, 4:47"
Washington at 9:35,,UCLA,UW
,"u""Ka'imi Fairbairn"",  kickoff for 64 yds , John Ross return for 15 yds to the Wash 16",21,10
1st and 10 at WASH 16,Deontae Cooper run for no gain to the Wash 16,,
2nd and 10 at WASH 16,Cyler Miles pass complete to Kendyl Taylor for 4 yds to the Wash 20,,
3rd and 6 at WASH 20,Cyler Miles sacked by Deon Hollins for a loss of 8 yards to the Wash 12,,
4th and 14 at WASH 12,"Korey Durkee punt for 52 yds , Ishmael Adams returns for 6 yds to the UCLA 42",,
"WASH DRIVE TOTALS: 3 plays, -4 yards, 2:06"
UCLA at 7:29,,UCLA,UW
1st and 10 at UCLA 42,Brett Hundley pass complete to Jordan Payton for 7 yds to the UCLA 49,21,10
2nd and 3 at UCLA 49,Nate Starks run for 4 yds to the Wash 47 for a 1ST down,,
1st and 10 at WASH 47,Paul Perkins run for 2 yds to the Wash 45,,
2nd and 8 at WASH 45,"Brett Hundley pass incomplete to Paul Perkins, broken up by Cory Littleton",,
3rd and 8 at WASH 45,Brett Hundley pass complete to Mossi Johnson for 10 yds to the Wash 35 for a 1ST down,,
1st and 10 at WASH 35,Brett Hundley pass incomplete to Devin Fuller,,
2nd and 10 at WASH 35,Brett Hundley pass complete to Ahmaad Harris for 7 yds to the Wash 28,,
3rd and 3 at WASH 28,"u""Myles Jack 28 Yd Run (Ka'imi Fairbairn Kick)""",28,10
"UCLA DRIVE TOTALS: 8 plays, 58 yards, 2:06"
Washington at 5:23,,UCLA,UW
,"u""Ka'imi Fairbairn"",  kickoff for 63 yds , John Ross return for 42 yds to the Wash 44",28,10
1st and 10 at WASH 44,"Cyler Miles pass incomplete to Dante Pettis, broken up by Fabian Morea",,
2nd and 10 at WASH 44,"Cyler Miles pass complete to Dwayne Washington for a loss of 4 yards Dwayne Washington fumbled, recovered by Wash",,
3rd and 14 at WASH 40,Cyler Miles run for 12 yds to the UCLA 48,,
4th and 2 at UCLA 48,"WASHINGTON Penalty, Delay of Game (Jeff Lindquist) to the Wash 47",,
,"Timeout UCLA, clock 03:47",,
4th and 7 at WASH 47,"Korey Durkee punt for 38 yds, fair catch by Ishmael Adams at the UCLA 15",,
"WASH DRIVE TOTALS: 3 plays, 3 yards, 1:42"
UCLA at 3:41,,UCLA,UW
1st and 10 at UCLA 15,Paul Perkins run for 7 yds to the UCLA 22,28,10
2nd and 3 at UCLA 22,Brett Hundley pass complete to Devin Lucien for 9 yds to the UCLA 31 for a 1ST down,,
1st and 10 at UCLA 31,Brett Hundley pass incomplete to Devin Fuller,,
2nd and 10 at UCLA 31,Jordon James run for 8 yds to the UCLA 39,,
3rd and 2 at UCLA 39,Brett Hundley pass complete to Devin Fuller for 4 yds to the UCLA 43 for a 1ST down,,
1st and 10 at UCLA 43,Brett Hundley pass complete to Thomas Duarte for 5 yds to the UCLA 48,,
2nd and 5 at UCLA 48,Brett Hundley pass complete to Jordon James for 17 yds to the Wash 35 for a 1ST down,,
1st and 10 at WASH 35,Brett Hundley run for a loss of 2 yards to the Wash 37,,
,"Timeout UCLA, clock 00:48",,
2nd and 12 at WASH 37,Brett Hundley run for 5 yds to the Wash 32,,
3rd and 7 at WASH 32,Brett Hundley pass complete to Eldridge Massington for 19 yds to the Wash 13 for a 1ST down,,
1st and 10 at WASH 13,TEAM pass incomplete,,
2nd and 10 at WASH 13,Brett Hundley pass complete to Eldridge Massington for 3 yds to the Wash 10,,
3rd and 7 at WASH 10,"TEAM run for a loss of 2 yards to the Wash 12 TEAM fumbled, recovered by UCLA Paul Perkins",,
,"Timeout UCLA, clock 00:04",,
4th and 9 at WASH 12,"u""Ka'imi Fairbairn"",  30 Yd Field Goal",31,10
,End of 2nd Quarter,,
"UCLA DRIVE TOTALS: 14 plays, 73 yards, 3:41"
3rd Quarter Play-by-Play
Washington at 15:00,,UCLA,UW
,"u""Ka'imi Fairbairn"",  kickoff for 65 yds , John Ross return for 13 yds to the Wash 13",31,10
1st and 10 at WASH 13,Shaq Thompson run for 4 yds to the Wash 17,,
2nd and 6 at WASH 17,Shaq Thompson run for 5 yds to the Wash 22,,
3rd and 1 at WASH 22,Shaq Thompson run for 8 yds to the Wash 30 for a 1ST down,,
1st and 10 at WASH 30,Shaq Thompson run for 5 yds to the Wash 35,,
2nd and 5 at WASH 35,Cyler Miles pass complete to Joshua Perkins for 10 yds to the Wash 45 for a 1ST down,,
1st and 10 at WASH 45,Deontae Cooper run for 15 yds to the UCLA 40 for a 1ST down,,
1st and 10 at UCLA 40,Deontae Cooper run for 4 yds to the UCLA 36,,
2nd and 6 at UCLA 36,Deontae Cooper run for 8 yds to the UCLA 28 for a 1ST down,,
1st and 10 at UCLA 28,Dwayne Washington run for 2 yds to the UCLA 26,,
2nd and 8 at UCLA 26,Cyler Miles run for 1 yd to the UCLA 25,,
3rd and 7 at UCLA 25,"Deontae Cooper run for 1 yd to the UCLA 24 for a 1ST down UCLA Penalty, Face Mask (12 yards) (Myles Jack) to the UCLA 12 for a 1ST down",,
1st and 10 at UCLA 12,Jaydon Mickens run for a loss of 3 yards to the UCLA 15,,
2nd and 13 at UCLA 15,Deontae Cooper run for 1 yd to the UCLA 14,,
3rd and 12 at UCLA 14,"Cyler Miles sacked by Takkarist McKinley for a loss of 16 yards to the UCLA 30 Cyler Miles fumbled, forced by Takkarist McKinley, recovered by Wash James Atoe , return for 0 yards",,
4th and 28 at UCLA 30,Cameron Van Winkle 47 Yd Field Goal,31,13
"WASH DRIVE TOTALS: 15 plays, 57 yards, 6:20"
UCLA at 8:40,,UCLA,UW
,"Tristan Vizcaino kickoff for 64 yds , Mossi Johnson return for 25 yds to the UCLA 26",31,13
1st and 10 at UCLA 26,Paul Perkins run for 8 yds to the UCLA 34,,
2nd and 2 at UCLA 34,Brett Hundley pass complete to Devin Fuller for 2 yds to the UCLA 36 for a 1ST down,,
1st and 10 at UCLA 36,Brett Hundley pass complete to Paul Perkins for 8 yds to the UCLA 44,,
2nd and 2 at UCLA 44,Paul Perkins run for 12 yds to the Wash 44 for a 1ST down,,
1st and 10 at WASH 44,Jordon James run for 11 yds to the Wash 33 for a 1ST down,,
1st and 10 at WASH 33,Jordon James run for 5 yds to the Wash 28,,
2nd and 5 at WASH 28,Brett Hundley pass complete to Jordan Payton for 13 yds to the Wash 15 for a 1ST down,,
1st and 10 at WASH 15,"u""Mossi Johnson 15 Yd pass from Brett Hundley (Ka'imi Fairbairn Kick)""",38,13
"UCLA DRIVE TOTALS: 8 plays, 74 yards, 2:38"
Washington at 6:02,,UCLA,UW
1st and 10 at UCLA 35,John Ross 100 Yd Kickoff Return (Cameron Van Winkle Kick),38,20
"WASH DRIVE TOTALS: 0 plays, 0 yards, 0:15"
UCLA at 5:47,,UCLA,UW
,"Tristan Vizcaino kickoff for 54 yds , Ishmael Adams return for 22 yds to the UCLA 33",38,20
1st and 10 at UCLA 33,"Hundley, Brett pass incomplete to Walker, Kenneth, PENALTY WASHINGTON pass interference (Hale, Naijiel) 15 yards to the UCLA48, NO PLAY, 1ST DOWN UCLA. for a 1ST down",,
1st and 10 at UCLA 48,Myles Jack run for 3 yds to the Wash 49,,
2nd and 7 at WASH 49,Brett Hundley pass complete to Eldridge Massington for 9 yds to the Wash 40 for a 1ST down,,
1st and 10 at WASH 40,Brett Hundley pass incomplete to Eldridge Massington,,
2nd and 10 at WASH 40,Brett Hundley pass complete to Thomas Duarte for 12 yds to the Wash 28 for a 1ST down,,
1st and 10 at WASH 28,Paul Perkins run for no gain to the Wash 28,,
2nd and 10 at WASH 28,Brett Hundley pass complete to Kenneth Walker for 8 yds to the Wash 20,,
,"Timeout WASHINGTON, clock 03:09",,
3rd and 2 at WASH 20,Paul Perkins run for 1 yd to the Wash 19,,
4th and 1 at WASH 19,"u""Ka'imi Fairbairn"",  37 Yd Field Goal",41,20
"UCLA DRIVE TOTALS: 8 plays, 48 yards, 3:20"
Washington at 2:27,,UCLA,UW
,"u""Ka'imi Fairbairn"",  kickoff for 65 yds for a touchback",41,20
1st and 10 at WASH 25,Cyler Miles pass complete to Dante Pettis for 9 yds to the Wash 34,,
2nd and 1 at WASH 34,Cyler Miles run for 7 yds to the Wash 41 for a 1ST down,,
1st and 10 at WASH 41,Cyler Miles pass complete to Jaydon Mickens for 2 yds to the Wash 43,,
2nd and 8 at WASH 43,Cyler Miles pass complete to Dante Pettis for 6 yds to the Wash 49,,
3rd and 2 at WASH 49,Cyler Miles run for 5 yds to the UCLA 46 for a 1ST down,,
1st and 10 at UCLA 46,Shaq Thompson run for 11 yds to the UCLA 35 for a 1ST down,,
1st and 10 at UCLA 35,Shaq Thompson run for 1 yd to the UCLA 34,,
2nd and 9 at UCLA 34,Dwayne Washington run for 8 yds to the UCLA 26,,
,End of 3rd Quarter,,
4th Quarter Play-by-Play
Washington at 15:00,,UCLA,UW
3rd and 1 at UCLA 26,Cyler Miles pass complete to Joshua Perkins for 13 yds to the UCLA 13 for a 1ST down,41,20
1st and 10 at UCLA 13,Cyler Miles run for 1 yd to the UCLA 12,,
2nd and 9 at UCLA 12,Dwayne Washington 12 Yd Run (Cameron Van Winkle Kick),41,27
"WASH DRIVE TOTALS: 11 plays, 75 yards, 3:30"
UCLA at 13:57,,UCLA,UW
,"Cameron Van Winkle kickoff for 57 yds , Ishmael Adams return for 29 yds to the UCLA 37",41,27
1st and 10 at UCLA 37,Paul Perkins run for 7 yds to the UCLA 44,,
2nd and 3 at UCLA 44,Brett Hundley pass complete to Devin Fuller for 10 yds to the Wash 46 for a 1ST down,,
1st and 10 at WASH 46,"Perkins, Paul rush for loss of 2 yards to the WASHINGTON48, PENALTY WASHINGTON substitution infraction 5 yards to the WASHINGTON41, NO PLAY.",,
1st and 5 at WASH 41,Paul Perkins run for 13 yds to the Wash 28 for a 1ST down,,
1st and 10 at WASH 28,"UCLA Penalty, False Start (-5 Yards) to the Wash 33",,
1st and 15 at WASH 33,Jordon James run for 2 yds to the Wash 31,,
2nd and 13 at WASH 31,Brett Hundley pass complete to Jordon James for 11 yds to the Wash 20,,
3rd and 2 at WASH 20,Paul Perkins run for 3 yds to the Wash 17 for a 1ST down,,
1st and 10 at WASH 17,"UCLA Penalty, Offensive Pass Interference (Devin Lucien) to the Wash 32",,
1st and 25 at WASH 32,Brett Hundley run for a loss of 3 yards to the Wash 35,,
2nd and 28 at WASH 35,Brett Hundley pass complete to Devin Fuller for no gain to the Wash 35,,
3rd and 28 at WASH 35,Paul Perkins run for 7 yds to the Wash 28,,
,"Timeout UCLA, clock 08:35",,
4th and 21 at WASH 28,"u""Ka'imi Fairbairn"",  46 Yd Field Goal",44,27
"UCLA DRIVE TOTALS: 10 plays, 35 yards, 5:27"
Washington at 8:30,,UCLA,UW
,"u""Ka'imi Fairbairn"",  kickoff for 65 yds for a touchback",44,27
