0157065720141018,,157,657
,"SOUTHERN CAL wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
USC at 15:00,,COL,USC
,"Will Oliver kickoff for 64 yds , u""Adoree' Jackson"",  return for 15 yds to the USC 16",0,0
1st and 10 at USC 16,Cody Kessler pass complete to Darreus Rogers for 8 yds to the USC 24,,
2nd and 2 at USC 24,"USC Penalty, Offensive Holding (Max Tuerk) to the USC 14",,
2nd and 12 at USC 14,"COLORADO Penalty, Defensive Holding (NA) to the USC 24 for a 1ST down",,
1st and 10 at USC 24,Cody Kessler pass incomplete to JuJu Smith,,
2nd and 10 at USC 24,Javorius Allen run for 4 yds to the USC 28,,
3rd and 6 at USC 28,"COLORADO Penalty, Defensive Holding (NA) to the USC 38 for a 1ST down",,
1st and 10 at USC 38,Javorius Allen run for 2 yds to the USC 40,,
2nd and 8 at USC 40,Cody Kessler pass incomplete to Nelson Agholor,,
3rd and 8 at USC 40,Cody Kessler pass complete to Nelson Agholor for 17 yds to the Colo 43 for a 1ST down,,
1st and 10 at COLO 43,Cody Kessler pass complete to JuJu Smith for 12 yds to the Colo 31 for a 1ST down,,
1st and 10 at COLO 31,Justin Davis run for 9 yds to the Colo 22,,
2nd and 1 at COLO 22,Justin Davis run for 6 yds to the Colo 16 for a 1ST down,,
1st and 10 at COLO 16,"Cody Kessler pass complete to Nelson Agholor for 16 yds for a TD, (Alex Wood KICK)",0,7
"USC DRIVE TOTALS: 10 plays, 94 yards, 4:13"
Colorado at 10:47,,COL,USC
,"Alex Wood kickoff for 64 yds , Phillip Lindsay return for 24 yds to the Colo 25",0,7
1st and 10 at COLO 25,Tony Jones run for 18 yds to the Colo 43 for a 1ST down,,
1st and 10 at COLO 43,Tony Jones run for 12 yds to the USC 45 for a 1ST down,,
"COLO DRIVE TOTALS: 3 plays, 30 yards, 0:56"
USC at 9:51,,COL,USC
1st and 10 at COLO 47,Cody Kessler pass incomplete to Jahleel Pinner,0,7
