0754073220140927,,754,732
,"UTAH wins toss, DEFERS. WSU will RECEIVE. UTAH defends SOUTH.",,
1st Quarter Play-by-Play
Washington State at 15:00,,WSU,UTAH
,Andy Phillips kickoff for 65 yds for a touchback,0,0
1st and 10 at WSU 25,Jamal Morrow run for 11 yds to the WshSt 36 for a 1ST down,,
1st and 10 at WSU 36,Connor Halliday pass complete to Vince Mayle for a loss of 1 yard to the WshSt 35,,
2nd and 11 at WSU 35,Connor Halliday pass incomplete to Vince Mayle,,
3rd and 11 at WSU 35,Connor Halliday sacked by Jared Norris for a loss of 7 yards to the WshSt 28,,
4th and 18 at WSU 28,"Jordan Dascalo punt for 32 yds, punt out-of-bounds at the Utah 40",,
"WSU DRIVE TOTALS: 4 plays, 3 yards, 1:47"
Utah at 13:13,,WSU,UTAH
1st and 10 at UTAH 40,Travis Wilson pass complete to Kaelin Clay for 12 yds to the WshSt 48 for a 1ST down,0,0
1st and 10 at WSU 48,Travis Wilson pass incomplete,,
2nd and 10 at WSU 48,Travis Wilson pass incomplete to N/A,,
3rd and 10 at WSU 48,Travis Wilson pass complete to Kaelin Clay for 12 yds to the WshSt 36 for a 1ST down,,
1st and 10 at WSU 36,Bubba Poole run for 7 yds to the WshSt 29,,
2nd and 3 at WSU 29,Bubba Poole run for 2 yds to the WshSt 27,,
3rd and 1 at WSU 27,Bubba Poole run for 1 yd to the WshSt 26 for a 1ST down,,
1st and 10 at WSU 26,"UTAH Penalty, personal foul (N/A) to the WshSt 41",,
1st and 10 at WSU 41,Travis Wilson sacked by Jeremiah Allison and Kache Palacio for a loss of 9 yards to the 50 yard line,,
2nd and 19 at 50,Bubba Poole run for a loss of 2 yards to the Utah 48,,
3rd and 21 at UTAH 48,Travis Wilson pass incomplete to Bubba Poole,,
4th and 21 at UTAH 48,Tom Hackett punt for 47 yds,,
"UTAH DRIVE TOTALS: 10 plays, 8 yards, 3:05"
Washington State at 10:08,,WSU,UTAH
1st and 10 at WSU 5,"Connor Halliday pass intercepted for a TD Eric Rowe return for 11 yds for a TD, (Andy Phillips KICK)",0,7
"WSU DRIVE TOTALS: 1 play, 0 yards, 0:07"
Washington State at 10:01,,WSU,UTAH
,Andy Phillips kickoff for 65 yds for a touchback,0,7
1st and 10 at WSU 25,Connor Halliday pass incomplete to N/A,,
2nd and 10 at WSU 25,Connor Halliday pass complete to Vince Mayle for 1 yd to the WshSt 26,,
3rd and 9 at WSU 26,Connor Halliday pass incomplete to N/A,,
4th and 9 at WSU 26,"Jordan Dascalo punt for 32 yds , Kaelin Clay returns for 58 yds for a TD, (Andy Phillips KICK)",0,14
"WSU DRIVE TOTALS: 3 plays, 1 yard, 1:00"
Washington State at 9:01,,WSU,UTAH
,Andy Phillips kickoff for 65 yds for a touchback,0,14
1st and 10 at WSU 25,Connor Halliday pass complete to Dom Williams for 7 yds to the WshSt 32,,
2nd and 3 at WSU 32,Connor Halliday pass complete to River Cracraft for 6 yds to the WshSt 38 for a 1ST down,,
1st and 10 at WSU 38,"Connor Halliday pass complete to Robert Lewis for a loss of 3 yards to the WshSt 35 WASHINGTON ST Penalty, illegal motion ( Yards) declined",,
2nd and 13 at WSU 35,Connor Halliday pass complete to Vince Mayle for 5 yds to the WshSt 40,,
3rd and 8 at WSU 40,"Halliday,Connor pass complete to Myers, Isiah for 20 yards to the UTAH40 (Williams,Marcus), PENALTY WSU personal foul (Madison, Cole) 15 yards to the WSU25, NO PLAY.",,
3rd and 23 at WSU 25,"Halliday,Connor pass complete to Williams, Dom for 6 yards to the WSU31 (Orphey, Davion), PENALTY UTAH offside (Fanaika, Jason) 5 yards to the WSU30, NO PLAY.",,
3rd and 18 at WSU 30,"Connor Halliday pass incomplete to Vince Mayle, broken up by Dominique Hatfield",,
4th and 18 at WSU 30,"Jordan Dascalo punt for 52 yds, punt out-of-bounds at the Utah 18",,
"WSU DRIVE TOTALS: 5 plays, 5 yards, 2:37"
Utah at 6:24,,WSU,UTAH
1st and 10 at UTAH 18,Travis Wilson pass complete to Westlee Tonga for 6 yds to the Utah 24,0,14
2nd and 4 at UTAH 24,"Devontae Booker run for 76 yds for a TD, (Andy Phillips KICK)",0,21
"UTAH DRIVE TOTALS: 2 plays, 82 yards, 0:32"
Washington State at 5:46,,WSU,UTAH
,"Andy Phillips kickoff for 63 yds , Jamal Morrow return for 25 yds to the WshSt 27",0,21
1st and 10 at WSU 27,Connor Halliday pass complete to Rickey Galvin for 8 yds to the WshSt 35,,
2nd and 2 at WSU 35,Theron West run for 1 yd to the WshSt 36,,
3rd and 1 at WSU 36,Connor Halliday pass complete to Isiah Myers for 8 yds to the WshSt 44 for a 1ST down,,
1st and 10 at WSU 44,"Halliday,Connor pass intercepted by Blechen, Brian at the UTAH45, Blechen, Brian return to the WSU48 (Myers, Isiah), PENALTY UTAH pass interference (Thomas, Justin) 8 yards to the UTAH48, 1ST DOWN WSU, NO PLAY. for a 1ST down",,
1st and 10 at UTAH 48,Gerard Wicks run for 9 yds to the Utah 39,,
2nd and 1 at UTAH 39,Connor Halliday pass incomplete to Gerard Wicks,,
3rd and 1 at UTAH 39,Gerard Wicks run for 24 yds to the Utah 15 for a 1ST down,,
1st and 10 at UTAH 15,Connor Halliday pass incomplete to Vince Mayle,,
2nd and 10 at UTAH 15,Connor Halliday pass incomplete to Isiah Myers,,
3rd and 10 at UTAH 15,Connor Halliday pass complete to Isiah Myers for 5 yds to the Utah 10,,
4th and 5 at UTAH 10,Connor Halliday pass complete to Rickey Galvin for 4 yds to the Utah 6,,
"WSU DRIVE TOTALS: 10 plays, 67 yards, 3:27"
Utah at 2:19,,WSU,UTAH
1st and 10 at UTAH 6,Devontae Booker run for 5 yds to the Utah 11,0,21
2nd and 5 at UTAH 11,Devontae Booker run for 7 yds to the Utah 18 for a 1ST down,,
1st and 10 at UTAH 18,Devontae Booker run for 3 yds to the Utah 21,,
2nd and 7 at UTAH 21,Travis Wilson pass incomplete to Kaelin Clay,,
3rd and 7 at UTAH 21,Travis Wilson pass complete to Westlee Tonga for 5 yds to the Utah 26,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Utah at 15:00,,WSU,UTAH
4th and 2 at UTAH 26,"Tom Hackett punt for 53 yds , Rickey Galvin returns for 14 yds to the WshSt 35",0,21
"UTAH DRIVE TOTALS: 5 plays, 20 yards, 2:32"
Washington State at 14:47,,WSU,UTAH
1st and 10 at WSU 35,Jamal Morrow run for 6 yds to the WshSt 41,0,21
2nd and 4 at WSU 41,Connor Halliday pass complete to Jamal Morrow for 9 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,"Halliday,Connor pass incomplete to Mayle, Vince, PENALTY UTAH pass interference (Hatfield, Dom.) 15 yards to the UTAH35, 1ST DOWN WSU, NO PLAY. for a 1ST down",,
1st and 10 at UTAH 35,Connor Halliday pass incomplete to Vince Mayle,,
2nd and 10 at UTAH 35,Connor Halliday sacked by Jason Fanaika for a loss of 4 yards to the Utah 39,,
3rd and 14 at UTAH 39,Connor Halliday pass incomplete to Jamal Morrow,,
4th and 14 at UTAH 39,"Jordan Dascalo punt for 29 yds, downed at the Utah 10",,
"WSU DRIVE TOTALS: 5 plays, 26 yards, 2:26"
Utah at 12:21,,WSU,UTAH
1st and 10 at UTAH 10,Travis Wilson pass incomplete to N/A,0,21
2nd and 10 at UTAH 10,"Bubba Poole run for 1 yd to the Utah 11 UTAH Penalty, Offensive holding ( Yards) declined",,
3rd and 9 at UTAH 11,Travis Wilson pass incomplete to N/A,,
4th and 9 at UTAH 11,"Tom Hackett punt for 44 yds, fair catch by Rickey Galvin at the WshSt 45",,
"UTAH DRIVE TOTALS: 3 plays, 1 yard, 0:38"
Washington State at 11:43,,WSU,UTAH
1st and 10 at WSU 45,Connor Halliday pass incomplete to Isiah Myers,0,21
2nd and 10 at WSU 45,Connor Halliday pass incomplete to Gerard Wicks,,
3rd and 10 at WSU 45,Connor Halliday pass incomplete to Jamal Morrow,,
4th and 10 at WSU 45,"Jordan Dascalo punt for 43 yds , Kaelin Clay returns for 8 yds to the Utah 20",,
"WSU DRIVE TOTALS: 3 plays, 0 yards, 0:30"
Utah at 11:13,,WSU,UTAH
1st and 10 at UTAH 20,Kaelin Clay run for a loss of 2 yards to the Utah 18,0,21
2nd and 12 at UTAH 18,"Travis Wilson pass incomplete to Kaelin Clay, broken up by Charleston White",,
3rd and 12 at UTAH 18,Travis Wilson pass incomplete,,
4th and 12 at UTAH 18,"Tom Hackett punt for 53 yds , Rickey Galvin returns for no gain to the WshSt 29",,
"UTAH DRIVE TOTALS: 3 plays, -2 yards, 0:51"
Washington State at 10:22,,WSU,UTAH
1st and 10 at WSU 29,Gerard Wicks run for 2 yds to the WshSt 31,0,21
2nd and 8 at WSU 31,Connor Halliday pass incomplete to Vince Mayle,,
3rd and 8 at WSU 31,Connor Halliday pass complete to River Cracraft for 11 yds to the WshSt 42 for a 1ST down,,
1st and 10 at WSU 42,Connor Halliday pass complete to Gerard Wicks for 6 yds to the WshSt 48,,
2nd and 4 at WSU 48,Connor Halliday pass incomplete to Rickey Galvin,,
3rd and 4 at WSU 48,Connor Halliday pass complete to River Cracraft for 16 yds to the Utah 36 for a 1ST down,,
1st and 10 at UTAH 36,Gerard Wicks run for 6 yds to the Utah 30,,
2nd and 4 at UTAH 30,Connor Halliday pass incomplete to Isiah Myers,,
3rd and 4 at UTAH 30,Gerard Wicks run for a loss of 5 yards to the Utah 35,,
4th and 9 at UTAH 35,"Connor Halliday pass complete to Dom Williams for 35 yds for a TD, (Quentin Breshears KICK)",7,21
"WSU DRIVE TOTALS: 10 plays, 71 yards, 3:28"
Utah at 6:48,,WSU,UTAH
,"Erik Powell kickoff for 65 yds , Kaelin Clay return for 14 yds to the Utah 14",7,21
1st and 10 at UTAH 14,Devontae Booker run for 4 yds to the Utah 18,,
2nd and 6 at UTAH 18,Devontae Booker run for 2 yds to the Utah 20,,
3rd and 4 at UTAH 20,Travis Wilson pass complete to Kaelin Clay for 6 yds to the Utah 26 for a 1ST down,,
1st and 10 at UTAH 26,Devontae Booker run for 10 yds to the Utah 36 for a 1ST down,,
1st and 10 at UTAH 36,Devontae Booker run for 6 yds to the Utah 42,,
2nd and 4 at UTAH 42,Devontae Booker run for 8 yds to the 50 yard line for a 1ST down,,
,"Timeout WASHINGTON ST, clock 04:50",,
1st and 10 at 50,Travis Wilson pass complete to Kenneth Scott for 9 yds to the WshSt 41,,
2nd and 1 at WSU 41,Devontae Booker run for 10 yds to the WshSt 31 for a 1ST down,,
1st and 10 at WSU 31,Devontae Booker run for no gain to the WshSt 31,,
2nd and 10 at WSU 31,"Wilson, Travis pass incomplete to Tonga, Westlee, PENALTY UTAH personal foul (Booker,Devontae) 15 yards to the WSU46, NO PLAY.",,
2nd and 25 at WSU 46,Travis Wilson pass incomplete to Westlee Tonga,,
3rd and 25 at WSU 46,Travis Wilson pass complete to Tim Patrick for 17 yds to the WshSt 29,,
4th and 8 at WSU 29,Andy Phillips 46 yd FG MISSED,,
"UTAH DRIVE TOTALS: 12 plays, 57 yards, 3:57"
Washington State at 2:51,,WSU,UTAH
1st and 10 at WSU 29,Jamal Morrow run for 2 yds to the WshSt 31,7,21
2nd and 8 at WSU 31,Connor Halliday pass complete to Gerard Wicks for 1 yd to the WshSt 32,,
3rd and 7 at WSU 32,Connor Halliday pass complete to River Cracraft for 32 yds to the Utah 36 for a 1ST down,,
1st and 10 at UTAH 36,Connor Halliday pass intercepted Gionni Paul return for 7 yds to the Utah 45,,
"WSU DRIVE TOTALS: 4 plays, 35 yards, 1:23"
Utah at 1:28,,WSU,UTAH
1st and 10 at UTAH 45,"Wilson, Travis pass incomplete to Anderson, Dres, PENALTY WSU pass interference (White, C.) 15 yards to the WSU40, 1ST DOWN UTAH, NO PLAY. for a 1ST down",7,21
1st and 10 at WSU 40,Travis Wilson pass incomplete to Westlee Tonga,,
2nd and 10 at WSU 40,Travis Wilson run for 2 yds to the WshSt 38,,
3rd and 8 at WSU 38,Travis Wilson pass complete to Kenneth Scott for 11 yds to the WshSt 27 for a 1ST down,,
1st and 10 at WSU 27,"Booker,Devontae rush for 11 yards to the WSU16 (Brown, Daquawn), PENALTY UTAH holding (Asiata, Isaac) 10 yards to the WSU37, NO PLAY.",,
,"Timeout UTAH, clock 00:31",,
1st and 20 at WSU 37,"UTAH Penalty, false start (N/A) to the WshSt 42",,
1st and 25 at WSU 42,Travis Wilson pass complete to Devontae Booker for a loss of 4 yards to the WshSt 46,,
,"Timeout UTAH, clock 00:22",,
2nd and 29 at WSU 46,Travis Wilson run for 5 yds to the WshSt 41,,
,"Timeout UTAH, clock 00:15",,
3rd and 24 at WSU 41,Travis Wilson pass complete to Kenneth Scott for 12 yds to the WshSt 29,,
4th and 12 at WSU 29,Andy Phillips 46 yd FG GOOD,7,24
,End of 2nd Quarter,,
"UTAH DRIVE TOTALS: 7 plays, 26 yards, 1:23"
3rd Quarter Play-by-Play
Utah at 15:00,,WSU,UTAH
,Erik Powell kickoff for 65 yds for a touchback,7,24
1st and 10 at UTAH 25,Devontae Booker run for a loss of 2 yards to the Utah 23,,
2nd and 12 at UTAH 23,Devontae Booker run for 11 yds to the Utah 34,,
3rd and 1 at UTAH 34,Travis Wilson run for 9 yds to the Utah 43 for a 1ST down,,
1st and 10 at UTAH 43,Travis Wilson run for 1 yd to the Utah 44,,
2nd and 9 at UTAH 44,Kendal Thompson pass incomplete to Dres Anderson,,
3rd and 9 at UTAH 44,"Kendal Thompson pass incomplete to Kaelin Clay, broken up by Darius Lemora",,
4th and 9 at UTAH 44,"Tom Hackett punt for 30 yds , Rickey Galvin returns for 4 yds to the WshSt 30",,
"UTAH DRIVE TOTALS: 6 plays, 19 yards, 2:01"
Washington State at 12:59,,WSU,UTAH
1st and 10 at WSU 30,Gerard Wicks run for 6 yds to the WshSt 36,7,24
2nd and 4 at WSU 36,"Connor Halliday pass incomplete to Isiah Myers, broken up by Justin Thomas",,
3rd and 4 at WSU 36,Connor Halliday pass complete to Jamal Morrow for 12 yds to the WshSt 48 for a 1ST down,,
1st and 10 at WSU 48,Connor Halliday pass complete to Vince Mayle for 6 yds to the Utah 46,,
2nd and 4 at UTAH 46,Gerard Wicks run for 8 yds to the Utah 38 for a 1ST down,,
1st and 10 at UTAH 38,Connor Halliday pass complete to Isiah Myers for 3 yds to the Utah 35,,
2nd and 7 at UTAH 35,Connor Halliday pass complete to Gerard Wicks for 4 yds to the Utah 31,,
