0128016420141101,,128,164
1st Quarter Play-by-Play
Connecticut at 15:00,,UCF,CONN
,"Sean Galvin kickoff for 64 yds , Arkeel Newsome return for 15 yds to the UConn 16",0,0
1st and 10 at CONN 16,Chandler Whitmer run for 3 yds to the UConn 19,,
2nd and 7 at CONN 19,Deshon Foxx run for no gain to the UConn 19,,
3rd and 7 at CONN 19,Chandler Whitmer pass incomplete,,
4th and 7 at CONN 19,Justin Wain punt for 33 yds,,
"CONN DRIVE TOTALS: 3 plays, 3 yards, 1:29"
UCF at 13:31,,UCF,CONN
1st and 10 at UCF 48,William Stanback run for 19 yds to the UConn 33 for a 1ST down,0,0
1st and 10 at CONN 33,William Stanback run for 7 yds to the UConn 26,,
2nd and 3 at CONN 26,William Stanback run for 4 yds to the UConn 22 for a 1ST down,,
1st and 10 at CONN 22,William Stanback run for 3 yds to the UConn 19,,
2nd and 7 at CONN 19,William Stanback run for 3 yds to the UConn 16,,
3rd and 4 at CONN 16,William Stanback run for 3 yds to the UConn 13,,
4th and 1 at CONN 13,William Stanback run for a loss of 1 yard to the UConn 14,,
"UCF DRIVE TOTALS: 7 plays, 38 yards, 3:17"
Connecticut at 10:14,,UCF,CONN
1st and 10 at CONN 14,Chandler Whitmer pass complete to Deshon Foxx for 3 yds to the UConn 17,0,0
2nd and 7 at CONN 17,"Chandler Whitmer run for no gain to the UConn 19 Chandler Whitmer fumbled, recovered by UCF Terrance Plummer",,
"CONN DRIVE TOTALS: 2 plays, 5 yards, 0:41"
UCF at 9:33,,UCF,CONN
1st and 10 at CONN 19,William Stanback run for 2 yds to the UConn 17,0,0
2nd and 8 at CONN 17,"HOLMAN, Justin pass complete to PERRIMAN, B. for 17 yards to the UCONN0, clock 08:53, PENALTY UCF pass interference (PERRIMAN, B.) 15 yards to the UCONN32, NO PLAY.",,
2nd and 23 at CONN 32,Justin Holman pass complete to Jordan Akins for 22 yds to the UConn 10,,
3rd and 1 at CONN 10,William Stanback run for 7 yds to the UConn 3 for a 1ST down,,
1st and Goal at CONN 3,"William Stanback run for 3 yds for a TD, (Shawn Moffitt KICK)",7,0
"UCF DRIVE TOTALS: 4 plays, 19 yards, 1:55"
Connecticut at 7:38,,UCF,CONN
,"Sean Galvin kickoff for 59 yds , Arkeel Newsome return for 17 yds to the UConn 23",7,0
1st and 10 at CONN 23,Chandler Whitmer run for no gain to the UConn 23,,
,"Timeout CONNECTICUT, clock 07:12",,
2nd and 10 at CONN 23,Ron Johnson run for a loss of 1 yard to the UConn 22,,
3rd and 11 at CONN 22,Chandler Whitmer pass incomplete,,
4th and 11 at CONN 22,Justin Wain punt for 35 yds,,
"CONN DRIVE TOTALS: 3 plays, -1 yard, 1:23"
UCF at 6:15,,UCF,CONN
1st and 10 at UCF 43,William Stanback run for 18 yds to the UConn 39 for a 1ST down,7,0
1st and 10 at CONN 39,"William Stanback run for 1 yd to the UConn 38 for a 1ST down CONNECTICUT Penalty, personal foul (B.J. McBryde) to the UConn 23 for a 1ST down",,
1st and 10 at CONN 23,William Stanback run for 1 yd to the UConn 22,,
2nd and 9 at CONN 22,Justin Holman pass incomplete to Breshad Perriman,,
3rd and 9 at CONN 22,Justin Holman pass incomplete to Breshad Perriman,,
4th and 9 at CONN 22,Shawn Moffitt 39 yd FG BLOCKED blocked by  Jhavon Williams return for 15 yds to the UConn 39,,
"UCF DRIVE TOTALS: 6 plays, 35 yards, 1:54"
Connecticut at 4:21,,UCF,CONN
