0503003120140920,,503,31
1st Quarter Play-by-Play
Northern Illinois at 15:00,,NIU,ARK
1st and 10 at NIU 26,Joel Bouagnon run for a loss of 4 yards to the NoIll 22,0,7
"NIU DRIVE TOTALS: 7 plays, 49 yards, 2:34"
Arkansas at 15:00,,NIU,ARK
1st and 10 at NIU 35,Korliss Marshall 97 Yd Kickoff Return (John Henson Kick),0,7
"ARK DRIVE TOTALS: 0 plays, 0 yards, 0:14"
Northern Illinois at 14:46,,NIU,ARK
2nd and 14 at NIU 22,Joel Bouagnon run for 1 yd to the NoIll 23,0,7
3rd and 13 at NIU 23,Drew Hare pass complete to Joel Bouagnon for 45 yds to the Ark 32 for a 1ST down,,
1st and 10 at ARK 32,Drew Hare pass incomplete to Chad Beebe,,
2nd and 10 at ARK 32,"NORTHERNIL Penalty, illegal procedure (-5 Yards) to the Ark 37",,
2nd and 15 at ARK 37,"Drew Hare pass complete to u""Da'Ron Brown"",  for 5 yds to the Ark 32",,
3rd and 10 at ARK 32,Cameron Stingily run for 7 yds to the Ark 25,,
4th and 3 at ARK 25,Cameron Stingily run for no gain to the Ark 25,,
,"Adam McFain kickoff for 65 yds , Paris Logan return for 26 yds to the NoIll 26",,
"NIU DRIVE TOTALS: 7 plays, 49 yards, 2:34"
Arkansas at 12:12,,NIU,ARK
1st and 10 at ARK 25,Alex Collins run for 11 yds to the Ark 36 for a 1ST down,0,7
1st and 10 at ARK 36,"ARKANSAS Penalty, false start (Denver Kirkland) to the Ark 31",,
1st and 15 at ARK 31,Brandon Allen pass incomplete to Hunter Henry,,
2nd and 15 at ARK 31,Brandon Allen pass complete to Keon Hatcher for 13 yds to the Ark 44,,
3rd and 2 at ARK 44,Brandon Allen pass incomplete to Keon Hatcher,,
4th and 2 at ARK 44,"Sam Irwin-Hill punt for 36 yds, fair catch by Chad Beebe at the NoIll 20",,
"ARK DRIVE TOTALS: 4 plays, 19 yards, 1:41"
Northern Illinois at 10:31,,NIU,ARK
1st and 10 at NIU 20,"NORTHERNIL Penalty, personal foul (Michael Santacaterina) to the NoIll 10",0,7
1st and 10 at NIU 10,Drew Hare run for 5 yds to the NoIll 15,,
2nd and 5 at NIU 15,Cameron Stingily run for no gain to the NoIll 15,,
,"Timeout ARKANSAS, clock 09:21",,
3rd and 5 at NIU 15,Drew Hare pass complete to Juwan Brescacin for 6 yds to the NoIll 21 for a 1ST down,,
1st and 10 at NIU 21,"Drew Hare pass complete to Aregero Turner for 3 yards to the NIU24, out-of-bounds (Alan Turner), PENALTY NIU illegal motion 5 yards to the NIU16, NO PLAY.",,
1st and 15 at NIU 16,Drew Hare pass complete to Joel Bouagnon for 9 yds to the NoIll 25,,
