0719028820141122,,719,288
1st Quarter Play-by-Play
Houston at 15:00,,TUL,HOU
,"Carl Salazar kickoff for 58 yds , Ryan Jackson return for 15 yds to the Houst 22",0,0
1st and 10 at HOU 22,Kenneth Farrow run for 4 yds to the Houst 26,,
2nd and 6 at HOU 26,Greg Ward Jr. pass complete to Steven Dunbar for 9 yds to the Houst 35 for a 1ST down,,
1st and 10 at HOU 35,Greg Ward Jr. pass complete to Deontay Greenberry for no gain to the Houst 35,,
2nd and 10 at HOU 35,Kenneth Farrow run for 6 yds to the Houst 41,,
3rd and 4 at HOU 41,Greg Ward Jr. pass complete to Steven Dunbar for 40 yds to the Tulsa 19 for a 1ST down,,
1st and 10 at TLSA 19,Greg Ward Jr. run for 12 yds to the Tulsa 7 for a 1ST down,,
1st and Goal at TLSA 7,Ryan Jackson run for 3 yds to the Tulsa 4,,
2nd and Goal at TLSA 4,Kenneth Farrow run for 3 yds to the Tulsa 1,,
3rd and Goal at TLSA 1,Kenneth Farrow run for no gain to the Tulsa 1,,
4th and Goal at TLSA 1,"Kenneth Farrow run for 1 yd for a TD, (Kyle Bullard KICK)",0,7
"HOU DRIVE TOTALS: 10 plays, 78 yards, 4:30"
Tulsa at 10:30,,TUL,HOU
,"Ty Cummings kickoff for 61 yds , u""D'Angelo Brewer"",  return for 25 yds to the Tulsa 29",0,7
1st and 10 at TLSA 29,Dane Evans pass complete to Keyarris Garrett for 5 yds to the Tulsa 34,,
2nd and 5 at TLSA 34,Zack Langer run for 6 yds to the Tulsa 40 for a 1ST down,,
1st and 10 at TLSA 40,Dane Evans pass complete to Keevan Lucas for a loss of 1 yard to the Tulsa 39,,
2nd and 11 at TLSA 39,Zack Langer run for 4 yds to the Tulsa 43,,
3rd and 7 at TLSA 43,Dane Evans run for 8 yds to the Houst 49 for a 1ST down,,
1st and 10 at HOU 49,Zack Langer run for 4 yds to the Houst 45,,
2nd and 6 at HOU 45,Zack Langer run for 13 yds to the Houst 32 for a 1ST down,,
1st and 10 at HOU 32,Dane Evans pass complete to Keevan Lucas for 9 yds to the Houst 23,,
2nd and 1 at HOU 23,Zack Langer run for a loss of 1 yard to the Houst 24,,
