0301050920141129,,301,509
1st Quarter Play-by-Play
Northwestern at 15:00,,ILL,NU
,Taylor Zalewski kickoff for 65 yds for a touchback,0,0
1st and 10 at NW 25,Justin Jackson run for 2 yds to the Nwest 27,,
2nd and 8 at NW 27,Justin Jackson run for 7 yds to the Nwest 34,,
3rd and 1 at NW 34,Justin Jackson run for 3 yds to the Nwest 37 for a 1ST down,,
1st and 10 at NW 37,Zack Oliver pass complete to Dan Vitale for 3 yds to the Nwest 40,,
2nd and 7 at NW 40,Zack Oliver pass incomplete to Cameron Dickerson,,
3rd and 7 at NW 40,"NORTHWESTERN Penalty, False Start (Cameron Dickerson) to the Nwest 35",,
3rd and 12 at NW 35,Zack Oliver pass incomplete to Tony Jones,,
4th and 12 at NW 35,"Chris Gradone punt for 30 yds , Darius Mosely returns for no gain to the Illin 35",,
"NW DRIVE TOTALS: 6 plays, 10 yards, 1:49"
Illinois at 13:11,,ILL,NU
1st and 10 at ILL 35,"u""Reilly O'Toole"",  run for 4 yds to the Illin 39",0,0
2nd and 6 at ILL 39,"u""Reilly O'Toole"",  pass complete to Donovonn Young for 4 yds to the Illin 43",,
3rd and 2 at ILL 43,Donovonn Young run for 5 yds to the Illin 48 for a 1ST down,,
1st and 10 at ILL 48,"u""Reilly O'Toole"",  run for 3 yds to the Nwest 49",,
2nd and 7 at NW 49,"ILLINOIS Penalty, False Start (Jon Davis) to the Illin 46",,
4th and 12 at ILL 46,"Justin DuVernois punt for 51 yds, downed at the Nwest 3",,
"ILL DRIVE TOTALS: 6 plays, 11 yards, 2:38"
Northwestern at 10:33,,ILL,NU
1st and 10 at NW 3,Treyvon Green run for 7 yds to the Nwest 10,0,0
2nd and 3 at NW 10,Treyvon Green run for 1 yd to the Nwest 11,,
3rd and 2 at NW 11,Zack Oliver run for 1 yd to the Nwest 12,,
4th and 1 at NW 12,"Chris Gradone punt for 39 yds, fair catch by Darius Mosely at the Illin 49",,
"NW DRIVE TOTALS: 3 plays, 9 yards, 1:43"
Illinois at 8:50,,ILL,NU
2nd and 10 at ILL 49,"u""Reilly O'Toole"",  pass complete to Mike Dudek for 5 yds to the Nwest 46",0,0
3rd and 5 at NW 46,"u""O'Toole, Reilly pass complete to Ferguson, Josh for 11 yards to the NORTHWSTRN35, PENALTY ILLINOIS pass interference (Dudek, Mike) 15 yards to the ILLINOIS39, NO PLAY, QB hurry by #, QB hit by #.""",,
4th and 20 at ILL 39,"Justin DuVernois punt for 44 yds, punt out-of-bounds at the Nwest 17",,
"ILL DRIVE TOTALS: 3 plays, -10 yards, 1:24"
Northwestern at 7:26,,ILL,NU
1st and 10 at NW 17,Justin Jackson run for 2 yds to the Nwest 19,0,0
2nd and 8 at NW 19,Zack Oliver pass complete to Justin Jackson for 6 yds to the Nwest 25,,
3rd and 2 at NW 25,Matt Alviti pass incomplete to Dan Vitale,,
4th and 2 at NW 25,"Chris Gradone punt for 31 yds, downed at the Illin 44",,
"NW DRIVE TOTALS: 3 plays, 8 yards, 1:06"
Illinois at 6:20,,ILL,NU
2nd and 10 at ILL 44,Donovonn Young run for 13 yds to the Nwest 43 for a 1ST down,0,0
1st and 10 at NW 43,"u""Reilly O'Toole"",  run for 7 yds to the Nwest 36",,
2nd and 3 at NW 36,Donovonn Young run for 1 yd to the Nwest 35,,
3rd and 2 at NW 35,"Josh Ferguson run for 11 yds to the Nwest 24 ILLINOIS Penalty, Offensive Holding (Justin Hardee) to the Nwest 34",,
,"Timeout ILLINOIS, clock 04:08",,
3rd and 1 at NW 34,Josh Ferguson run for 14 yds to the Nwest 20 for a 1ST down,,
1st and 10 at NW 20,"u""Reilly O'Toole"",  run for 2 yds to the Nwest 18",,
2nd and 8 at NW 18,"u""Reilly O'Toole"",  pass complete to Mike Dudek for 8 yds to the Nwest 10 for a 1ST down",,
