0521069820141018,,521,698
,"TCU wins the coin toss, and defers. OKLAST to receive. TCU defends.",,
1st Quarter Play-by-Play
Oklahoma State at 15:00,,OKST,TCU
,Jaden Oberkrom kickoff for 65 yds for a touchback,0,0
1st and 10 at OKST 25,Desmond Roland run for 9 yds to the OKSt 34,,
2nd and 1 at OKST 34,Desmond Roland run for 9 yds to the OKSt 43 for a 1ST down,,
1st and 10 at OKST 43,Tyreek Hill run for a loss of 8 yards to the OKSt 35,,
2nd and 18 at OKST 35,Tyreek Hill run for 4 yds to the OKSt 39,,
3rd and 14 at OKST 39,Desmond Roland run for 1 yd to the OKSt 40,,
4th and 13 at OKST 40,"Kip Smith punt for 40 yds, fair catch by Cameron Echols-Luper at the TCU 20",,
"OKST DRIVE TOTALS: 5 plays, 15 yards, 2:57"
TCU at 12:03,,OKST,TCU
1st and 10 at TCU 20,Trevone Boykin pass complete to B.J. Catalon for 4 yds to the TCU 24,0,0
2nd and 6 at TCU 24,Trevone Boykin pass complete to Ty Slanina for 10 yds to the TCU 34 for a 1ST down,,
1st and 10 at TCU 34,Trevone Boykin pass incomplete to David Porter,,
2nd and 10 at TCU 34,Trevone Boykin sacked by Emmanuel Ogbah for a loss of 8 yards to the TCU 26,,
3rd and 18 at TCU 26,Trevone Boykin pass incomplete to David Porter,,
4th and 18 at TCU 26,"Ethan Perry punt for 45 yds , Tyreek Hill returns for 3 yds to the OKSt 32",,
"TCU DRIVE TOTALS: 5 plays, 6 yards, 1:34"
Oklahoma State at 10:29,,OKST,TCU
1st and 10 at OKST 32,Desmond Roland run for 4 yds to the OKSt 36,0,0
2nd and 6 at OKST 36,Daxx Garman pass intercepted Kevin White return for no gain to the OKSt 48,,
"OKST DRIVE TOTALS: 2 plays, 4 yards, 0:36"
TCU at 9:53,,OKST,TCU
1st and 10 at OKST 48,"Trevone Boykinu"" pass complete to Deante' Gray for 14 yds to the OKSt 34 for a 1ST down""",0,0
1st and 10 at OKST 34,B.J. Catalon 34 Yd Run (Jaden Oberkrom Kick),0,7
"TCU DRIVE TOTALS: 2 plays, 48 yards, 0:30"
Oklahoma State at 9:23,,OKST,TCU
,"Jaden Oberkrom kickoff for 63 yds , Tyreek Hill return for 17 yds to the OKSt 19",0,7
1st and 10 at OKST 19,Tyreek Hill run for 2 yds to the OKSt 21,,
2nd and 8 at OKST 21,Daxx Garman pass incomplete to Jeremy Seaton,,
3rd and 8 at OKST 21,Daxx Garman sacked by Davion Pierson for a loss of 3 yards to the OKSt 18,,
4th and 11 at OKST 18,"Kip Smith punt for 59 yds, downed at the TCU 23",,
"OKST DRIVE TOTALS: 3 plays, -1 yard, 1:29"
TCU at 7:54,,OKST,TCU
1st and 10 at TCU 23,Josh Doctson 77 Yd pass from Trevone Boykin (Jaden Oberkrom Kick),0,14
"TCU DRIVE TOTALS: 1 play, 77 yards, 0:12"
Oklahoma State at 7:42,,OKST,TCU
,Jaden Oberkrom kickoff for 65 yds for a touchback,0,14
1st and 10 at OKST 25,Daxx Garman pass complete to Tyreek Hill for 6 yds to the OKSt 31,,
2nd and 4 at OKST 31,Daxx Garman pass complete to Brandon Sheperd for 57 yds to the TCU 12 for a 1ST down,,
1st and 10 at TCU 12,Desmond Roland run for a loss of 2 yards to the TCU 14,,
2nd and 12 at TCU 14,Desmond Roland run for 1 yd to the TCU 13,,
3rd and 11 at TCU 13,Daxx Garman pass incomplete to Blake Jarwin,,
4th and 11 at TCU 13,Ben Grogan 30 Yd Field Goal,3,14
"OKST DRIVE TOTALS: 6 plays, 62 yards, 2:22"
TCU at 5:20,,OKST,TCU
,"Kip Smith kickoff for 65 yds , B.J. Catalon return for 15 yds to the TCU 15",3,14
