0164065120140919,,164,651
,"CONNECTICUT wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Connecticut at 15:00,,CONN,USF
,"Marvin Kloss kickoff for 58 yds , Arkeel Newsome return for 23 yds to the UConn 30",0,0
1st and 10 at CONN 30,Max DeLorenzo run for 17 yds to the UConn 47 for a 1ST down,,
1st and 10 at CONN 47,"Whitmer, Chandler pass incomplete to Foxx, Deshon, PENALTY UCONN holding (Cruz, Gus) 10 yards to the UCONN37, NO PLAY.",,
1st and 20 at CONN 37,Max DeLorenzo run for 3 yds to the UConn 40,,
2nd and 17 at CONN 40,"Chandler Whitmer sacked by Chris Dunkley for a loss of 10 yards to the UConn 19 Chandler Whitmer fumbled, forced by Chris Dunkley, recovered by SFla Chris Dunkley , return for 0 yards",,
"CONN DRIVE TOTALS: 3 plays, -11 yards, 1:35"
South Florida at 13:25,,CONN,USF
1st and 10 at CONN 19,Marlon Mack run for 1 yd to the UConn 18,0,0
2nd and 9 at CONN 18,Marlon Mack run for 9 yds to the UConn 9 for a 1ST down,,
1st and Goal at CONN 9,Marlon Mack run for 8 yds to the UConn 1,,
2nd and Goal at CONN 1,"Marlon Mack run for 1 yd for a TD, (Marvin Kloss KICK)",0,7
"USF DRIVE TOTALS: 4 plays, 19 yards, 2:03"
Connecticut at 11:22,,CONN,USF
,"Marvin Kloss kickoff for 50 yds , Arkeel Newsome return for 19 yds to the UConn 34",0,7
1st and 10 at CONN 34,"CONNECTICUT Penalty, False Start (Tommy Myers) to the UConn 29",,
1st and 15 at CONN 29,Joshua Marriner run for 11 yds to the UConn 40,,
2nd and 4 at CONN 40,Joshua Marriner run for 3 yds to the UConn 43,,
3rd and 1 at CONN 43,"CONNECTICUT Penalty, False Start (Andreas Knappe) to the UConn 38",,
3rd and 6 at CONN 38,Max DeLorenzo run for a loss of 3 yards to the UConn 35,,
4th and 9 at CONN 35,"Justin Wain punt for 45 yds, fair catch by Hassan Childs at the SFla 20",,
"CONN DRIVE TOTALS: 3 plays, 1 yard, 2:27"
South Florida at 8:55,,CONN,USF
1st and 10 at USF 20,Marlon Mack run for 4 yds to the SFla 24,0,7
2nd and 6 at USF 24,Marlon Mack run for 2 yds to the SFla 26,,
3rd and 4 at USF 26,Mike White pass complete to Kennard Swanson for 6 yds to the SFla 32 for a 1ST down,,
1st and 10 at USF 32,"u""D'Ernest Johnson"",  run for 5 yds to the SFla 37",,
2nd and 5 at USF 37,Marlon Mack run for 9 yds to the SFla 46 for a 1ST down,,
1st and 10 at USF 46,Mike White pass complete to Rodney Adams for 24 yds to the UConn 30 for a 1ST down,,
1st and 10 at CONN 30,Marlon Mack run for a loss of 1 yard to the UConn 31,,
2nd and 11 at CONN 31,Marlon Mack run for 1 yd to the UConn 30,,
3rd and 10 at CONN 30,Mike White pass incomplete to Deonte Welch,,
4th and 10 at CONN 30,"Mike White pass complete to Rodney Adams for 30 yds for a TD, (Marvin Kloss KICK)",0,14
"USF DRIVE TOTALS: 10 plays, 80 yards, 5:31"
Connecticut at 3:24,,CONN,USF
,"Marvin Kloss kickoff for 53 yds , Arkeel Newsome return for 20 yds to the UConn 32",0,14
1st and 10 at CONN 32,Arkeel Newsome run for 8 yds to the UConn 40,,
2nd and 2 at CONN 40,"Chandler Whitmer sacked by Nate Godwin for a loss of 13 yards to the UConn 27 CONNECTICUT Penalty, Intentional Grounding ( Yards) to the UConn 27",,
3rd and 15 at CONN 27,Chandler Whitmer pass incomplete,,
4th and 15 at CONN 27,"Justin Wain punt for 51 yds , Chris Dunkley returns for no gain to the SFla 22 SOUTH FLORIDA Penalty, Offensive Holding (Nate Godwin) to the SFla 12",,
"CONN DRIVE TOTALS: 3 plays, -5 yards, 1:09"
South Florida at 2:15,,CONN,USF
1st and 10 at USF 12,Marlon Mack run for 1 yd to the SFla 13,0,14
2nd and 9 at USF 13,Marlon Mack run for a loss of 1 yard to the SFla 12,,
3rd and 10 at USF 12,Mike White pass complete to Marlon Mack for 10 yds to the SFla 22 for a 1ST down,,
1st and 10 at USF 22,Marlon Mack run for 7 yds to the SFla 29,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
South Florida at 15:00,,CONN,USF
