0772072620140927,,772,726
,WKU wins toss; elects to receive. Navy to defend North EZ,,
1st Quarter Play-by-Play
Western Kentucky at 15:00,,WKU,NAVY
,"Austin Grebe kickoff for 63 yds , Willie McNeal return for 16 yds to the WKent 18",0,0
1st and 10 at WKU 18,Leon Allen run for 10 yds to the WKent 28 for a 1ST down,,
1st and 10 at WKU 28,Leon Allen run for 24 yds to the Navy 48 for a 1ST down,,
1st and 10 at NAVY 48,Brandon Doughty pass complete to Antwane Grant for 9 yds to the Navy 39,,
2nd and 1 at NAVY 39,Leon Allen run for 4 yds to the Navy 35 for a 1ST down,,
1st and 10 at NAVY 35,Brandon Doughty pass complete to Antwane Grant for 14 yds to the Navy 21 for a 1ST down,,
1st and 10 at NAVY 21,"ALLEN, Leon rush for 21 yards to the NAVY0, clock 13:04, PENALTY WKU illegal block (DANGERFIELD, J.) 10 yards to the NAVY31, NO PLAY.",,
1st and 20 at NAVY 31,Brandon Doughty pass incomplete to N/A,,
2nd and 20 at NAVY 31,Anthony Wales run for 10 yds to the Navy 21,,
3rd and 10 at NAVY 21,Brandon Doughty pass complete to Jared Dangerfield for 2 yds to the Navy 19,,
4th and 8 at NAVY 19,Garrett Schwettman 37 yd FG GOOD,3,0
"WKU DRIVE TOTALS: 9 plays, 63 yards, 3:19"
Navy at 11:41,,WKU,NAVY
,"Mike Mugler kickoff for 56 yds , Ryan Williams-Jenkins return for 22 yds to the Navy 31",3,0
1st and 10 at NAVY 31,Keenan Reynolds sacked by Devante Terrell for a loss of 8 yards to the Navy 23,,
2nd and 18 at NAVY 23,Geoffrey Whiteside run for 4 yds to the Navy 27,,
3rd and 14 at NAVY 27,Keenan Reynolds run for 9 yds to the Navy 36,,
4th and 5 at NAVY 36,"Pablo Beltran punt for 54 yds , Willie McNeal returns for 9 yds to the WKent 19",,
"NAVY DRIVE TOTALS: 3 plays, 5 yards, 2:04"
Western Kentucky at 9:37,,WKU,NAVY
1st and 10 at WKU 19,Anthony Wales run for 5 yds to the WKent 24,3,0
2nd and 5 at WKU 24,Brandon Doughty pass incomplete to Anthony Wales,,
3rd and 5 at WKU 24,Brandon Doughty pass complete to Joel German for 8 yds to the WKent 32 for a 1ST down,,
1st and 10 at WKU 32,Brandon Doughty pass complete to Taywan Taylor for a loss of 1 yard to the WKent 31,,
2nd and 11 at WKU 31,Anthony Wales run for no gain to the WKent 31,,
3rd and 11 at WKU 31,Brandon Doughty pass complete to Anthony Wales for 22 yds to the Navy 47 for a 1ST down,,
1st and 10 at NAVY 47,Brandon Doughty pass incomplete to Leon Allen,,
2nd and 10 at NAVY 47,Brandon Doughty pass incomplete to Joel German,,
3rd and 10 at NAVY 47,Brandon Doughty pass complete to Willie McNeal for 3 yds to the Navy 44,,
4th and 7 at NAVY 44,"Joseph Occhipinti punt for 35 yds, punt out-of-bounds at the Navy 9 WESTRN KENTUCKY Penalty, kick catching interference (N/A) to the Navy 24",,
"WKU DRIVE TOTALS: 9 plays, 37 yards, 3:04"
Navy at 6:33,,WKU,NAVY
1st and 10 at NAVY 24,Noah Copeland run for 4 yds to the Navy 28,3,0
2nd and 6 at NAVY 28,Ryan Williams-Jenkins run for 10 yds to the Navy 38 for a 1ST down,,
1st and 10 at NAVY 38,Keenan Reynolds pass complete to Calvin Cass Jr. for 19 yds to the WKent 43 for a 1ST down,,
1st and 10 at WKU 43,Chris Swain run for 8 yds to the WKent 35,,
2nd and 2 at WKU 35,Toneo Gulley run for a loss of 3 yards to the WKent 38,,
3rd and 5 at WKU 38,Chris Swain run for 3 yds to the WKent 35,,
4th and 2 at WKU 35,Chris Swain run for 28 yds to the WKent 7 for a 1ST down,,
1st and Goal at WKU 7,Keenan Reynolds run for 3 yds to the WKent 4,,
2nd and Goal at WKU 4,"Keenan Reynolds run for 4 yds for a TD, (Nick Sloan KICK)",3,7
"NAVY DRIVE TOTALS: 9 plays, 76 yards, 4:28"
Western Kentucky at 2:05,,WKU,NAVY
,"Austin Grebe kickoff for 63 yds , Willie McNeal return for 22 yds to the WKent 24",3,7
1st and 10 at WKU 24,Brandon Doughty pass complete to Leon Allen for 8 yds to the WKent 32,,
2nd and 2 at WKU 32,Leon Allen run for no gain to the WKent 32,,
3rd and 2 at WKU 32,Leon Allen run for 3 yds to the WKent 35 for a 1ST down,,
1st and 10 at WKU 35,Brandon Doughty pass incomplete to Tim Gorski,,
2nd and 10 at WKU 35,Brandon Doughty pass complete to Taywan Taylor for 3 yds to the WKent 38,,
3rd and 7 at WKU 38,Brandon Doughty pass complete to Jared Dangerfield for 12 yds to the 50 yard line for a 1ST down,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Western Kentucky at 15:00,,WKU,NAVY
1st and 10 at 50,Leon Allen run for 3 yds to the Navy 47,3,7
2nd and 7 at NAVY 47,Brandon Doughty pass complete to Tyler Higbee for 22 yds to the Navy 25 for a 1ST down,,
1st and 10 at NAVY 25,Leon Allen run for 4 yds to the Navy 21,,
2nd and 6 at NAVY 21,Brandon Doughty pass complete to Anthony Wales for 2 yds to the Navy 19,,
3rd and 4 at NAVY 19,Brandon Doughty pass incomplete to Willie McNeal,,
4th and 4 at NAVY 19,Garrett Schwettman 36 yd FG GOOD,6,7
"WKU DRIVE TOTALS: 12 plays, 57 yards, 4:02"
Navy at 13:03,,WKU,NAVY
