0419038820141011,,419,388
1st Quarter Play-by-Play
Middle Tennessee at 15:00,,MTU,MAR
,"Kaare Vedvik kickoff for 65 yds , Reggie Whatley return for 15 yds to the MTnSt 15",0,0
1st and 10 at MTU 15,Jordan Parker run for 5 yds to the MTnSt 20,,
2nd and 5 at MTU 20,Austin Grammer pass complete to Jeremiah Bryson for a loss of 6 yards to the MTnSt 14,,
3rd and 11 at MTU 14,Austin Grammer pass incomplete to N/A,,
4th and 11 at MTU 14,Zachary Lopez punt for 41 yds,,
"MTSU DRIVE TOTALS: 3 plays, -1 yard, 1:28"
Marshall at 13:32,,MTU,MAR
1st and 10 at MRSH 45,Rakeem Cato pass complete to Angelo Jean-Louis for 37 yds to the MTnSt 18 for a 1ST down,0,0
1st and 10 at MTU 18,Devon Johnson run for 5 yds to the MTnSt 13,,
2nd and 5 at MTU 13,Devon Johnson run for 5 yds to the MTnSt 8 for a 1ST down,,
1st and Goal at MTU 8,Rakeem Cato sacked by Shubert Bastien for a loss of 5 yards to the MTnSt 13,,
2nd and Goal at MTU 13,"Devon Johnson run for 13 yds for a TD, (Justin Haig KICK)",0,7
"MRSH DRIVE TOTALS: 5 plays, 55 yards, 1:52"
Middle Tennessee at 11:40,,MTU,MAR
,Kaare Vedvik kickoff for 65 yds for a touchback,0,7
1st and 10 at MTU 25,"Austin Grammer pass complete to u""Ed'Marques Batties"",  for 10 yds to the MTnSt 35 for a 1ST down",,
1st and 10 at MTU 35,Jordan Parker run for 3 yds to the MTnSt 38,,
2nd and 7 at MTU 38,Austin Grammer pass complete to Jeremiah Bryson for 3 yds to the MTnSt 41,,
,"Timeout MARSHALL, clock 10:34",,
3rd and 4 at MTU 41,Austin Grammer run for 2 yds to the MTnSt 43,,
4th and 2 at MTU 43,Zachary Lopez punt for 40 yds,,
"MTSU DRIVE TOTALS: 4 plays, 18 yards, 1:35"
Marshall at 10:05,,MTU,MAR
1st and 10 at MRSH 17,Rakeem Cato run for 8 yds to the Marsh 25,0,7
2nd and 2 at MRSH 25,"CATO, Rakeem pass incomplete to JEAN-LOUIS, A. (BURKE, Khari), PENALTY MT pass interference (BURKE, Khari) 15 yards to the MARSHALL40, 1ST DOWN MARSHALL, NO PLAY. for a 1ST down",,
1st and 10 at MRSH 40,Remi Watson run for a loss of 2 yards to the Marsh 38,,
2nd and 12 at MRSH 38,Rakeem Cato pass incomplete to Angelo Jean-Louis,,
3rd and 12 at MRSH 38,Rakeem Cato pass incomplete to N/A,,
4th and 12 at MRSH 38,"Tyler Williams punt for 54 yds , u""Ed'Marques Batties"",  returns for 7 yds to the MTnSt 15",,
"MRSH DRIVE TOTALS: 4 plays, 21 yards, 1:17"
Middle Tennessee at 8:48,,MTU,MAR
1st and 10 at MTU 15,Reggie Whatley run for 1 yd to the MTnSt 16,0,7
2nd and 9 at MTU 16,Austin Grammer pass incomplete to Chris Perkins,,
3rd and 9 at MTU 16,Austin Grammer pass incomplete to N/A,,
4th and 9 at MTU 16,Zachary Lopez punt for 44 yds,,
"MTSU DRIVE TOTALS: 3 plays, 1 yard, 0:44"
Marshall at 8:04,,MTU,MAR
1st and 10 at MRSH 40,Devon Johnson run for 30 yds to the MTnSt 30 for a 1ST down,0,7
1st and 10 at MTU 30,Devon Johnson run for 5 yds to the MTnSt 25,,
2nd and 5 at MTU 25,"CATO, Rakeem pass incomplete to MCMANUS, D. (SINGLETARY, J.), PENALTY MT pass interference (SINGLETARY, J.) 15 yards to the MT10, 1ST DOWN MARSHALL, NO PLAY. for a 1ST down",,
1st and Goal at MTU 10,Rakeem Cato run for 3 yds to the MTnSt 7,,
2nd and Goal at MTU 7,Devon Johnson run for 6 yds to the MTnSt 1,,
3rd and Goal at MTU 1,Rakeem Cato run for no gain to the MTnSt 1,,
4th and Goal at MTU 1,"Devon Johnson run for 1 yd for a TD, (Justin Haig KICK)",0,14
"MRSH DRIVE TOTALS: 6 plays, 60 yards, 2:19"
Middle Tennessee at 5:45,,MTU,MAR
,"Kaare Vedvik kickoff for 56 yds , Reggie Whatley return for 28 yds to the MTnSt 37",0,14
1st and 10 at MTU 37,"Austin Grammer pass complete to u""Ed'Marques Batties"",  for 34 yds to the Marsh 29 for a 1ST down",,
1st and 10 at MRSH 29,Jordan Parker run for 3 yds to the Marsh 26,,
2nd and 7 at MRSH 26,Jordan Parker run for a loss of 2 yards to the Marsh 28,,
3rd and 9 at MRSH 28,Austin Grammer pass complete to Devin Clarke for 18 yds to the Marsh 10 for a 1ST down,,
1st and Goal at MRSH 10,Shane Tucker run for 4 yds to the Marsh 6,,
2nd and Goal at MRSH 6,Shane Tucker run for 5 yds to the Marsh 1,,
3rd and Goal at MRSH 1,"MIDDLE TENN Penalty, illegal formation (-5 Yards) to the Marsh 6",,
3rd and Goal at MRSH 6,"Austin Grammer pass complete to Jordan Parker for 6 yds for a TD, (Cody Clark KICK)",7,14
"MTSU DRIVE TOTALS: 7 plays, 63 yards, 3:22"
Marshall at 2:23,,MTU,MAR
,Cody Clark kickoff for 43 yds,7,14
1st and 10 at MRSH 22,"CATO, Rakeem pass incomplete to WILKINS, Craig, PENALTY MARSHALL face mask (JEAN-LOUIS, A.) 11 yards to the MARSHALL11, NO PLAY.",,
1st and 21 at MRSH 11,Remi Watson run for 4 yds to the Marsh 15,,
2nd and 17 at MRSH 15,Rakeem Cato pass complete to Tommy Shuler for 9 yds to the Marsh 24,,
3rd and 8 at MRSH 24,Rakeem Cato pass complete to Deon-Tay McManus for 39 yds to the MTnSt 37 for a 1ST down,,
1st and 10 at MTU 37,Remi Watson run for no gain to the MTnSt 37,,
2nd and 10 at MTU 37,Rakeem Cato pass complete to Craig Wilkins for 9 yds to the MTnSt 28,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Marshall at 15:00,,MTU,MAR
3rd and 1 at MTU 28,Rakeem Cato pass incomplete to Craig Wilkins,7,14
4th and 1 at MTU 28,Remi Watson run for 2 yds to the MTnSt 26 for a 1ST down,,
1st and 10 at MTU 26,"Rakeem Cato pass complete to Craig Wilkins for 26 yds for a TD, (Justin Haig KICK)",7,21
"MRSH DRIVE TOTALS: 8 plays, 78 yards, 2:55"
Middle Tennessee at 14:28,,MTU,MAR
,"Kaare Vedvik kickoff for 56 yds , Reggie Whatley return for no gain to the MTnSt 21 Reggie Whatley fumbled, recovered by MTnSt Reggie Whatley",7,21
1st and 10 at MTU 21,Austin Grammer pass complete to Devin Clarke for a loss of 2 yards to the MTnSt 19,,
2nd and 12 at MTU 19,Jordan Parker run for 12 yds to the MTnSt 31 for a 1ST down,,
1st and 10 at MTU 31,Jordan Parker run for 7 yds to the MTnSt 38,,
2nd and 3 at MTU 38,Jordan Parker run for 8 yds to the MTnSt 46 for a 1ST down,,
1st and 10 at MTU 46,Austin Grammer pass complete to Terry Pettis for 8 yds to the Marsh 46,,
2nd and 2 at MRSH 46,Reggie Whatley run for 5 yds to the Marsh 41 for a 1ST down,,
1st and 10 at MRSH 41,Reggie Whatley run for 6 yds to the Marsh 35,,
2nd and 4 at MRSH 35,"Reggie Whatley run for 7 yds to the Marsh 28 MIDDLE TENN Penalty, Offensive holding (N/A) to the Marsh 38",,
2nd and 7 at MRSH 38,"Austin Grammeru"" run for 12 yds to the Marsh 26 MIDDLE TENN Penalty, face mask (15 yards) (Ed'Marques Batties) to the Marsh 41""",,
2nd and 10 at MRSH 41,Austin Grammer pass incomplete to N/A,,
3rd and 10 at MRSH 41,Austin Grammer pass incomplete to Terry Pettis,,
4th and 10 at MRSH 41,"Zachary Lopez punt for 30 yds, fair catch by Tommy Shuler at the Marsh 11",,
"MTSU DRIVE TOTALS: 11 plays, 38 yards, 4:26"
Marshall at 10:02,,MTU,MAR
1st and 10 at MRSH 11,Devon Johnson run for 15 yds to the Marsh 26 for a 1ST down,7,21
1st and 10 at MRSH 26,Devon Johnson run for 2 yds to the Marsh 28,,
2nd and 8 at MRSH 28,"Rakeem Cato run for a loss of 2 yards to the Marsh 29 Rakeem Cato fumbled, recovered by Marsh Rakeem Cato",,
3rd and 7 at MRSH 29,Rakeem Cato pass incomplete to Tommy Shuler,,
4th and 7 at MRSH 29,"Tyler Williams punt for 35 yds , u""Ed'Marques Batties"",  returns for 13 yds to the MTnSt 49",,
"MRSH DRIVE TOTALS: 4 plays, 18 yards, 1:44"
Middle Tennessee at 8:18,,MTU,MAR
1st and 10 at MTU 49,Austin Grammer pass complete to Jeremiah Bryson for 18 yds to the Marsh 33 for a 1ST down,7,21
1st and 10 at MRSH 33,"Jeremiah Bryson run for 3 yds to the Marsh 30 for a 1ST down MARSHALL Penalty, face mask (15 yards) (Jarquez Samuel) to the Marsh 15 for a 1ST down",,
1st and 10 at MRSH 15,Jeremiah Bryson run for a loss of 2 yards to the Marsh 17,,
2nd and 12 at MRSH 17,Austin Grammer pass incomplete to Devin Clarke,,
3rd and 12 at MRSH 17,Austin Grammer pass incomplete to Terry Pettis,,
4th and 12 at MRSH 17,Cody Clark 34 yd FG GOOD,10,21
"MTSU DRIVE TOTALS: 6 plays, 34 yards, 1:29"
Marshall at 6:49,,MTU,MAR
,"Cody Clark kickoff for 61 yds , Deandre Reaves return for 31 yds to the Marsh 35",10,21
1st and 10 at MRSH 35,Remi Watson run for 6 yds to the Marsh 41,,
2nd and 4 at MRSH 41,Remi Watson run for no gain to the Marsh 41,,
3rd and 4 at MRSH 41,"MARSHALL Penalty, personal foul (N/A) to the Marsh 26",,
3rd and 19 at MRSH 26,Rakeem Cato pass complete to Tommy Shuler for 25 yds to the MTnSt 49 for a 1ST down,,
1st and 10 at MTU 49,Rakeem Cato pass incomplete to N/A,,
2nd and 10 at MTU 49,Remi Watson run for 14 yds to the MTnSt 35 for a 1ST down,,
1st and 10 at MTU 35,Remi Watson run for 5 yds to the MTnSt 30,,
2nd and 5 at MTU 30,Remi Watson run for 1 yd to the MTnSt 29,,
3rd and 4 at MTU 29,"Rakeem Cato pass complete to Deon-Tay McManus for 29 yds for a TD, (Justin Haig KICK)",10,28
"MRSH DRIVE TOTALS: 8 plays, 65 yards, 3:08"
Middle Tennessee at 3:47,,MTU,MAR
,"Kaare Vedvik kickoff for 53 yds , Reggie Whatley return for 18 yds to the MTnSt 37 Reggie Whatley fumbled, forced by Stefan Houston, recovered by Marsh Corey Tindal",10,28
"MTSU DRIVE TOTALS: 0 plays, 7 yards, 0:06"
Marshall at 3:41,,MTU,MAR
1st and 10 at ,"CATO, Rakeem sacked for loss of 8 yards to the MT45 (BARBER, T.T.;HUFF, Shaquille), PENALTY MARSHALL holding (VAN HORN, Clint) 10 yards to the MT47, PENALTY MARSHALL unsportsmanlike conduct (CATO, Rakeem) 15 yards to the MARSHALL38, NO PLAY.",10,28
1st and 35 at MRSH 38,Rakeem Cato pass incomplete to Craig Wilkins,,
2nd and 35 at MRSH 38,"MARSHALL Penalty, false start (N/A) to the Marsh 33",,
2nd and 40 at MRSH 33,Devon Johnson run for 2 yds to the Marsh 35,,
3rd and 38 at MRSH 35,Rakeem Cato pass incomplete to Devon Johnson,,
4th and 38 at MRSH 35,"Tyler Williams punt for 53 yds, downed at the MTnSt 12",,
"MRSH DRIVE TOTALS: 3 plays, -28 yards, 1:18"
Middle Tennessee at 2:23,,MTU,MAR
1st and 10 at MTU 12,Jordan Parker run for 4 yds to the MTnSt 16,10,28
2nd and 6 at MTU 16,Austin Grammer pass complete to Christian Collis for a loss of 2 yards to the MTnSt 14,,
,"Timeout MARSHALL, clock 01:43",,
3rd and 8 at MTU 14,Austin Grammer run for a loss of 3 yards to the MTnSt 11,,
,"Timeout MARSHALL, clock 01:36",,
4th and 11 at MTU 11,"Zachary Lopez punt for 40 yds, fair catch by Tommy Shuler at the Marsh 49",,
"MTSU DRIVE TOTALS: 3 plays, -1 yard, 0:54"
Marshall at 1:29,,MTU,MAR
1st and 10 at MRSH 49,Rakeem Cato pass incomplete to Craig Wilkins,10,28
2nd and 10 at MRSH 49,Rakeem Cato pass incomplete to Deon-Tay McManus,,
3rd and 10 at MRSH 49,"Rakeem Cato sacked by Steve Rhodes for a loss of 6 yards to the Marsh 41 Rakeem Cato fumbled, recovered by MTnSt Cavellis Luckett , return for 0 yards",,
"MRSH DRIVE TOTALS: 3 plays, -8 yards, 0:18"
Middle Tennessee at 1:11,,MTU,MAR
1st and 10 at MRSH 41,"Austin Grammer pass complete to u""Ed'Marques Batties"",  for 6 yds to the Marsh 35",10,28
2nd and 4 at MRSH 35,"Austin Grammer run for 4 yds to the Marsh 31 for a 1ST down MARSHALL Penalty, face mask (15 yards) (Neville Hewitt) to the Marsh 16 for a 1ST down",,
1st and 10 at MRSH 16,Austin Grammer pass complete to Jeremiah Bryson for 3 yds to the Marsh 13,,
2nd and 7 at MRSH 13,Austin Grammer pass complete to Shane Tucker for 9 yds to the Marsh 4 for a 1ST down,,
,"Timeout MIDDLE TENN, clock 00:30",,
1st and Goal at MRSH 4,"Austin Grammer pass complete to Shane Tucker for 4 yds for a TD, (Cody Clark KICK)",17,28
"MTSU DRIVE TOTALS: 5 plays, 41 yards, 0:46"
Marshall at 0:25,,MTU,MAR
,"Cody Clark kickoff for 36 yds , Eric Frohnapfel return for 3 yds to the Marsh 32",17,28
1st and 10 at MRSH 32,Devon Johnson run for 5 yds to the Marsh 37,,
,End of 2nd Quarter,,
"MRSH DRIVE TOTALS: 1 play, 5 yards, 0:25"
3rd Quarter Play-by-Play
Marshall at 15:00,,MTU,MAR
,"Cody Clark kickoff for 65 yds , Deandre Reaves return for 41 yds to the Marsh 41",17,28
1st and 10 at MRSH 41,"Rakeem Cato pass incomplete to Tommy Shuler, broken up by Trey Wafford",,
2nd and 10 at MRSH 41,Rakeem Cato pass complete to Craig Wilkins for 24 yds to the MTnSt 35 for a 1ST down,,
1st and 10 at MTU 35,Devon Johnson run for 13 yds to the MTnSt 22 for a 1ST down,,
1st and 10 at MTU 22,Devon Johnson run for 18 yds to the MTnSt 4 for a 1ST down,,
1st and Goal at MTU 4,"Rakeem Cato run for 4 yds for a TD, (Justin Haig KICK)",17,35
"MRSH DRIVE TOTALS: 5 plays, 59 yards, 1:13"
Middle Tennessee at 13:47,,MTU,MAR
,"Kaare Vedvik kickoff for 53 yds , Reggie Whatley return for 18 yds to the MTnSt 30",17,35
1st and 10 at MTU 30,Austin Grammer pass complete to Shane Tucker for 16 yds to the MTnSt 46 for a 1ST down,,
1st and 10 at MTU 46,Shane Tucker run for 1 yd to the MTnSt 47,,
2nd and 9 at MTU 47,Austin Grammer sacked by Jermaine Holmes for a loss of 10 yards to the MTnSt 37,,
3rd and 19 at MTU 37,Austin Grammer pass incomplete to Shane Tucker,,
4th and 19 at MTU 37,"Zachary Lopez punt for 37 yds , Tommy Shuler returns for 4 yds to the Marsh 30",,
"MTSU DRIVE TOTALS: 4 plays, 7 yards, 1:51"
Marshall at 11:56,,MTU,MAR
1st and 10 at MRSH 30,Remi Watson run for 11 yds to the Marsh 41 for a 1ST down,17,35
1st and 10 at MRSH 41,Remi Watson run for 4 yds to the Marsh 45,,
2nd and 6 at MRSH 45,"Rakeem Cato pass incomplete to Deon-Tay McManus, broken up by Jared Singletary",,
3rd and 6 at MRSH 45,Rakeem Cato pass complete to Craig Wilkins for 12 yds to the MTnSt 43 for a 1ST down,,
1st and 10 at MTU 43,Remi Watson run for 5 yds to the MTnSt 38,,
2nd and 5 at MTU 38,"CATO, Rakeem pass incomplete to SHULER, Tommy, QB hurry by WAFFORD, Trey, PENALTY MT pass interference (BYARD, Kevin) 15 yards to the MT23, 1ST DOWN MARSHALL, NO PLAY. for a 1ST down",,
