0235023420141129,,235,234
1st Quarter Play-by-Play
Florida State at 15:00,,FLA,FSU
,"Austin Hardin kickoff for 65 yds , Karlos Williams return for 13 yds to the FlaSt 13",0,0
1st and 10 at FSU 13,"FLORIDA ST Penalty, False Start (-5 Yards) to the FlaSt 8",,
1st and 15 at FSU 8,Karlos Williams run for 5 yds to the FlaSt 13,,
2nd and 10 at FSU 13,Jameis Winston pass complete to Karlos Williams for 4 yds to the FlaSt 17,,
3rd and 6 at FSU 17,Jameis Winston pass incomplete to Jesus Wilson,,
4th and 6 at FSU 17,"FLORIDA Penalty, Roughing the Kicker (Chris Thompson) to the FlaSt 32 for a 1ST down",,
1st and 10 at FSU 32,Jameis Winston pass intercepted Jabari Gorman return for no gain to the FlaSt 39,,
"FSU DRIVE TOTALS: 4 plays, 19 yards, 1:24"
Florida at 13:36,,FLA,FSU
1st and 10 at FSU 39,Matt Jones run for 4 yds to the FlaSt 35,0,0
2nd and 6 at FSU 35,Treon Harris pass incomplete to Brandon Powell,,
3rd and 6 at FSU 35,Treon Harris pass incomplete to Quinton Dunbar,,
,"Timeout FLORIDA, clock 12:38",,
4th and 6 at FSU 35,Austin Hardin 52 yd FG GOOD,3,0
"FLA DRIVE TOTALS: 4 plays, 4 yards, 0:59"
Florida State at 12:37,,FLA,FSU
,"Austin Hardin kickoff for 63 yds , Kermit Whitfield return for 21 yds to the FlaSt 23",3,0
1st and 10 at FSU 23,Dalvin Cook run for 2 yds to the FlaSt 25,,
2nd and 8 at FSU 25,Jameis Winston pass incomplete to Jesus Wilson,,
3rd and 8 at FSU 25,Jameis Winston pass intercepted Quincy Wilson return for no gain to the FlaSt 48,,
"FSU DRIVE TOTALS: 3 plays, 2 yards, 0:48"
Florida at 11:49,,FLA,FSU
1st and 10 at FSU 48,Kelvin Taylor run for 5 yds to the FlaSt 43,3,0
2nd and 5 at FSU 43,Kelvin Taylor run for 1 yd to the FlaSt 42,,
3rd and 4 at FSU 42,Treon Harris pass complete to Latroy Pittman for 5 yds to the FlaSt 37 for a 1ST down,,
1st and 10 at FSU 37,Brandon Powell run for 3 yds to the FlaSt 34,,
2nd and 7 at FSU 34,Kelvin Taylor run for 4 yds to the FlaSt 30,,
3rd and 3 at FSU 30,Treon Harris pass complete to Brandon Powell for 4 yds to the FlaSt 26 for a 1ST down,,
,"Timeout FLORIDA, clock 08:13",,
1st and 10 at FSU 26,Kelvin Taylor run for 4 yds to the FlaSt 22,,
2nd and 6 at FSU 22,Treon Harris pass incomplete to Demarcus Robinson,,
3rd and 6 at FSU 22,Treon Harris pass incomplete to Kelvin Taylor,,
4th and 6 at FSU 22,Austin Hardin 39 yd FG GOOD,6,0
"FLA DRIVE TOTALS: 10 plays, 26 yards, 4:24"
Florida State at 7:25,,FLA,FSU
,"Austin Hardin kickoff for 65 yds , Karlos Williams return for 14 yds to the FlaSt 49 FLORIDA ST Penalty, Offensive Holding (E.J. Levenberry) to the FlaSt 7",6,0
1st and 10 at FSU 7,Dalvin Cook run for 21 yds to the FlaSt 28 for a 1ST down,,
1st and 10 at FSU 28,"FLORIDA ST Penalty, False Start (Roderick Johnson) to the FlaSt 22",,
1st and 16 at FSU 22,Dalvin Cook run for a loss of 1 yard to the FlaSt 21,,
2nd and 17 at FSU 21,Jameis Winston pass complete to Rashad Greene for 1 yd to the FlaSt 22,,
3rd and 16 at FSU 22,"FLORIDA Penalty, Defensive Offside (Dante Fowler) to the FlaSt 27",,
3rd and 11 at FSU 27,Jameis Winston pass incomplete,,
4th and 11 at FSU 27,"Cason Beatty punt for 43 yds , Andre Debose returns for no gain to the Fla 30",,
"FSU DRIVE TOTALS: 4 plays, 20 yards, 2:38"
Florida at 4:47,,FLA,FSU
1st and 10 at FLA 30,Treon Harris pass complete to Brandon Powell for 42 yds to the FlaSt 28 for a 1ST down,6,0
