0254014720141122,,254,147
1st Quarter Play-by-Play
Georgia State at 15:00,,GSU,CLEM
,"kickoff for 54 yds , Lynquez Blair return for 15 yds to the GeoSt 21",0,0
1st and 10 at GAST 21,Nick Arbuckle pass incomplete,,
2nd and 10 at GAST 21,Marcus Caffey run for 2 yds to the GeoSt 23,,
3rd and 8 at GAST 23,Nick Arbuckle pass complete to Robert Davis for 11 yds to the GeoSt 34 for a 1ST down,,
1st and 10 at GAST 34,Gerald Howse run for 3 yds to the GeoSt 37,,
2nd and 7 at GAST 37,"GEORGIA ST Penalty, false start (-5 Yards) to the GeoSt 32",,
2nd and 12 at GAST 32,"GEORGIA ST Penalty, false start (-5 Yards) to the GeoSt 27",,
2nd and 17 at GAST 27,Nick Arbuckle pass incomplete to Lynquez Blair,,
3rd and 17 at GAST 27,Gerald Howse run for no gain to the GeoSt 27,,
4th and 17 at GAST 27,"Wil Lutz punt for 52 yds, punt out-of-bounds at the Clem 21",,
"GAST DRIVE TOTALS: 6 plays, 6 yards, 3:08"
Clemson at 11:52,,GSU,CLEM
1st and 10 at CLEM 21,Wayne Gallman run for 4 yds to the Clem 25,0,0
2nd and 6 at CLEM 25,Cole Stoudt pass complete to Artavis Scott for 6 yds to the Clem 31 for a 1ST down,,
1st and 10 at CLEM 31,Cole Stoudt pass complete to Artavis Scott for 4 yds to the Clem 35,,
2nd and 6 at CLEM 35,Wayne Gallman run for 2 yds to the Clem 37,,
3rd and 4 at CLEM 37,"Cole Stoudt pass incomplete, broken up by Chandon Sullivan",,
4th and 4 at CLEM 37,Bradley Pinion punt for 44 yds,,
"CLEM DRIVE TOTALS: 5 plays, 16 yards, 1:59"
Georgia State at 9:53,,GSU,CLEM
1st and 10 at GAST 19,Nick Arbuckle pass incomplete,0,0
2nd and 10 at GAST 19,Nick Arbuckle pass complete to Todd Boyd for 5 yds to the GeoSt 24,,
3rd and 5 at GAST 24,Nick Arbuckle pass incomplete to Todd Boyd,,
4th and 5 at GAST 24,"Matt Hubbard punt for 25 yds, punt out-of-bounds at the GeoSt 49",,
"GAST DRIVE TOTALS: 3 plays, 5 yards, 0:59"
Clemson at 8:54,,GSU,CLEM
1st and 10 at GAST 49,Wayne Gallman run for 12 yds to the GeoSt 37 for a 1ST down,0,0
1st and 10 at GAST 37,Cole Stoudt pass intercepted Chandon Sullivan return for no gain to the GeoSt 6,,
