0694064820141101,,694,648
1st Quarter Play-by-Play
South Carolina at 15:00,,TENN,USC
,"Aaron Medley kickoff for 63 yds , Shon Carson return for 21 yds to the SCaro 23",0,0
1st and 10 at SC 23,Mike Davis run for 2 yds to the SCaro 25,,
2nd and 8 at SC 25,Dylan Thompson pass complete to Damiere Byrd for 22 yds to the SCaro 47 for a 1ST down,,
1st and 10 at SC 47,Dylan Thompson pass incomplete to Damiere Byrd,,
2nd and 10 at SC 47,Dylan Thompson pass incomplete to Mike Davis,,
3rd and 10 at SC 47,Dylan Thompson pass complete to Nick Jones for 7 yds to the Tenn 46,,
4th and 3 at TENN 46,Dylan Thompson pass incomplete to Pharoh Cooper,,
"SCAR DRIVE TOTALS: 6 plays, 31 yards, 2:12"
Tennessee at 12:48,,TENN,USC
1st and 10 at TENN 47,Joshua Dobbs pass complete to Jalen Hurd for 10 yds to the SCaro 43 for a 1ST down,0,0
1st and 10 at SC 43,"TENNESSEE Penalty, False Start (Jashon Robertson) to the SCaro 48",,
1st and 15 at SC 48,Pig Howard run for 1 yd to the SCaro 47,,
2nd and 14 at SC 47,Joshua Dobbs pass incomplete,,
3rd and 14 at SC 47,Joshua Dobbs pass incomplete to Marquez North,,
4th and 14 at SC 47,"Matt Darr punt for 25 yds, fair catch by Pharoh Cooper at the SCaro 22",,
"TENN DRIVE TOTALS: 4 plays, 6 yards, 1:27"
South Carolina at 11:21,,TENN,USC
1st and 10 at SC 22,Mike Davis run for 3 yds to the SCaro 25,0,0
2nd and 7 at SC 25,Dylan Thompson pass complete to Jerell Adams for 9 yds to the SCaro 34 for a 1ST down,,
1st and 10 at SC 34,Dylan Thompson pass complete to Mike Davis for 34 yds to the Tenn 32 for a 1ST down,,
1st and 10 at TENN 32,Dylan Thompson pass complete to Pharoh Cooper for 15 yds to the Tenn 17 for a 1ST down,,
1st and 10 at TENN 17,Mike Davis run for 3 yds to the Tenn 14,,
2nd and 7 at TENN 14,Mike Davis run for 3 yds to the Tenn 11,,
3rd and 4 at TENN 11,"Pharoh Cooper run for 11 yds for a TD, (Elliott Fry KICK)",0,7
"SCAR DRIVE TOTALS: 7 plays, 78 yards, 2:47"
Tennessee at 8:34,,TENN,USC
,Landon Ard kickoff for 65 yds for a touchback,0,7
1st and 10 at TENN 25,Marlin Lane run for a loss of 1 yard to the Tenn 24,,
2nd and 11 at TENN 24,Jalen Hurd run for 11 yds to the Tenn 35 for a 1ST down,,
1st and 10 at TENN 35,Joshua Dobbs run for 4 yds to the Tenn 39,,
