0254067120141004,,254,671
1st Quarter Play-by-Play
Georgia State at 15:00,,GSU,ULL
,Hunter Stover kickoff for 65 yds for a touchback,0,0
1st and 10 at GAST 25,Ronnie Bell run for 9 yds to the GeoSt 34,,
2nd and 1 at GAST 34,Marcus Caffey run for 6 yds to the GeoSt 40 for a 1ST down,,
1st and 10 at GAST 40,Ronnie Bell pass incomplete to N/A,,
2nd and 10 at GAST 40,"Marcus Caffey run for a loss of 5 yards to the GeoSt 39 Marcus Caffey fumbled, recovered by GeoSt N/A",,
3rd and 11 at GAST 39,Ronnie Bell pass complete to Marcus Caffey for 11 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,"Marcus Caffey run for 2 yds to the ULLAFAYTTE 48 for a 1ST down UL LAFAYETTE Penalty, face mask (15 yards) (Jake Molbert) to the LaLaf 33 for a 1ST down",,
1st and 10 at ULL 33,Ronnie Bell pass incomplete to N/A,,
2nd and 10 at ULL 33,Duvall Smith run for a loss of 2 yards to the LaLaf 35,,
3rd and 12 at ULL 35,"GEORGIA ST Penalty, false start (N/A) to the LaLaf 40",,
3rd and 17 at ULL 40,Ronnie Bell pass incomplete to N/A,,
4th and 17 at ULL 40,Wil Lutz punt for 40 yds for a touchback,,
"GAST DRIVE TOTALS: 9 plays, 35 yards, 3:47"
Louisiana Lafayette at 11:13,,GSU,ULL
1st and 10 at ULL 20,Terrance Broadway pass complete to Al Riles for a loss of 2 yards to the LaLaf 18,0,0
2nd and 12 at ULL 18,Alonzo Harris run for 6 yds to the LaLaf 24,,
3rd and 6 at ULL 24,Terrance Broadway pass complete to Jamal Robinson for 14 yds to the LaLaf 38 for a 1ST down,,
1st and 10 at ULL 38,Terrance Broadway pass incomplete to Jamal Robinson,,
2nd and 10 at ULL 38,Terrance Broadway pass complete to Al Riles for 8 yds to the LaLaf 46,,
3rd and 2 at ULL 46,"Elijah McGuire run for 54 yds for a TD, (Hunter Stover KICK)",0,7
"ULL DRIVE TOTALS: 6 plays, 80 yards, 2:16"
Georgia State at 8:57,,GSU,ULL
