0721081120140906,,721,811
,"*Wyoming wins the toss and defers, Air Force will receive",,
1st Quarter Play-by-Play
Air Force at 15:00,,AFA,WYO
,Stuart Williams kickoff for 65 yds for a touchback,0,0
1st and 10 at AFA 25,Kale Pearson pass complete to Jalen Robinette for 10 yds to the AFA 35 for a 1ST down,,
1st and 10 at AFA 35,Kale Pearson pass complete to Jalen Robinette for 20 yds to the Wyom 45 for a 1ST down,,
1st and 10 at WYO 45,Kale Pearson pass complete to Jalen Robinette for 14 yds to the Wyom 31 for a 1ST down,,
1st and 10 at WYO 31,Jacobi Owens run for 11 yds to the Wyom 20 for a 1ST down,,
1st and 10 at WYO 20,Shayne Davern run for 1 yd to the Wyom 19,,
2nd and 9 at WYO 19,"PEARSON, Kale rush for 19 yards to the WY0, clock 13:10, PENALTY AF illegal motion 5 yards to the WY24, NO PLAY.",,
2nd and 14 at WYO 24,Kale Pearson run for a loss of 4 yards to the Wyom 28,,
3rd and 18 at WYO 28,Kale Pearson sacked by Patrick Mertens for a loss of 5 yards to the Wyom 33,,
4th and 23 at WYO 33,Will Conant 50 yd FG GOOD,3,0
"AFA DRIVE TOTALS: 8 plays, 42 yards, 3:11"
Wyoming at 11:49,,AFA,WYO
,"Drew Oehrle kickoff for 64 yds , D.J. May return for 27 yds to the Wyom 28",3,0
1st and 10 at WYO 28,Colby Kirkegaard pass complete to Tanner Gentry for 4 yds to the Wyom 32,,
2nd and 6 at WYO 32,Shaun Wick run for 1 yd to the Wyom 33,,
3rd and 5 at WYO 33,Colby Kirkegaard pass incomplete to N/A,,
4th and 5 at WYO 33,"Ethan Wood punt for 50 yds , Jalen Robinette returns for 4 yds to the AFA 21",,
"WYO DRIVE TOTALS: 3 plays, 5 yards, 1:48"
Air Force at 10:01,,AFA,WYO
1st and 10 at AFA 21,Kale Pearson pass complete to Jalen Robinette for 34 yds to the Wyom 45 for a 1ST down,3,0
1st and 10 at WYO 45,Jacobi Owens run for 3 yds to the Wyom 42,,
2nd and 7 at WYO 42,Kale Pearson pass complete to Alex Ludowig for 17 yds to the Wyom 25 for a 1ST down,,
1st and 10 at WYO 25,Kale Pearson run for 5 yds to the Wyom 20,,
2nd and 5 at WYO 20,Shayne Davern run for 3 yds to the Wyom 17,,
3rd and 2 at WYO 17,Garrett Brown run for a loss of 4 yards to the Wyom 21,,
4th and 6 at WYO 21,Will Conant 39 yd FG MISSED,,
"AFA DRIVE TOTALS: 7 plays, 58 yards, 3:09"
Wyoming at 6:52,,AFA,WYO
1st and 10 at WYO 21,D.J. May run for 2 yds to the Wyom 23,3,0
2nd and 8 at WYO 23,Colby Kirkegaard pass complete to Dominic Rufran for 9 yds to the Wyom 32 for a 1ST down,,
1st and 10 at WYO 32,"MAY, D.J. rush for no gain to the WY32 (MAYS, Jordan;STEELHAMMER, We), PENALTY WY holding 10 yards to the WY22, NO PLAY.",,
1st and 20 at WYO 22,Colby Kirkegaard pass complete to Tanner Gentry for a loss of 1 yard to the Wyom 21,,
2nd and 21 at WYO 21,Colby Kirkegaard pass incomplete to N/A,,
3rd and 21 at WYO 21,Colby Kirkegaard pass incomplete to Dominic Rufran,,
4th and 21 at WYO 21,"Ethan Wood punt for 39 yds, punt out-of-bounds at the AFA 40",,
"WYO DRIVE TOTALS: 5 plays, 0 yards, 2:33"
Air Force at 4:19,,AFA,WYO
1st and 10 at AFA 40,Jacobi Owens run for 4 yds to the AFA 44,3,0
2nd and 6 at AFA 44,Shayne Davern run for 1 yd to the AFA 45,,
