0388066420141108,,388,664
1st Quarter Play-by-Play
Southern Mississippi at 15:00,,MAR,USM
,"Kaare Vedvik kickoff for 65 yds , Michael Thomas return for 25 yds to the SoMis 25",0,0
1st and 10 at USM 25,Ito Smith run for 2 yds to the SoMis 27,,
2nd and 8 at USM 27,Cole Weeks pass complete to Marquise Ricard for 12 yds to the SoMis 39 for a 1ST down,,
1st and 10 at USM 39,Jalen Richard run for 7 yds to the SoMis 46,,
2nd and 3 at USM 46,Cole Weeks run for 6 yds to the Marsh 48 for a 1ST down,,
1st and 10 at MRSH 48,Cole Weeks run for 2 yds to the Marsh 46,,
2nd and 8 at MRSH 46,Cole Weeks pass complete to Jalen Richard for 19 yds to the Marsh 27 for a 1ST down,,
1st and 10 at MRSH 27,Ito Smith run for 2 yds to the Marsh 25,,
2nd and 8 at MRSH 25,"Cole Weeks sacked by Arnold Blackmon for a loss of 1 yard to the Marsh 19 Cole Weeks fumbled, recovered by SoMis Jalen Richard , return for 0 yards , return for 6 yds to the Marsh 19",,
3rd and 2 at MRSH 19,Ito Smith run for 3 yds to the Marsh 16 for a 1ST down,,
1st and 10 at MRSH 16,Ito Smith run for 1 yd to the Marsh 15,,
2nd and 9 at MRSH 15,Ito Smith run for 7 yds to the Marsh 8,,
3rd and 2 at MRSH 8,Ito Smith run for 6 yds to the Marsh 2 for a 1ST down,,
1st and Goal at MRSH 2,"Ito Smith run for 2 yds for a TD, (Corey Acosta KICK)",0,7
"USM DRIVE TOTALS: 13 plays, 75 yards, 6:20"
Marshall at 8:40,,MAR,USM
,"Corey Acosta kickoff for 15 yds , TEAM return for no gain to the SoMis 44 TEAM fumbled, forced by TEAM, recovered by SoMis Tez Parks",0,7
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Marshall at 15:00,,MAR,USM
,End of 2nd Quarter,28,17
"MRSH DRIVE TOTALS: 0 plays, 6 yards"
3rd Quarter Play-by-Play
Marshall at 15:00,,MAR,USM
,End of 3rd Quarter,42,17
4th Quarter Play-by-Play
Marshall at 15:00,,MAR,USM
,End of 4th Quarter,63,17
"MRSH DRIVE TOTALS: 0 plays, 6 yards"
