0328005120141101,,328,51
1st Quarter Play-by-Play
Baylor at 15:00,,KU,BU
,"Trevor Pardula kickoff for 65 yds , Corey Coleman return for 21 yds to the Bayl 21",0,0
1st and 10 at BAY 21,Shock Linwood run for 5 yds to the Bayl 26,,
2nd and 5 at BAY 26,Shock Linwood run for 3 yds to the Bayl 29,,
3rd and 2 at BAY 29,Bryce Petty pass complete to KD Cannon for 1 yd to the Bayl 30,,
4th and 1 at BAY 30,"Spencer Roth punt for 40 yds, fair catch by Isaiah Johnson at the Kans 30",,
"BAY DRIVE TOTALS: 3 plays, 9 yards, 1:47"
Kansas at 13:13,,KU,BU
1st and 10 at KU 30,Michael Cummings pass complete to Nigel King for 3 yds to the Kans 33,0,0
2nd and 7 at KU 33,Tony Pierson run for 4 yds to the Kans 37,,
3rd and 3 at KU 37,"KANSAS Penalty, False Start (Larry Mazyck) to the Kans 32",,
3rd and 8 at KU 32,Michael Cummings pass incomplete,,
4th and 8 at KU 32,"Trevor Pardula punt for 47 yds , Levi Norwood returns for 7 yds to the Bayl 28",,
"KU DRIVE TOTALS: 3 plays, 2 yards, 1:33"
Baylor at 11:40,,KU,BU
1st and 10 at BAY 28,"Bryce Petty pass complete to Corey Coleman for 72 yds for a TD, (Chris Callahan KICK)",0,7
"BAY DRIVE TOTALS: 1 play, 72 yards, 0:11"
Kansas at 11:29,,KU,BU
,"Spencer Evans kickoff for 53 yds , JaCorey Shepherd return for 16 yds to the Kans 28",0,7
1st and 10 at KU 28,Corey Avery run for a loss of 2 yards to the Kans 26,,
2nd and 12 at KU 26,"Michael Cummings pass incomplete to Nigel King, broken up by Orion Stewart",,
3rd and 12 at KU 26,"TEAM run for a loss of 8 yards to the Kans 18 TEAM fumbled, recovered by Bayl Shawn Oakman",,
"KU DRIVE TOTALS: 3 plays, -10 yards, 0:48"
Baylor at 10:41,,KU,BU
1st and 10 at KU 18,Devin Chafin run for 8 yds to the Kans 10,0,7
2nd and 2 at KU 10,Devin Chafin run for 1 yd to the Kans 9,,
3rd and 1 at KU 9,Devin Chafin run for 8 yds to the Kans 1 for a 1ST down,,
1st and Goal at KU 1,"Devin Chafin run for 1 yd for a TD, (Chris Callahan PAT MISSED)",0,13
"BAY DRIVE TOTALS: 4 plays, 18 yards, 1:04"
Kansas at 9:37,,KU,BU
,"Spencer Evans kickoff for 62 yds , JaCorey Shepherd return for 20 yds to the Kans 23",0,13
1st and 10 at KU 23,Tony Pierson run for 2 yds to the Kans 25,,
2nd and 8 at KU 25,Michael Cummings pass complete to Tony Pierson for 1 yd to the Kans 26,,
3rd and 7 at KU 26,Michael Cummings pass complete to Corey Avery for 36 yds to the Bayl 38 for a 1ST down,,
1st and 10 at BAY 38,Tony Pierson run for 5 yds to the Bayl 33,,
2nd and 5 at BAY 33,"BAYLOR Penalty, Defensive Offside (Taylor Young) to the Bayl 28 for a 1ST down",,
1st and 10 at BAY 28,"Michael Cummings pass complete to Nick Harwell for 28 yds for a TD, (Matthew Wyman KICK)",7,13
"KU DRIVE TOTALS: 5 plays, 77 yards, 2:45"
Baylor at 6:52,,KU,BU
,"Trevor Pardula kickoff for 65 yds , Devin Chafin return for 33 yds to the Bayl 33",7,13
1st and 10 at BAY 33,Shock Linwood run for 11 yds to the Bayl 44 for a 1ST down,,
1st and 10 at BAY 44,"Bryce Petty pass incomplete to KD Cannon, broken up by Tevin Shaw",,
2nd and 10 at BAY 44,Shock Linwood run for 4 yds to the Bayl 48,,
,"Timeout KANSAS, clock 05:43",,
