0508036620140920,,508,366
,NWST wins toss. Defers. LT to recieve and defend S Endzone.,,
1st Quarter Play-by-Play
Louisiana Tech at 15:00,,NSU,LT
,Chris Moore kickoff for 67 yds,0,0
1st and 10 at LT 35,Tevin King run for 4 yds to the LaTch 39,,
2nd and 6 at LT 39,Kenneth Dixon run for 11 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Kenneth Dixon run for 4 yds to the NWSt 46,,
2nd and 6 at NWST 46,Kenneth Dixon run for no gain to the NWSt 46,,
3rd and 6 at NWST 46,Cody Sokol pass complete to Sterling Griffin for 8 yds to the NWSt 38 for a 1ST down,,
1st and 10 at NWST 38,"Cody Sokol pass complete to Kenneth Dixon for 38 yds for a TD, (Jonathan Barnes KICK)",0,7
"LT DRIVE TOTALS: 6 plays, 65 yards, 2:42"
Northwestern State at 12:18,,NSU,LT
,Jonathan Barnes kickoff for 65 yds for a touchback,0,7
1st and 10 at NWST 25,Zach Adkins pass complete to Zach White for 3 yds to the NWSt 28,,
2nd and 7 at NWST 28,"LOUISIANA TECH Penalty, offside defense (5 Yards) to the NWSt 33",,
2nd and 2 at NWST 33,Garrett Atzenweiler run for 4 yds to the NWSt 37 for a 1ST down,,
1st and 10 at NWST 37,Zach Adkins run for 3 yds to the NWSt 40,,
2nd and 7 at NWST 40,"LOUISIANA TECH Penalty, offside defense (5 Yards) to the NWSt 45",,
2nd and 2 at NWST 45,"u""De'Mard Llorens"",  run for no gain to the NWSt 45",,
3rd and 2 at NWST 45,"u""De'Mard Llorens"",  run for a loss of 2 yards to the NWSt 43",,
4th and 4 at NWST 43,Andy Wickman punt for 26 yds,,
"NWST DRIVE TOTALS: 5 plays, 18 yards, 2:56"
Louisiana Tech at 9:22,,NSU,LT
1st and 10 at LT 31,Cody Sokol pass complete to Hunter Lee for 20 yds to the NWSt 49 for a 1ST down,0,7
1st and 10 at NWST 49,Cody Sokol pass complete to Paul Turner for 18 yds to the NWSt 31 for a 1ST down,,
1st and 10 at NWST 31,Cody Sokol pass complete to Hunter Lee for 10 yds to the NWSt 21 for a 1ST down,,
1st and 10 at NWST 21,Cody Sokol pass incomplete to Trent Taylor,,
2nd and 10 at NWST 21,"Cody Sokol pass incomplete to Hunter Lee, broken up by Damon Medcafe",,
3rd and 10 at NWST 21,"SOKOL, Cody pass complete to DIXON,Kenneth for 21 yards to the NWLA0, clock 07:30, PENALTY LATECH pass interference (SOKOL, Cody) 15 yards to the NWLA36, NO PLAY.",,
3rd and 25 at NWST 36,"SOKOL, Cody pass complete to LEE, Hunter for 6 yards to the NWLA30 (Poullard, Dariu), PENALTY LATECH illegal block 4 yards to the NWLA40, NO PLAY.",,
3rd and 29 at NWST 40,Cody Sokol pass complete to Sterling Griffin for 19 yds to the NWSt 21,,
4th and 10 at NWST 21,Jonathan Barnes 38 yd FG GOOD,0,10
"LT DRIVE TOTALS: 7 plays, 48 yards, 2:53"
Northwestern State at 6:29,,NSU,LT
