0523057420140920,,523,574
,ODU wins toss and will receive at north end,,
1st Quarter Play-by-Play
Old Dominion at 15:00,,ODU,RICE
,James Hairston kickoff for 65 yds for a touchback,0,0
1st and 10 at ODU 25,Taylor Heinicke pass complete to David Washington for 12 yds to the ODU 37 for a 1ST down,,
1st and 10 at ODU 37,Taylor Heinicke pass complete to David Washington for 7 yds to the ODU 44,,
2nd and 3 at ODU 44,Gerard Johnson run for 1 yd to the ODU 45,,
3rd and 2 at ODU 45,Gerard Johnson run for 11 yds to the Rice 44 for a 1ST down,,
1st and 10 at RICE 44,Taylor Heinicke pass complete to David Washington for 32 yds to the Rice 12 for a 1ST down,,
1st and 10 at RICE 12,Gerard Johnson run for 7 yds to the Rice 5,,
2nd and 3 at RICE 5,"Taylor Heinicke run for 5 yds for a TD, (Ricky Segers KICK)",7,0
"ODU DRIVE TOTALS: 7 plays, 75 yards, 2:33"
Rice at 12:27,,ODU,RICE
,"Ricky Segers kickoff for 55 yds , Mario Hull return for 21 yds to the Rice 31",7,0
1st and 10 at RICE 31,Jowan Davis run for 3 yds to the Rice 34,,
2nd and 7 at RICE 34,Luke Turner run for 33 yds to the ODU 33 for a 1ST down,,
1st and 10 at ODU 33,"Driphus Jackson pass incomplete to Dennis Parks, broken up by Fellonte Misher",,
2nd and 10 at ODU 33,Driphus Jackson pass complete to Dennis Parks for 2 yds to the ODU 31,,
3rd and 8 at ODU 31,"Driphus Jackson pass complete to Zach Wright for 31 yds for a TD, (James Hairston KICK)",7,7
"RICE DRIVE TOTALS: 5 plays, 69 yards, 2:16"
Old Dominion at 10:11,,ODU,RICE
,James Hairston kickoff for 65 yds for a touchback,7,7
1st and 10 at ODU 25,Gerard Johnson run for 10 yds to the ODU 35 for a 1ST down,,
1st and 10 at ODU 35,Taylor Heinicke pass complete to Zach Pascal for 16 yds to the Rice 49 for a 1ST down,,
1st and 10 at RICE 49,Taylor Heinicke pass complete to Antonio Vaughan for 5 yds to the Rice 44,,
2nd and 5 at RICE 44,Taylor Heinicke pass complete to Melvin Vaughn for 5 yds to the Rice 39 for a 1ST down,,
1st and 10 at RICE 39,Antonio Vaughan run for 1 yd to the Rice 38,,
2nd and 9 at RICE 38,Taylor Heinicke pass incomplete to Melvin Vaughn,,
3rd and 9 at RICE 38,"RICE Penalty, Defensive offside (N/A) to the Rice 33",,
,"Timeout RICE, clock 07:35",,
3rd and 4 at RICE 33,Ray Lawry run for 11 yds to the Rice 22 for a 1ST down,,
1st and 10 at RICE 22,"Taylor Heinicke pass complete to Melvin Vaughn for 22 yds for a TD, (Ricky Segers KICK)",14,7
"ODU DRIVE TOTALS: 8 plays, 75 yards, 3:01"
Rice at 7:10,,ODU,RICE
,"Ricky Segers kickoff for 61 yds , Mario Hull return for 16 yds to the Rice 20",14,7
1st and 10 at RICE 20,Jowan Davis run for 13 yds to the Rice 33 for a 1ST down,,
1st and 10 at RICE 33,Luke Turner run for a loss of 1 yard to the Rice 32,,
2nd and 11 at RICE 32,Tyler Stehling pass incomplete to Luke Turner,,
3rd and 11 at RICE 32,"Tyler Stehling run for a loss of 17 yards to the Rice 15 Tyler Stehling fumbled, recovered by Rice Tyler Stehling  , return for no gain to the Rice 15",,
4th and 28 at RICE 15,"James Farrimond punt for 36 yds , Antonio Vaughan returns for no gain to the ODU 49",,
"RICE DRIVE TOTALS: 4 plays, -5 yards, 2:08"
Old Dominion at 5:02,,ODU,RICE
1st and 10 at ODU 49,Taylor Heinicke pass complete to Zach Pascal for 6 yds to the Rice 45,14,7
2nd and 4 at RICE 45,Taylor Heinicke pass incomplete to Gerard Johnson,,
3rd and 4 at RICE 45,"Taylor Heinicke pass incomplete to David Washington, broken up by Connor Johnson",,
4th and 4 at RICE 45,"Taylor Heinicke punt for 31 yds, punt out-of-bounds at the Rice 14",,
"ODU DRIVE TOTALS: 3 plays, 6 yards, 0:47"
Rice at 4:15,,ODU,RICE
1st and 10 at RICE 14,Darik Dillard run for 14 yds to the Rice 28 for a 1ST down,14,7
1st and 10 at RICE 28,Darik Dillard run for 8 yds to the Rice 36,,
2nd and 2 at RICE 36,Connor Cella run for 8 yds to the Rice 44 for a 1ST down,,
1st and 10 at RICE 44,Darik Dillard run for 1 yd to the Rice 45,,
2nd and 9 at RICE 45,Tyler Stehling pass complete to Mario Hull for 9 yds to the ODU 46 for a 1ST down,,
1st and 10 at ODU 46,Jowan Davis run for 7 yds to the ODU 39,,
