0201042820140828,,201,428
1st Quarter Play-by-Play
Minnesota at 15:00,,EIU,MINN
,"Taylor Kerr kickoff for 61 yds , Marcus Jones return for 20 yds to the MINNESOTA 45 EASTRN ILLINOIS Penalty, illegal formation (-5 Yards) to the Minn 29",0,0
1st and 10 at MINN 40,Mitch Leidner pass incomplete to N/A,,
2nd and 10 at MINN 40,Mitch Leidner pass incomplete to Drew Goodger,,
3rd and 10 at MINN 40,David Cobb run for no gain to the Minn 40,,
4th and 10 at MINN 40,Peter Mortell punt for 60 yds for a touchback,,
1st and 10 at MINN 29,David Cobb run for 11 yds to the Minn 40 for a 1ST down,,
"MINN DRIVE TOTALS: 4 plays, 11 yards, 1:37"
Eastern Illinois at 13:23,,EIU,MINN
1st and 10 at EIU 20,Jalen Whitlow pass complete to Adam Drake for 10 yds to the EIlln 30 for a 1ST down,0,0
1st and 10 at EIU 30,Jalen Whitlow pass complete to Shepard Little for 9 yds to the EIlln 39,,
2nd and 1 at EIU 39,"Jalen Whitlow pass incomplete to Anthony Taylor, broken up by Damien Wilson",,
3rd and 1 at EIU 39,Jalen Whitlow pass complete to Nico Shepherd for 7 yds to the EIlln 46 for a 1ST down,,
1st and 10 at EIU 46,Jalen Whitlow run for no gain to the EIlln 46,,
2nd and 10 at EIU 46,Jalen Whitlow run for 11 yds to the Minn 43 for a 1ST down,,
1st and 10 at MINN 43,Jalen Whitlow pass complete to Adam Drake for 6 yds to the Minn 37,,
2nd and 4 at MINN 37,Jalen Whitlow pass complete to Adam Drake for 6 yds to the Minn 31 for a 1ST down,,
1st and 10 at MINN 31,Jalen Whitlow run for 1 yd to the Minn 30,,
2nd and 9 at MINN 30,"TEAM run for a loss of 17 yards to the Minn 47 TEAM fumbled, recovered by EIlln Shepard Little",,
3rd and 26 at MINN 47,Jalen Whitlow pass incomplete to Adam Drake,,
4th and 26 at MINN 47,"Cody Edwards punt for 32 yds , Marcus Jones returns for 12 yds to the Minn 27",,
"EIU DRIVE TOTALS: 11 plays, 33 yards, 4:46"
Minnesota at 8:37,,EIU,MINN
1st and 10 at MINN 27,David Cobb run for 2 yds to the Minn 29,0,0
2nd and 8 at MINN 29,Mitch Leidner pass complete to Berkley Edwards for 2 yds to the Minn 31,,
3rd and 6 at MINN 31,"Mitch Leidner sacked by Fedney Delphonse for a loss of 3 yards to the Minn 28 Mitch Leidner fumbled, recovered by EIlln Kamu Grugier-Hill , return for 0 yards",,
"MINN DRIVE TOTALS: 3 plays, 1 yard, 1:16"
Eastern Illinois at 7:21,,EIU,MINN
1st and 10 at MINN 28,Taylor Duncan run for no gain to the Minn 28,0,0
2nd and 10 at MINN 28,Jalen Whitlow run for 4 yds to the Minn 24,,
3rd and 6 at MINN 24,Jalen Whitlow pass incomplete to Anthony Taylor,,
4th and 6 at MINN 24,Nick Bruno 41 yd FG MISSED,,
"EIU DRIVE TOTALS: 4 plays, 4 yards, 1:30"
Minnesota at 5:51,,EIU,MINN
1st and 10 at MINN 24,David Cobb run for 7 yds to the Minn 31,0,0
2nd and 3 at MINN 31,David Cobb run for no gain to the Minn 31,,
