0031043020141101,,31,430
1st Quarter Play-by-Play
Arkansas at 15:00,,ARK,MSU
,"Logan Cooke kickoff for 65 yds , Keon Hatcher return for 21 yds to the Ark 21",0,0
1st and 10 at ARK 21,Jonathan Williams run for 11 yds to the Ark 32 for a 1ST down,,
1st and 10 at ARK 32,Jonathan Williams run for a loss of 1 yard to the Ark 31,,
2nd and 11 at ARK 31,Brandon Allen pass complete to Jared Cornelius for 23 yds to the MisSt 46 for a 1ST down,,
1st and 10 at MSST 46,Brandon Allen pass complete to Cody Hollister for 6 yds to the MisSt 40,,
2nd and 4 at MSST 40,Jonathan Williams run for 5 yds to the MisSt 35 for a 1ST down,,
1st and 10 at MSST 35,Kody Walker run for 8 yds to the MisSt 27,,
2nd and 2 at MSST 27,Damon Mitchell run for 7 yds to the MisSt 20 for a 1ST down,,
1st and 10 at MSST 20,Alex Collins run for 1 yd to the MisSt 19,,
2nd and 9 at MSST 19,Brandon Allen pass incomplete to Patrick Arinze,,
3rd and 9 at MSST 19,Brandon Allen pass incomplete to Keon Hatcher,,
4th and 9 at MSST 19,Adam McFain 36 yd FG GOOD,3,0
"ARK DRIVE TOTALS: 11 plays, 60 yards, 5:10"
Mississippi State at 9:50,,ARK,MSU
,"Adam McFain kickoff for 57 yds , Robert Johnson return for 17 yds to the MisSt 25",3,0
1st and 10 at MSST 25,Dak Prescott pass complete to Malcolm Johnson for 21 yds to the MisSt 46 for a 1ST down,,
1st and 10 at MSST 46,Dak Prescott pass incomplete to Gabe Myles,,
2nd and 10 at MSST 46,Dak Prescott pass intercepted Alan Turner return for no gain to the Ark 36,,
"MSST DRIVE TOTALS: 3 plays, 21 yards, 0:39"
Arkansas at 9:11,,ARK,MSU
1st and 10 at ARK 36,Brandon Allen pass complete to Keon Hatcher for 12 yds to the Ark 48 for a 1ST down,3,0
1st and 10 at ARK 48,Alex Collins run for 11 yds to the MisSt 41 for a 1ST down,,
1st and 10 at MSST 41,Alex Collins run for 2 yds to the MisSt 39,,
2nd and 8 at MSST 39,Brandon Allen pass complete to Keon Hatcher for 2 yds to the MisSt 37,,
3rd and 6 at MSST 37,Brandon Allen pass complete to Drew Morgan for 5 yds to the MisSt 32,,
4th and 1 at MSST 32,"Sam Irwin-Hill punt for 24 yds, downed at the MisSt 8",,
"ARK DRIVE TOTALS: 5 plays, 32 yards, 3:04"
Mississippi State at 6:07,,ARK,MSU
1st and 10 at MSST 8,Josh Robinson run for a loss of 3 yards to the MisSt 5,3,0
2nd and 13 at MSST 5,Dak Prescott pass incomplete to Jameon Lewis,,
3rd and 13 at MSST 5,Dak Prescott pass complete to Jameon Lewis for 2 yds to the MisSt 7,,
4th and 11 at MSST 7,"Devon Bell punt for 51 yds , Jared Cornelius returns for 4 yds to the Ark 46",,
"MSST DRIVE TOTALS: 3 plays, -1 yard, 1:25"
Arkansas at 4:42,,ARK,MSU
1st and 10 at ARK 46,Alex Collins run for 3 yds to the Ark 49,3,0
2nd and 7 at ARK 49,Brandon Allen pass complete to Cody Hollister for 6 yds to the MisSt 45,,
3rd and 1 at MSST 45,Brandon Allen pass incomplete to Keon Hatcher,,
4th and 1 at MSST 45,"Sam Irwin-Hill punt for 36 yds, fair catch by Jamoral Graham at the MisSt 9",,
"ARK DRIVE TOTALS: 3 plays, 9 yards, 1:38"
Mississippi State at 3:04,,ARK,MSU
1st and 10 at MSST 9,Josh Robinson run for 13 yds to the MisSt 22 for a 1ST down,3,0
1st and 10 at MSST 22,Dak Prescott pass complete to Josh Robinson for 47 yds to the Ark 31 for a 1ST down,,
1st and 10 at ARK 31,"Dak Prescott pass complete to Brandon Holloway for a loss of 2 yards to the Ark 33 MISSISSIPPI ST Penalty, Unsportsmanlike Conduct (Malcolm Johnson) to the Ark 48",,
2nd and 27 at ARK 48,Josh Robinson run for no gain to the Ark 48,,
3rd and 27 at ARK 48,Dak Prescott pass complete to Josh Robinson for 12 yds to the Ark 36,,
4th and 15 at ARK 36,"Devon Bell punt for 29 yds, downed at the Ark 7",,
"MSST DRIVE TOTALS: 5 plays, 55 yards, 2:14"
Arkansas at 0:50,,ARK,MSU
1st and 10 at ARK 7,Jonathan Williams run for no gain to the Ark 7,3,0
2nd and 10 at ARK 7,Jonathan Williams run for 4 yds to the Ark 11,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Arkansas at 15:00,,ARK,MSU
3rd and 6 at ARK 11,Brandon Allen pass incomplete to Keon Hatcher,3,0
4th and 6 at ARK 11,"Sam Irwin-Hill punt for 44 yds , Jamoral Graham returns for a loss of 20 yards to the MisSt 25 Jamoral Graham fumbled, recovered by Ark Kody Walker",,
"ARK DRIVE TOTALS: 3 plays, 4 yards, 1:11"
Arkansas at 14:39,,ARK,MSU
1st and 10 at MSST 25,Alex Collins run for 4 yds to the MisSt 21,3,0
2nd and 6 at MSST 21,Alex Collins run for 6 yds to the MisSt 15 for a 1ST down,,
1st and 10 at MSST 15,"ARKANSAS Penalty, Delay of Game (Brandon Allen) to the MisSt 20",,
1st and 15 at MSST 20,Jonathan Williams run for 5 yds to the MisSt 15,,
2nd and 10 at MSST 15,Brandon Allen pass incomplete to Jared Cornelius,,
3rd and 10 at MSST 15,Brandon Allen pass complete to Hunter Henry for 14 yds to the MisSt 1 for a 1ST down,,
1st and Goal at MSST 1,"Williams, Jonathan rush for no gain to the MISSSTATE1, PENALTY MISSSTATE offside (Smith, Preston) 0 yards to the MISSSTATE1, NO PLAY.",,
,"Alex Collins run for 1 yd for a TD, (Adam McFain KICK)",10,0
"ARK DRIVE TOTALS: 6 plays, 25 yards, 3:38"
Mississippi State at 11:01,,ARK,MSU
,"John Henson kickoff for 62 yds , Brandon Holloway return for 22 yds to the MisSt 25",10,0
1st and 10 at MSST 25,Dak Prescott pass complete to Josh Robinson for 9 yds to the MisSt 34,,
2nd and 1 at MSST 34,Josh Robinson run for 4 yds to the MisSt 38 for a 1ST down,,
1st and 10 at MSST 38,Dak Prescott pass complete to Fred Brown for 31 yds to the Ark 31 for a 1ST down,,
1st and 10 at ARK 31,Dak Prescott run for 7 yds to the Ark 24,,
2nd and 3 at ARK 24,Dak Prescott run for no gain to the Ark 24,,
3rd and 3 at ARK 24,Dak Prescott run for 4 yds to the Ark 20 for a 1ST down,,
1st and 10 at ARK 20,Dak Prescott pass incomplete to Gus Walley,,
2nd and 10 at ARK 20,Dak Prescott pass incomplete,,
3rd and 10 at ARK 20,Dak Prescott run for 12 yds to the Ark 8 for a 1ST down,,
1st and Goal at ARK 8,Josh Robinson run for 5 yds to the Ark 3,,
