0008043420141206,,8,434
1st Quarter Play-by-Play
Alabama at 15:00,,ALA,MO
,"Andrew Baggett kickoff for 62 yds , Christion Jones return for 29 yds to the Alab 32",0,0
1st and 10 at ALA 32,Blake Sims pass complete to Jalston Fowler for 13 yds to the Alab 45 for a 1ST down,,
1st and 10 at ALA 45,Blake Sims pass complete to Amari Cooper for 6 yds to the Misso 49,,
2nd and 4 at MIZZ 49,T.J. Yeldon run for 11 yds to the Misso 38 for a 1ST down,,
1st and 10 at MIZZ 38,Blake Sims pass complete to Amari Cooper for 4 yds to the Misso 34,,
2nd and 6 at MIZZ 34,Amari Cooper run for 9 yds to the Misso 25 for a 1ST down,,
1st and 10 at MIZZ 25,Derrick Henry run for 5 yds to the Misso 20,,
2nd and 5 at MIZZ 20,Blake Sims pass complete to DeAndrew White for 6 yds to the Misso 14 for a 1ST down,,
1st and 10 at MIZZ 14,Blake Sims pass complete to Amari Cooper for 10 yds to the Misso 4 for a 1ST down,,
1st and Goal at MIZZ 4,Derrick Henry run for 3 yds to the Misso 1,,
2nd and Goal at MIZZ 1,"T.J. Yeldon run for 1 yd for a TD, (Adam Griffith KICK)",7,0
"ALA DRIVE TOTALS: 10 plays, 68 yards, 3:36"
Missouri at 11:24,,ALA,MO
,"Adam Griffith kickoff for 65 yds , Marcus Murphy return for 19 yds to the Misso 19",7,0
1st and 10 at MIZZ 19,Maty Mauk pass incomplete to Marcus Murphy,,
2nd and 10 at MIZZ 19,Maty Mauk pass incomplete to Darius White,,
3rd and 10 at MIZZ 19,Maty Mauk pass incomplete to Marcus Murphy,,
"MIZZ DRIVE TOTALS: 3 plays, 0 yards, 0:34"
Alabama at 10:50,,ALA,MO
1st and 10 at ALA 44,"ALABAMA Penalty, Illegal Shift (-5 Yards) to the Alab 39",7,0
1st and 15 at ALA 39,Derrick Henry run for a loss of 5 yards to the Alab 34,,
2nd and 20 at ALA 34,Blake Sims run for 9 yds to the Alab 43,,
3rd and 11 at ALA 43,Blake Sims sacked by Shane Ray and Lucas Vincent for a loss of 6 yards to the Alab 37,,
4th and 17 at ALA 37,"JK Scott punt for 52 yds, fair catch by Marcus Murphy at the Misso 11",,
"ALA DRIVE TOTALS: 3 plays, -7 yards, 2:19"
Missouri at 8:31,,ALA,MO
1st and 10 at MIZZ 11,Russell Hansbrough run for 2 yds to the Misso 13,7,0
2nd and 8 at MIZZ 13,Maty Mauk pass complete to Darius White for 7 yds to the Misso 20,,
3rd and 1 at MIZZ 20,Russell Hansbrough run for no gain to the Misso 20,,
