0721072520141101,,721,725
1st Quarter Play-by-Play
Air Force at 15:00,,AFA,ARMY
,"Daniel Grochowski kickoff for 65 yds , Jon Lee return for 19 yds to the AFA 19",0,0
1st and 10 at AFA 19,Shayne Davern run for 4 yds to the AFA 23,,
2nd and 6 at AFA 23,Jacobi Owens run for 2 yds to the AFA 25,,
3rd and 4 at AFA 25,Kale Pearson pass complete to Jalen Robinette for 5 yds to the AFA 30 for a 1ST down,,
1st and 10 at AFA 30,Jacobi Owens run for 1 yd to the AFA 31,,
2nd and 9 at AFA 31,"AIR FORCE Penalty, false start (-5 Yards) to the AFA 26",,
2nd and 14 at AFA 26,Kale Pearson run for 5 yds to the AFA 31,,
3rd and 9 at AFA 31,Kale Pearson pass complete to Alex Ludowig for 11 yds to the AFA 42 for a 1ST down,,
1st and 10 at AFA 42,Garrett Brown run for a loss of 1 yard to the AFA 41,,
2nd and 11 at AFA 41,Kale Pearson run for 3 yds to the AFA 44,,
3rd and 8 at AFA 44,Kale Pearson pass intercepted Josh Jenkins return for 31 yds to the AFA 28,,
"AFA DRIVE TOTALS: 9 plays, 25 yards, 3:46"
Army at 11:14,,AFA,ARMY
1st and 10 at AFA 28,Angel Santiago pass incomplete,0,0
2nd and 10 at AFA 28,Angel Santiago run for 4 yds to the AFA 24,,
3rd and 6 at AFA 24,Angel Santiago pass incomplete to Kelvin White,,
4th and 6 at AFA 24,Daniel Grochowski 42 yd FG GOOD,0,3
"ARMY DRIVE TOTALS: 4 plays, 4 yards, 0:57"
Air Force at 10:09,,AFA,ARMY
,"Daniel Grochowski kickoff for 62 yds , Jon Lee return for 21 yds to the AFA 24",0,3
1st and 10 at AFA 24,Shayne Davern run for 3 yds to the AFA 27,,
,"Timeout AIR FORCE, clock 09:34",,
2nd and 7 at AFA 27,Jacobi Owens run for 6 yds to the AFA 33,,
3rd and 1 at AFA 33,D.J. Johnson run for 2 yds to the AFA 35 for a 1ST down,,
1st and 10 at AFA 35,Kale Pearson run for 10 yds to the AFA 45 for a 1ST down,,
1st and 10 at AFA 45,Kale Pearson run for 4 yds to the AFA 49,,
2nd and 6 at AFA 49,Jacobi Owens run for 3 yds to the Army 48,,
3rd and 3 at ARMY 48,Garrett Brown run for 1 yd to the Army 47,,
4th and 2 at ARMY 47,D.J. Johnson run for 1 yd to the Army 46,,
"AFA DRIVE TOTALS: 8 plays, 30 yards, 2:43"
Army at 7:26,,AFA,ARMY
1st and 10 at ARMY 46,Larry Dixon run for no gain to the Army 46,0,3
2nd and 10 at ARMY 46,Angel Santiago run for 32 yds to the AFA 22 for a 1ST down,,
1st and 10 at AFA 22,Larry Dixon run for no gain to the AFA 22,,
2nd and 10 at AFA 22,Angel Santiago pass incomplete to Kelvin White,,
3rd and 10 at AFA 22,Angel Santiago run for a loss of 1 yard to the AFA 23,,
4th and 11 at AFA 23,Daniel Grochowski 41 yd FG MISSED,,
"ARMY DRIVE TOTALS: 6 plays, 31 yards, 2:38"
Air Force at 4:48,,AFA,ARMY
1st and 10 at AFA 23,Shayne Davern run for 5 yds to the AFA 28,0,3
2nd and 5 at AFA 28,Jacobi Owens run for 4 yds to the AFA 32,,
3rd and 1 at AFA 32,Jacobi Owens run for 2 yds to the AFA 34 for a 1ST down,,
1st and 10 at AFA 34,"Kale Pearson pass incomplete to Jalen Robinette, broken up by Chris Carnegie",,
2nd and 10 at AFA 34,Kale Pearson pass complete to Garrett Brown for 7 yds to the AFA 41,,
3rd and 3 at AFA 41,Jacobi Owens run for 10 yds to the Army 49 for a 1ST down,,
1st and 10 at ARMY 49,Jacobi Owens run for 1 yd to the Army 48,,
2nd and 9 at ARMY 48,Devin Rushing run for 4 yds to the Army 44,,
3rd and 5 at ARMY 44,Kale Pearson run for no gain to the Army 44,,
4th and 5 at ARMY 44,"Will Conant punt for 24 yds, punt out-of-bounds at the Army 20",,
"AFA DRIVE TOTALS: 9 plays, 33 yards, 4:04"
Army at 0:44,,AFA,ARMY
1st and 10 at ARMY 20,Larry Dixon run for no gain to the Army 20,0,3
2nd and 10 at ARMY 20,Angel Santiago run for a loss of 3 yards to the Army 17,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Army at 15:00,,AFA,ARMY
3rd and 13 at ARMY 17,Angel Santiago pass incomplete to Edgar Poe,0,3
4th and 13 at ARMY 17,"Alex Tardie,  punt for 23 yds, downed at the Army 40",,
"ARMY DRIVE TOTALS: 3 plays, -3 yards, 1:00"
Air Force at 14:44,,AFA,ARMY
1st and 10 at ARMY 40,Garrett Brown run for 4 yds to the Army 36,0,3
2nd and 6 at ARMY 36,Colton Huntsman run for a loss of 2 yards to the Army 38,,
3rd and 8 at ARMY 38,Jacobi Owens run for 6 yds to the Army 32,,
4th and 2 at ARMY 32,Garrett Brown run for 5 yds to the Army 27 for a 1ST down,,
1st and 10 at ARMY 27,Jacobi Owens run for 2 yds to the Army 25,,
2nd and 8 at ARMY 25,Kale Pearson run for 1 yd to the Army 24,,
3rd and 7 at ARMY 24,Jacobi Owens run for 3 yds to the Army 21,,
4th and 4 at ARMY 21,Will Conant 38 yd FG GOOD,3,3
"AFA DRIVE TOTALS: 8 plays, 19 yards, 4:06"
Army at 10:29,,AFA,ARMY
,"Drew Oehrle kickoff for 64 yds , Josh Jenkins return for 17 yds to the Army 18",3,3
1st and 10 at ARMY 18,Terry Baggett run for 1 yd to the Army 19,,
2nd and 9 at ARMY 19,Larry Dixon run for 7 yds to the Army 26,,
,"Timeout ARMY, clock 09:16",,
3rd and 2 at ARMY 26,Angel Santiago run for 1 yd to the Army 27,,
4th and 1 at ARMY 27,"Alex Tardie,  punt for 41 yds, fair catch by Jalen Robinette at the AFA 32",,
"ARMY DRIVE TOTALS: 3 plays, 9 yards, 1:56"
Air Force at 8:33,,AFA,ARMY
1st and 10 at AFA 32,Jacobi Owens run for 3 yds to the AFA 35,3,3
2nd and 7 at AFA 35,Shayne Davern run for 4 yds to the AFA 39,,
3rd and 3 at AFA 39,Jacobi Owens run for 3 yds to the AFA 42 for a 1ST down,,
1st and 10 at AFA 42,Kale Pearson pass complete to Colton Huntsman for 17 yds to the Army 41 for a 1ST down,,
1st and 10 at ARMY 41,Kale Pearson pass complete to Jalen Robinette for 29 yds to the Army 12 for a 1ST down,,
1st and 10 at ARMY 12,Kale Pearson run for no gain to the Army 12,,
2nd and 10 at ARMY 12,Shayne Davern run for 3 yds to the Army 9,,
3rd and 7 at ARMY 9,"Kale Pearson pass incomplete to Jon Lee, broken up by Hayden Pierce",,
4th and 7 at ARMY 9,Will Conant 26 yd FG GOOD,6,3
"AFA DRIVE TOTALS: 9 plays, 59 yards, 3:20"
Army at 5:13,,AFA,ARMY
,Drew Oehrle kickoff for 65 yds for a touchback,6,3
1st and 10 at ARMY 25,Angel Santiago pass incomplete to Tony Giovannelli,,
2nd and 10 at ARMY 25,Raymond Maples run for 26 yds to the AFA 49 for a 1ST down,,
1st and 10 at AFA 49,Larry Dixon run for a loss of 1 yard to the 50 yard line,,
2nd and 11 at 50,Angel Santiago run for 4 yds to the AFA 46,,
,"Timeout ARMY, clock 03:20",,
3rd and 7 at AFA 46,Ryan Alexander run for a loss of 5 yards to the Army 49,,
4th and 12 at ARMY 49,"Alex Tardie,  punt for 38 yds, fair catch by Jalen Robinette at the AFA 13",,
"ARMY DRIVE TOTALS: 5 plays, 24 yards, 2:38"
Air Force at 2:35,,AFA,ARMY
1st and 10 at AFA 13,Jacobi Owens run for 4 yds to the AFA 17,6,3
2nd and 6 at AFA 17,Jacobi Owens run for 5 yds to the AFA 22,,
3rd and 1 at AFA 22,Jacobi Owens run for no gain to the AFA 22,,
,"Timeout ARMY, clock 01:19",,
4th and 1 at AFA 22,"Will Conant punt for 58 yds , Xavier Moss returns for a loss of 1 yard to the Army 19",,
"AFA DRIVE TOTALS: 3 plays, 9 yards, 1:26"
Army at 1:09,,AFA,ARMY
1st and 10 at ARMY 19,Angel Santiago run for no gain to the Army 19,6,3
2nd and 10 at ARMY 19,Angel Santiago pass complete to Raymond Maples for 9 yds to the Army 28,,
3rd and 1 at ARMY 28,Larry Dixon run for 2 yds to the Army 30 for a 1ST down,,
1st and 10 at ARMY 30,Angel Santiago sacked by Jordan Pierce for a loss of 8 yards to the Army 22,,
,End of 2nd Quarter,,
"ARMY DRIVE TOTALS: 4 plays, 3 yards, 1:09"
3rd Quarter Play-by-Play
Army at 15:00,,AFA,ARMY
,Drew Oehrle kickoff for 61 yds,6,3
1st and 10 at ARMY 35,"Angel Santiago pass incomplete, broken up by Dexter Walker",,
2nd and 10 at ARMY 35,Tony Giovannelli run for 2 yds to the Army 37,,
3rd and 8 at ARMY 37,Angel Santiago sacked by Troy Timmerman for a loss of 5 yards to the Army 32,,
4th and 13 at ARMY 32,"Alex Tardie,  punt for 33 yds, downed at the AFA 35",,
"ARMY DRIVE TOTALS: 3 plays, -3 yards, 1:27"
Air Force at 13:33,,AFA,ARMY
1st and 10 at AFA 35,Kale Pearson run for 7 yds to the AFA 42,6,3
