0367006720141108,,367,67
1st Quarter Play-by-Play
Boston College at 15:00,,UL,BC
,"John Wallace kickoff for 60 yds , Myles Willis return for 21 yds to the BC 26",0,0
1st and 10 at BC 26,Tyler Murphy pass intercepted Gerod Holliman return for 2 yds to the BC 42,,
"BC DRIVE TOTALS: 1 play, 0 yards, 0:14"
Louisville at 14:46,,UL,BC
1st and 10 at BC 42,Will Gardner pass complete to Eli Rogers for 22 yds to the BC 20 for a 1ST down,0,0
1st and 10 at BC 20,Michael Dyer run for 13 yds to the BC 7 for a 1ST down,,
1st and Goal at BC 7,Will Gardner pass incomplete to DeVante Parker,,
2nd and Goal at BC 7,Brandon Radcliff run for 6 yds to the BC 1,,
3rd and Goal at BC 1,"LOUISVILLE Penalty, False Start (-5 Yards) to the BC 6",,
3rd and Goal at BC 6,Will Gardner pass incomplete,,
4th and Goal at BC 6,John Wallace 23 Yd Field Goal,3,0
"LOU DRIVE TOTALS: 6 plays, 36 yards, 2:01"
Boston College at 12:45,,UL,BC
,"John Wallace kickoff for 60 yds , Myles Willis return for 31 yds to the BC 36",3,0
1st and 10 at BC 36,Jon Hilliman run for 5 yds to the BC 41,,
2nd and 5 at BC 41,Jon Hilliman run for 5 yds to the BC 46 for a 1ST down,,
1st and 10 at BC 46,Marcus Outlow run for 2 yds to the BC 48,,
2nd and 8 at BC 48,Myles Willis run for 8 yds to the Lvile 44 for a 1ST down,,
1st and 10 at LOU 44,Tyler Murphy run for 6 yds to the Lvile 38,,
2nd and 4 at LOU 38,Tyler Murphy pass incomplete,,
3rd and 4 at LOU 38,Marcus Outlow run for 1 yd to the Lvile 37,,
4th and 3 at LOU 37,Tyler Murphy pass complete to Dan Crimmins for 8 yds to the Lvile 29 for a 1ST down,,
1st and 10 at LOU 29,Jon Hilliman run for 8 yds to the Lvile 21,,
2nd and 2 at LOU 21,Jon Hilliman run for 1 yd to the Lvile 20,,
3rd and 1 at LOU 20,Tyler Murphy pass complete to Bobby Wolford for 19 yds to the Lvile 1 for a 1ST down,,
1st and Goal at LOU 1,Jon Hilliman 1 Yd Run (Joey Launceford Kick),3,7
"BC DRIVE TOTALS: 12 plays, 64 yards, 5:31"
Louisville at 7:14,,UL,BC
,"Alex Howell kickoff for 64 yds , Charles Gaines return for 22 yds to the Lvile 23",3,7
1st and 10 at LOU 23,Will Gardner pass complete to L.J. Scott for 2 yds to the Lvile 25,,
2nd and 8 at LOU 25,"BOSTON COLLEGE Penalty, Defensive Pass Interference (16 Yards) to the Lvile 41 for a 1ST down",,
1st and 10 at LOU 41,Will Gardner pass incomplete to Kai De La Cruz,,
2nd and 10 at LOU 41,Reggie Bonnafon run for a loss of 3 yards to the Lvile 38,,
3rd and 13 at LOU 38,Will Gardner pass complete to Brandon Radcliff for 21 yds to the BC 41 for a 1ST down,,
