0519038820140913,,519,388
1st Quarter Play-by-Play
Ohio at 15:00,,OHIO,MAR
,"Kaare Vedvik kickoff for 64 yds , Devin Bass return for 13 yds to the Ohio 14",0,0
1st and 10 at OHIO 14,Derrius Vick pass complete to Chase Cochran for 53 yds to the Marsh 33 for a 1ST down,,
1st and 10 at MRSH 33,Derrius Vick pass complete to Landon Smith for 8 yds to the Marsh 25,,
2nd and 2 at MRSH 25,"u""Daz'mond Patterson"",  run for 3 yds to the Marsh 22 for a 1ST down",,
1st and 10 at MRSH 22,Derrius Vick run for 2 yds to the Marsh 20,,
2nd and 8 at MRSH 20,"u""Daz'mond Patterson"",  run for 7 yds to the Marsh 13",,
3rd and 1 at MRSH 13,"u""Daz'mond Patterson"",  run for 8 yds to the Marsh 5 for a 1ST down",,
1st and Goal at MRSH 5,"u""Daz'mond Patterson"",  run for 2 yds to the Marsh 3",,
2nd and Goal at MRSH 3,"OHIO Penalty, false start (-5 Yards) to the Marsh 8",,
2nd and Goal at MRSH 8,Derrius Vick run for 5 yds to the Marsh 3,,
3rd and Goal at MRSH 3,Derrius Vick pass complete to Landon Smith for 1 yd to the Marsh 2,,
4th and Goal at MRSH 2,Josiah Yazdani 19 yd FG MISSED,,
"OHIO DRIVE TOTALS: 10 plays, 84 yards, 4:31"
Marshall at 10:29,,OHIO,MAR
1st and 10 at MRSH 20,Devon Johnson run for 10 yds to the Marsh 30 for a 1ST down,0,0
1st and 10 at MRSH 30,Devon Johnson run for 3 yds to the Marsh 33,,
2nd and 7 at MRSH 33,Rakeem Cato pass incomplete to N/A,,
3rd and 7 at MRSH 33,Rakeem Cato pass complete to Davonte Allen for 46 yds to the Ohio 21 for a 1ST down,,
1st and 10 at OHIO 21,"Rakeem Cato pass incomplete, broken up by Tarell Basham",,
2nd and 10 at OHIO 21,Devon Johnson run for 2 yds to the Ohio 19,,
3rd and 8 at OHIO 19,Rakeem Cato pass incomplete to Davonte Allen,,
4th and 8 at OHIO 19,Justin Haig 36 yd FG GOOD,0,3
