0043040420140830,,43,404
,Austin Peay wins the toss and defers.,,
1st Quarter Play-by-Play
Memphis at 15:00,,AP,MEM
,Evan Toby kickoff for 58 yds,0,0
2nd and 7 at MEM 43,Paxton Lynch pass complete to Keiwone Malone for 12 yds to the APeay 45 for a 1ST down,,
1st and 10 at PEAY 45,Sam Craft run for 9 yds to the APeay 36,,
2nd and 1 at PEAY 36,Paxton Lynch pass incomplete to Sam Craft,,
3rd and 1 at PEAY 36,Brandon Hayes run for 7 yds to the APeay 29 for a 1ST down,,
1st and 10 at PEAY 29,Paxton Lynch pass complete to Mose Frazier for 18 yds to the APeay 11 for a 1ST down,,
1st and 10 at PEAY 11,Brandon Hayes run for 5 yds to the APeay 6,,
2nd and 5 at PEAY 6,"Sam Craft run for 4 yds to the APeay 2 Sam Craft fumbled, recovered by Memph Alan Cross",,
1st and 10 at MEM 35,"AUSTINPEAY Penalty, Defensive offside (5 Yards) to the Memph 40",,
1st and 10 at MEM 40,Paxton Lynch pass complete to Sam Craft for 3 yds to the Memph 43,,
,"Timeout AUSTINPEAY, clock 12:18",,
3rd and 1 at PEAY 2,"Sam Craft run for 2 yds for a TD, (Jake Elliott KICK)",0,7
"MEM DRIVE TOTALS: 9 plays, 60 yards, 2:49"
Austin Peay at 12:11,,AP,MEM
,Jake Elliott kickoff for 65 yds for a touchback,0,7
1st and 10 at PEAY 25,Rashaan Coleman run for a loss of 2 yards to the APeay 23,,
2nd and 12 at PEAY 23,Trey Taylor run for 13 yds to the APeay 36 for a 1ST down,,
1st and 10 at PEAY 36,"MEMPHIS Penalty, Defensive offside (Terry Redden) to the APeay 41",,
1st and 5 at PEAY 41,Trey Taylor pass incomplete to Malik Boynton,,
2nd and 5 at PEAY 41,Trey Taylor pass intercepted Bobby McCain return for 29 yds to the APeay 15,,
"PEAY DRIVE TOTALS: 4 plays, 16 yards, 1:04"
Memphis at 11:07,,AP,MEM
1st and 10 at PEAY 15,"CRAFT, Sam rush for 9 yards to the APSU6 (STUART, Zach), PENALTY MEM illegal block 15 yards to the APSU30, NO PLAY.",0,7
1st and 25 at PEAY 30,Paxton Lynch run for no gain to the APeay 30,,
2nd and 25 at PEAY 30,Paxton Lynch pass complete to Sam Craft for 8 yds to the APeay 22,,
3rd and 17 at PEAY 22,Brandon Hayes run for 19 yds to the APeay 3 for a 1ST down,,
1st and Goal at PEAY 3,"Brandon Hayes run for 3 yds for a TD, (Jake Elliott KICK)",0,14
"MEM DRIVE TOTALS: 4 plays, 15 yards, 1:47"
Austin Peay at 9:13,,AP,MEM
,"Jake Elliott kickoff for 65 yds , Javier Booker return for 11 yds to the APeay 11",0,14
1st and 10 at PEAY 11,Justin Roberson run for 1 yd to the APeay 12,,
2nd and 9 at PEAY 12,Justin Roberson run for a loss of 1 yard to the APeay 11,,
3rd and 10 at PEAY 11,Trey Taylor pass complete to Malik Boynton for 9 yds to the APeay 20,,
4th and 1 at PEAY 20,"AUSTINPEAY Penalty, delay of game (-5 Yards) to the APeay 15",,
4th and 6 at PEAY 15,"Ben Campbell punt for 50 yds , Keiwone Malone returns for 9 yds to the Memph 44",,
"PEAY DRIVE TOTALS: 3 plays, 4 yards, 2:09"
Memphis at 7:04,,AP,MEM
1st and 10 at MEM 44,Paxton Lynch pass complete to Daniel Hurd for 28 yds to the APeay 28 for a 1ST down,0,14
1st and 10 at PEAY 28,Doroland Dorceus run for 2 yds to the APeay 26,,
