0066072120140927,,66,721
,AFA wins toss; will receive; BSU defend south goal,,
1st Quarter Play-by-Play
Air Force at 15:00,,BSU,AFA
,Dan Goodale kickoff for 65 yds for a touchback,0,0
1st and 10 at AFA 25,Jacobi Owens run for 3 yds to the AFA 28,,
2nd and 7 at AFA 28,Kale Pearson run for 6 yds to the AFA 34,,
3rd and 1 at AFA 34,Kale Pearson run for a loss of 2 yards to the AFA 32,,
4th and 3 at AFA 32,Will Conant punt for 33 yds,,
"AFA DRIVE TOTALS: 3 plays, 7 yards, 1:46"
Boise State at 13:14,,BSU,AFA
1st and 10 at BSU 35,Grant Hedrick pass complete to Matt Miller for 10 yds to the BoiSt 45 for a 1ST down,0,0
1st and 10 at BSU 45,Jay Ajayi run for 1 yd to the BoiSt 46,,
2nd and 9 at BSU 46,Grant Hedrick sacked by Weston Steelhammer for a loss of 3 yards to the BoiSt 43,,
3rd and 12 at BSU 43,Grant Hedrick pass intercepted Weston Steelhammer return for no gain to the AFA 37,,
"BSU DRIVE TOTALS: 4 plays, 8 yards, 1:29"
Air Force at 11:45,,BSU,AFA
1st and 10 at AFA 37,Broam Hart run for 5 yds to the AFA 42,0,0
2nd and 5 at AFA 42,Jacobi Owens run for 1 yd to the AFA 43,,
3rd and 4 at AFA 43,Kale Pearson run for 8 yds to the BoiSt 49 for a 1ST down,,
1st and 10 at BSU 49,Broam Hart run for a loss of 1 yard to the 50 yard line,,
2nd and 11 at 50,Jacobi Owens run for 2 yds to the BoiSt 48,,
3rd and 9 at BSU 48,Kale Pearson pass incomplete to N/A,,
4th and 9 at BSU 48,"Will Conant punt for 45 yds, downed at the BoiSt 3",,
"AFA DRIVE TOTALS: 6 plays, 15 yards, 3:12"
Boise State at 8:33,,BSU,AFA
1st and 10 at BSU 3,"Jay Ajayi run for 5 yds to the BoiSt 10 Jay Ajayi fumbled, forced by Dexter Walker, recovered by AFA Troy Timmerman",0,0
"BSU DRIVE TOTALS: 1 play, 7 yards, 0:09"
Air Force at 8:24,,BSU,AFA
1st and Goal at BSU 10,Jacobi Owens run for 2 yds to the BoiSt 8,0,0
2nd and Goal at BSU 8,Jacobi Owens run for 4 yds to the BoiSt 4,,
3rd and Goal at BSU 4,"Kale Pearson pass complete to Garrett Brown for 4 yds for a TD, (Will Conant KICK)",0,7
"AFA DRIVE TOTALS: 3 plays, 10 yards, 0:58"
Boise State at 7:21,,BSU,AFA
,"Drew Oehrle kickoff for 65 yds , Dallas Burroughs return for 18 yds to the BoiSt 18",0,7
1st and 10 at BSU 18,Grant Hedrick pass complete to Dallas Burroughs for 9 yds to the BoiSt 27,,
2nd and 1 at BSU 27,Jay Ajayi run for 3 yds to the BoiSt 30 for a 1ST down,,
