0796058720141101,,796,587
,"RUTGERS wins the coin toss, and defers,  WISCONSIN will receive.",,
1st Quarter Play-by-Play
Wisconsin at 15:00,,WIS,RU
,"Kyle Federico kickoff for 61 yds , Kenzel Doe return for 36 yds to the Wisc 40",0,0
1st and 10 at WIS 40,Melvin Gordon run for a loss of 2 yards to the Wisc 38,,
2nd and 12 at WIS 38,Melvin Gordon run for no gain to the Wisc 38,,
3rd and 12 at WIS 38,Joel Stave pass complete to Jordan Fredrick for 7 yds to the Wisc 45,,
4th and 5 at WIS 45,"Bart Houston punt for 28 yds, punt out-of-bounds at the Rutgr 27",,
"WIS DRIVE TOTALS: 3 plays, 5 yards, 2:09"
Rutgers at 12:51,,WIS,RU
1st and 10 at RUTG 27,Justin Goodwin run for no gain to the Rutgr 27,0,0
2nd and 10 at RUTG 27,Justin Goodwin run for 9 yds to the Rutgr 36,,
3rd and 1 at RUTG 36,Gary Nova pass complete to Carlton Agudosi for 4 yds to the Rutgr 40 for a 1ST down,,
1st and 10 at RUTG 40,Justin Goodwin run for 1 yd to the Rutgr 41,,
2nd and 9 at RUTG 41,Gary Nova pass incomplete to Leonte Carroo,,
3rd and 9 at RUTG 41,Gary Nova pass incomplete to Leonte Carroo,,
4th and 9 at RUTG 41,Tim Gleeson punt for 59 yds for a touchback,,
"RUTG DRIVE TOTALS: 6 plays, 14 yards, 2:50"
Wisconsin at 10:01,,WIS,RU
1st and 10 at WIS 20,"WISCONSIN Penalty, False Start (Sam Arneson) to the Wisc 15",0,0
1st and 15 at WIS 15,Melvin Gordon run for 1 yd to the Wisc 16,,
2nd and 14 at WIS 16,"Gordon, Melvin rush for 4 yards to the WISCONSIN20, PENALTY RUTGERS offside 5 yards to the WISCONSIN21, NO PLAY.",,
2nd and 9 at WIS 21,Joel Stave pass incomplete to Alex Erickson,,
,"Timeout WISCONSIN, clock 08:55",,
3rd and 9 at WIS 21,Joel Stave pass incomplete to Robert Wheelwright,,
4th and 9 at WIS 21,"Bart Houston punt for 34 yds, downed at the Rutgr 45",,
"WIS DRIVE TOTALS: 3 plays, 1 yard, 1:18"
Rutgers at 8:43,,WIS,RU
1st and 10 at RUTG 45,Gary Nova pass incomplete,0,0
2nd and 10 at RUTG 45,Desmon Peoples run for a loss of 5 yards to the Rutgr 40,,
3rd and 15 at RUTG 40,Gary Nova pass incomplete to John Tsimis,,
4th and 15 at RUTG 40,"Tim Gleeson punt for 47 yds, fair catch by Kenzel Doe at the Wisc 13",,
"RUTG DRIVE TOTALS: 3 plays, -5 yards, 0:58"
Wisconsin at 7:45,,WIS,RU
1st and 10 at WIS 13,George Rushing run for 1 yd to the Wisc 14,0,0
2nd and 9 at WIS 14,"WISCONSIN Penalty, Delay of Game (-5 Yards) to the Wisc 9",,
2nd and 14 at WIS 9,Corey Clement run for 4 yds to the Wisc 13,,
3rd and 10 at WIS 13,Joel Stave pass incomplete to Sam Arneson,,
4th and 10 at WIS 13,"Bart Houston punt for 40 yds , Janarion Grant returns for 3 yds to the 50 yard line",,
"WIS DRIVE TOTALS: 3 plays, 0 yards, 2:05"
Rutgers at 5:40,,WIS,RU
1st and 10 at 50,Gary Nova pass incomplete,0,0
2nd and 10 at 50,Justin Goodwin run for 1 yd to the Wisc 49,,
3rd and 9 at WIS 49,Gary Nova sacked by Derek Landisch for a loss of 7 yards to the Rutgr 44,,
4th and 16 at RUTG 44,"TEAM punt blocked by A.J. Jordan, ball out of bounds at the Rutgr 20.",,
"RUTG DRIVE TOTALS: 3 plays, -6 yards, 1:21"
Wisconsin at 4:19,,WIS,RU
1st and 10 at RUTG 20,Tanner McEvoy run for 1 yd to the Rutgr 19,0,0
2nd and 9 at RUTG 19,Tanner McEvoy pass complete to Sam Arneson for 6 yds to the Rutgr 13,,
3rd and 3 at RUTG 13,Melvin Gordon run for 13 yds for a TD (Rafael Gaglianone Kick),7,0
"WIS DRIVE TOTALS: 3 plays, 20 yards, 1:27"
Rutgers at 2:52,,WIS,RU
,"Andrew Endicott kickoff for 48 yds , Josh Hicks return for 8 yds to the Rutgr 25",7,0
1st and 10 at RUTG 25,Desmon Peoples run for 3 yds to the Rutgr 28,,
2nd and 7 at RUTG 28,Desmon Peoples run for 6 yds to the Rutgr 34,,
3rd and 1 at RUTG 34,Robert Martin run for 2 yds to the Rutgr 36 for a 1ST down,,
1st and 10 at RUTG 36,Gary Nova pass incomplete to Leonte Carroo,,
2nd and 10 at RUTG 36,Gary Nova pass complete to Tyler Kroft for 8 yds to the Rutgr 44,,
3rd and 2 at RUTG 44,Gary Nova pass complete to Andre Patton for 1 yd to the Rutgr 45,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Rutgers at 15:00,,WIS,RU
4th and 1 at RUTG 45,"Tim Gleeson punt for 21 yds, punt out-of-bounds at the Wisc 34",7,0
"RUTG DRIVE TOTALS: 6 plays, 20 yards, 2:58"
Wisconsin at 14:54,,WIS,RU
1st and 10 at WIS 34,Tanner McEvoy run for 4 yds to the Wisc 38,7,0
2nd and 6 at WIS 38,Tanner McEvoy run for 7 yds to the Wisc 45 for a 1ST down,,
1st and 10 at WIS 45,Melvin Gordon run for 14 yds to the Rutgr 41 for a 1ST down,,
1st and 10 at RUTG 41,Tanner McEvoy pass incomplete to Alex Erickson,,
2nd and 10 at RUTG 41,Tanner McEvoy pass incomplete to Sam Arneson,,
3rd and 10 at RUTG 41,Tanner McEvoy run for no gain to the Rutgr 41,,
4th and 10 at RUTG 41,"Drew Meyer punt for 31 yds, fair catch by Janarion Grant at the Rutgr 10",,
"WIS DRIVE TOTALS: 6 plays, 25 yards, 2:35"
Rutgers at 12:19,,WIS,RU
1st and 10 at RUTG 10,Robert Martin run for 8 yds to the Rutgr 18,7,0
2nd and 2 at RUTG 18,Robert Martin run for 1 yd to the Rutgr 19,,
3rd and 1 at RUTG 19,Robert Martin run for no gain to the Rutgr 19,,
4th and 1 at RUTG 19,"Tim Gleeson punt for 33 yds, fair catch by Kenzel Doe at the Wisc 48",,
"RUTG DRIVE TOTALS: 3 plays, 9 yards, 1:59"
Wisconsin at 10:20,,WIS,RU
1st and 10 at WIS 48,Joel Stave run for 9 yds to the Rutgr 43,7,0
2nd and 1 at RUTG 43,"Corey Clement run for 43 yds for a TD, (Rafael Gaglianone KICK)",14,0
"WIS DRIVE TOTALS: 2 plays, 52 yards, 0:44"
Rutgers at 9:36,,WIS,RU
,"Andrew Endicott kickoff for 62 yds , Janarion Grant return for 32 yds to the RUTGERS 33 RUTGERS Penalty, Personal Foul (15 Yards) to the Rutgr 20",14,0
1st and 10 at RUTG 20,Gary Nova pass complete to Leonte Carroo for 20 yds to the Rutgr 40 for a 1ST down,,
1st and 10 at RUTG 40,Justin Goodwin run for 1 yd to the Rutgr 41,,
2nd and 9 at RUTG 41,Gary Nova pass intercepted by Marcus Trotter return for 18 yds to the Rutgr 32,,
"RUTG DRIVE TOTALS: 3 plays, 21 yards, 1:32"
Wisconsin at 8:04,,WIS,RU
1st and 10 at RUTG 32,Joel Stave pass incomplete to Melvin Gordon,14,0
2nd and 10 at RUTG 32,Melvin Gordon run for 9 yds to the Rutgr 23,,
3rd and 1 at RUTG 23,Melvin Gordon run for 3 yds to the Rutgr 20 for a 1ST down,,
