0107052820141101,,107,528
1st Quarter Play-by-Play
California at 15:00,,CAL,ORST
,"Trevor Romaine kickoff for 63 yds , Khalfani Muhammad return for 21 yds to the Cal 23",0,0
1st and 10 at CAL 23,Jared Goff pass incomplete,,
2nd and 10 at CAL 23,Jared Goff pass incomplete to Daniel Lasco,,
3rd and 10 at CAL 23,Jared Goff pass complete to Stephen Anderson for 19 yds to the Cal 42 for a 1ST down,,
1st and 10 at CAL 42,Jared Goff pass complete to Stephen Anderson for 16 yds to the OrgSt 42 for a 1ST down,,
1st and 10 at ORST 42,Jared Goff pass incomplete,,
2nd and 10 at ORST 42,Jared Goff pass incomplete,,
3rd and 10 at ORST 42,"OREGON ST Penalty, Defensive holding (10 Yards) to the OrgSt 32 for a 1ST down",,
1st and 10 at ORST 32,Jared Goff pass incomplete,,
1st and 10 at ORST 42,"Daniel Lasco run for 10 yds to the OrgSt 32 CALIFORNIA Penalty, Offensive holding (-10 Yards) to the OrgSt 42",,
2nd and 10 at ORST 32,Jared Goff pass incomplete,,
3rd and 10 at ORST 32,"CALIFORNIA Penalty, false start (-5 Yards) to the OrgSt 37",,
3rd and 15 at ORST 37,Jared Goff pass complete to Stephen Anderson for 5 yds to the OrgSt 32,,
,"Timeout OREGON ST, clock 12:09",,
4th and 10 at ORST 32,James Langford 50 yd FG MISSED,,
"CAL DRIVE TOTALS: 11 plays, 45 yards, 2:56"
Oregon State at 12:04,,CAL,ORST
1st and 10 at ORST 32,Sean Mannion pass complete to Victor Bolden for 1 yd to the OrgSt 33,0,0
2nd and 9 at ORST 33,Terron Ward run for 3 yds to the OrgSt 36,,
3rd and 6 at ORST 36,Sean Mannion pass complete to Terron Ward for 2 yds to the OrgSt 38,,
4th and 4 at ORST 38,Keith Kostol punt for 32 yds,,
"ORST DRIVE TOTALS: 3 plays, 6 yards, 1:39"
California at 10:25,,CAL,ORST
1st and 10 at CAL 30,Daniel Lasco run for 5 yds to the Cal 35,0,0
2nd and 5 at CAL 35,Khalfani Muhammad run for 23 yds to the OrgSt 42 for a 1ST down,,
1st and 10 at ORST 42,Jared Goff pass complete to Stephen Anderson for 2 yds to the OrgSt 40,,
2nd and 8 at ORST 40,Luke Rubenzer run for no gain to the OrgSt 40,,
3rd and 8 at ORST 40,Jared Goff pass incomplete to Stephen Anderson,,
4th and 8 at ORST 40,Jared Goff punt for 40 yds for a touchback,,
"CAL DRIVE TOTALS: 5 plays, 30 yards, 2:12"
Oregon State at 8:13,,CAL,ORST
1st and 10 at ORST 20,Storm Woods run for 9 yds to the OrgSt 29,0,0
2nd and 1 at ORST 29,"OREGON ST Penalty, false start (-5 Yards) to the OrgSt 24",,
2nd and 6 at ORST 24,Storm Woods run for 3 yds to the OrgSt 27,,
3rd and 3 at ORST 27,Storm Woods run for 1 yd to the OrgSt 28,,
4th and 2 at ORST 28,"Keith Kostol punt for 35 yds, punt out-of-bounds at the Cal 37 , Chris Harper returns for no gain to the Cal 37",,
"ORST DRIVE TOTALS: 3 plays, 8 yards, 1:50"
California at 6:23,,CAL,ORST
1st and 10 at CAL 37,Daniel Lasco run for 9 yds to the Cal 46,0,0
2nd and 1 at CAL 46,Jared Goff pass incomplete,,
3rd and 1 at CAL 46,Daniel Lasco run for no gain to the Cal 46,,
4th and 1 at CAL 46,Cole Leininger punt for 33 yds,,
"CAL DRIVE TOTALS: 3 plays, 9 yards, 1:03"
Oregon State at 5:20,,CAL,ORST
1st and 10 at ORST 21,Sean Mannion pass complete to Jordan Villamin for 21 yds to the OrgSt 42 for a 1ST down,0,0
1st and 10 at ORST 42,Sean Mannion pass incomplete to Victor Bolden,,
2nd and 10 at ORST 42,Sean Mannion pass complete to Victor Bolden for 7 yds to the OrgSt 49,,
3rd and 3 at ORST 49,Sean Mannion pass incomplete to Caleb Smith,,
4th and 3 at ORST 49,"Keith Kostol punt for 21 yds, punt out-of-bounds at the Cal 30",,
"ORST DRIVE TOTALS: 4 plays, 28 yards, 1:34"
California at 3:46,,CAL,ORST
1st and 10 at CAL 30,Jared Goff pass complete to Stephen Anderson for 17 yds to the Cal 47 for a 1ST down,0,0
1st and 10 at CAL 47,Daniel Lasco run for 8 yds to the OrgSt 45,,
2nd and 2 at ORST 45,Daniel Lasco run for 7 yds to the OrgSt 38 for a 1ST down,,
1st and 10 at ORST 38,Daniel Lasco run for 11 yds to the OrgSt 27 for a 1ST down,,
1st and 10 at ORST 27,Vic Enwere run for 4 yds to the OrgSt 23,,
2nd and 6 at ORST 23,Vic Enwere run for no gain to the OrgSt 23,,
3rd and 6 at ORST 23,Jared Goff pass incomplete,,
4th and 6 at ORST 23,James Langford 41 yd FG GOOD,3,0
1st and Goal at ,"Langford, James kickoff 65 yards to the OSU0, touchback, PENALTY CAL illegal participation 5 yards to the CAL30, NO PLAY, PENALTY OSU personal foul (Smith, Caleb) 15 yards to the CAL45, NO PLAY.",,
"CAL DRIVE TOTALS: 8 plays, 47 yards, 2:27"
Oregon State at 1:19,,CAL,ORST
,James Langford kickoff for 55 yds for a touchback,3,0
1st and 10 at ORST 25,Sean Mannion pass complete to Victor Bolden for 10 yds to the OrgSt 35 for a 1ST down,,
1st and 10 at ORST 35,Sean Mannion pass complete to Connor Hamlett for 5 yds to the OrgSt 40,,
2nd and 5 at ORST 40,Storm Woods run for 7 yds to the OrgSt 47 for a 1ST down,,
1st and 10 at ORST 47,Storm Woods run for 1 yd to the OrgSt 48,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Oregon State at 15:00,,CAL,ORST
2nd and 9 at ORST 48,Storm Woods run for 49 yds to the Cal 3 for a 1ST down,3,0
1st and Goal at CAL 3,"Sean Mannion pass complete to Rahmel Dockery for 3 yds for a TD, (Trevor Romaine KICK)",3,7
"ORST DRIVE TOTALS: 6 plays, 75 yards, 2:01"
California at 14:18,,CAL,ORST
,Trevor Romaine kickoff for 65 yds for a touchback,3,7
1st and 10 at CAL 25,Jared Goff pass complete to Chris Harper for 25 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Daniel Lasco run for 2 yds to the OrgSt 48,,
2nd and 8 at ORST 48,"Goff, Jared pass complete to Lasco, Daniel for 6 yards to the OSU42 (Nelson, Steven), PENALTY OSU holding (Johnson, Jabral) 10 yards to the OSU38, 1ST DOWN CAL, NO PLAY. for a 1ST down",,
1st and 10 at ORST 38,Luke Rubenzer run for a loss of 1 yard to the OrgSt 39,,
2nd and 11 at ORST 39,Jared Goff pass complete to Maurice Harris for 5 yds to the OrgSt 34,,
3rd and 6 at ORST 34,Daniel Lasco run for 7 yds to the OrgSt 27 for a 1ST down,,
1st and 10 at ORST 27,Daniel Lasco run for 2 yds to the OrgSt 25,,
2nd and 8 at ORST 25,Jared Goff pass incomplete,,
3rd and 8 at ORST 25,"Goff, Jared pass incomplete to Harper, Chris, PENALTY OSU pass interference (Scott, Larry) 8 yards to the OSU17, 1ST DOWN CAL, NO PLAY. for a 1ST down",,
1st and 10 at ORST 17,"Jared Goff pass incomplete to Chris Harper, broken up by Ryan Murphy CALIFORNIA Penalty, ineligible downfield on pass ( Yards) declined",,
2nd and 10 at ORST 17,Khalfani Muhammad run for 3 yds to the OrgSt 14,,
3rd and 7 at ORST 14,"Daniel Lasco run for 14 yds for a TD, (James Langford KICK)",10,7
"CAL DRIVE TOTALS: 10 plays, 75 yards, 4:13"
Oregon State at 9:57,,CAL,ORST
,"James Langford kickoff for 65 yds , Rahmel Dockery return for 25 yds to the OREGONST 40 OREGON ST Penalty, unsportsmanlike conduct (Caleb Smith) to the OrgSt 13",10,7
1st and 10 at ORST 13,Sean Mannion pass complete to Victor Bolden for 6 yds to the OrgSt 19,,
2nd and 4 at ORST 19,Sean Mannion pass complete to Victor Bolden for 17 yds to the OrgSt 36 for a 1ST down,,
1st and 10 at ORST 36,"Mannion, Sean pass incomplete to Villamin, J., PENALTY CAL pass interference (Allensworth, Da) 15 yards to the CAL49, 1ST DOWN OSU, NO PLAY. for a 1ST down",,
1st and 10 at CAL 49,Sean Mannion pass complete to Victor Bolden for 22 yds to the Cal 27 for a 1ST down,,
1st and 10 at CAL 27,Sean Mannion pass incomplete to Jordan Villamin,,
