0204077420141115,,204,774
1st Quarter Play-by-Play
Western Michigan at 15:00,,EMU,WMU
,"Brendan Renius kickoff for 58 yds , Darius Phillips return for 93 yds for a TD, (Andrew Haldeman KICK)",0,7
Eastern Michigan at 14:48,,EMU,WMU
,"Brett Scanlon kickoff for 55 yds , Tyler Allen return for 11 yds to the EMich 21",0,7
1st and 10 at EMU 21,Ryan Brumfield run for 4 yds to the EMich 25,,
2nd and 6 at EMU 25,Reginald Bell Jr. pass complete to Tyreese Russell for 21 yds to the EMich 46 for a 1ST down,,
1st and 10 at EMU 46,Reginald Bell Jr. run for 4 yds to the 50 yard line,,
2nd and 6 at 50,Darius Jackson run for 3 yds to the WMich 47,,
3rd and 3 at WMU 47,Reginald Bell Jr. run for 2 yds to the WMich 45,,
4th and 1 at WMU 45,"Owen Dubiel punt for 41 yds, downed at the WMich 4",,
"EMU DRIVE TOTALS: 5 plays, 34 yards, 2:58"
Western Michigan at 11:50,,EMU,WMU
1st and 10 at WMU 4,"EASTRN MICHIGAN Penalty, offside defense (5 Yards) to the WMich 9",0,7
1st and 5 at WMU 9,Jarvion Franklin run for a loss of 5 yards to the WMich 4,,
2nd and 10 at WMU 4,Jarvion Franklin run for 2 yds to the WMich 6,,
3rd and 8 at WMU 6,Zach Terrell pass complete to Corey Davis for 29 yds to the WMich 35 for a 1ST down,,
1st and 10 at WMU 35,Darius Phillips run for a loss of 14 yards to the WMich 21,,
2nd and 24 at WMU 21,Jarvion Franklin run for 9 yds to the WMich 30,,
3rd and 15 at WMU 30,Zach Terrell pass complete to Daniel Braverman for 16 yds to the WMich 46 for a 1ST down,,
1st and 10 at WMU 46,"Zach Terrell pass complete to Corey Davis for 54 yds for a TD, (Andrew Haldeman KICK)",0,14
"WMU DRIVE TOTALS: 7 plays, 96 yards, 3:52"
Eastern Michigan at 7:58,,EMU,WMU
,"Brett Scanlon kickoff for 54 yds , Tyler Allen return for 15 yds to the EMich 26",0,14
1st and 10 at EMU 26,Reginald Bell Jr. run for 9 yds to the EMich 35,,
2nd and 1 at EMU 35,Tyler Allen run for 7 yds to the EMich 42 for a 1ST down,,
1st and 10 at EMU 42,Bronson Hill run for 8 yds to the 50 yard line,,
2nd and 2 at 50,"BELL, Reginald rush for 1 yard to the WMU49 (SPILLANE, R), PENALTY EMU holding (HANSEN, Lincoln) 10 yards to the EMU40, NO PLAY.",,
2nd and 12 at EMU 40,Reginald Bell Jr. sacked by Grant DePalma for a loss of 8 yards to the EMich 32,,
3rd and 20 at EMU 32,"Reginald Bell Jr. pass incomplete to u""Kray'shawn Brewer""",,
4th and 20 at EMU 32,"Owen Dubiel punt for 37 yds , Daniel Braverman returns for no gain to the WMich 31",,
"EMU DRIVE TOTALS: 5 plays, 6 yards, 2:29"
Western Michigan at 5:29,,EMU,WMU
1st and 10 at WMU 31,Zach Terrell pass complete to Kendrick Roberts for 58 yds to the EMich 11 for a 1ST down,0,14
1st and 10 at EMU 11,"Zach Terrell pass complete to Daniel Braverman for 11 yds for a TD, (Andrew Haldeman KICK)",0,21
"WMU DRIVE TOTALS: 2 plays, 69 yards, 0:33"
Eastern Michigan at 4:56,,EMU,WMU
